"","region_id","dimension","goal","score"
"6413","BHI-513","resilience","NP",80.4
"6414","BHI-514","resilience","NP",81.6
"6415","BHI-515","resilience","NP",81.3
"6416","BHI-516","resilience","NP",81.5
"6417","BHI-517","resilience","NP",81.3
"6418","BHI-000","score","NP",70.9
"6419","BHI-001","score","NP",73.1
"6420","BHI-002","score","NP",73.4
"6421","BHI-003","score","NP",72
"6422","BHI-005","score","NP",73.3
"6423","BHI-006","score","NP",71.7
"6424","BHI-007","score","NP",72.8
"6425","BHI-008","score","NP",73.5
"6426","BHI-009","score","NP",72.6
"6427","BHI-010","score","NP",73.7
"6428","BHI-011","score","NP",68.1
"6429","BHI-012","score","NP",69.2
"6430","BHI-013","score","NP",71
"6431","BHI-014","score","NP",71
"6432","BHI-015","score","NP",70.5
"6433","BHI-016","score","NP",71.2
"6434","BHI-017","score","NP",70.3
"6435","BHI-018","score","NP",70.3
"6436","BHI-019","score","NP",61.3
"6437","BHI-020","score","NP",70.8
"6438","BHI-021","score","NP",69.8
"6439","BHI-022","score","NP",61.3
"6440","BHI-023","score","NP",71.1
"6441","BHI-024","score","NP",70.7
"6442","BHI-025","score","NP",70.2
"6443","BHI-026","score","NP",70.9
"6444","BHI-027","score","NP",72.1
"6445","BHI-028","score","NP",72.8
"6446","BHI-029","score","NP",70.9
"6447","BHI-030","score","NP",70.8
"6448","BHI-031","score","NP",67.9
"6449","BHI-032","score","NP",71.5
"6450","BHI-033","score","NP",61.9
"6451","BHI-034","score","NP",69.2
"6452","BHI-035","score","NP",73.7
"6453","BHI-036","score","NP",73.7
"6454","BHI-037","score","NP",73.8
"6455","BHI-038","score","NP",74
"6456","BHI-039","score","NP",71.5
"6457","BHI-040","score","NP",72.2
"6458","BHI-041","score","NP",71.9
"6459","BHI-042","score","NP",72
"6460","BHI-043","score","NP",64.2
"6461","BHI-301","score","NP",71.7
"6462","BHI-302","score","NP",71.9
"6463","BHI-303","score","NP",72
"6464","BHI-304","score","NP",70.1
"6465","BHI-305","score","NP",61.6
"6466","BHI-306","score","NP",71.1
"6467","BHI-307","score","NP",71.1
"6468","BHI-308","score","NP",70
"6469","BHI-309","score","NP",72
"6470","BHI-501","score","NP",73.3
"6471","BHI-502","score","NP",72
"6472","BHI-503","score","NP",72.5
"6473","BHI-504","score","NP",73.3
"6474","BHI-505","score","NP",73.4
"6475","BHI-506","score","NP",69.7
"6476","BHI-507","score","NP",70.6
"6477","BHI-508","score","NP",67
"6478","BHI-509","score","NP",69.4
"6479","BHI-510","score","NP",70.9
"6480","BHI-511","score","NP",72.5
"6481","BHI-512","score","NP",70
"6482","BHI-513","score","NP",67.1
"6483","BHI-514","score","NP",73.7
"6484","BHI-515","score","NP",73.9
"6485","BHI-516","score","NP",71.9
"6486","BHI-517","score","NP",71.9
"6487","BHI-000","status","NP",72.7
"6488","BHI-001","status","NP",72.7
"6489","BHI-002","status","NP",72.7
"6490","BHI-003","status","NP",72.7
"6491","BHI-005","status","NP",72.7
"6492","BHI-006","status","NP",72.7
"6493","BHI-007","status","NP",72.7
"6494","BHI-008","status","NP",72.7
"6495","BHI-009","status","NP",72.7
"6496","BHI-010","status","NP",72.7
"6497","BHI-011","status","NP",72.7
"6498","BHI-012","status","NP",72.7
"6499","BHI-013","status","NP",72.7
"6500","BHI-014","status","NP",72.7
"6501","BHI-015","status","NP",72.7
"6502","BHI-016","status","NP",72.7
"6503","BHI-017","status","NP",72.7
"6504","BHI-018","status","NP",72.7
"6505","BHI-019","status","NP",72.7
"6506","BHI-020","status","NP",72.7
"6507","BHI-021","status","NP",72.7
"6508","BHI-022","status","NP",72.7
"6509","BHI-023","status","NP",72.7
"6510","BHI-024","status","NP",72.7
"6511","BHI-025","status","NP",72.7
"6512","BHI-026","status","NP",72.7
"6513","BHI-027","status","NP",72.7
"6514","BHI-028","status","NP",72.7
"6515","BHI-029","status","NP",72.7
"6516","BHI-030","status","NP",72.7
"6517","BHI-031","status","NP",72.7
"6518","BHI-032","status","NP",72.7
"6519","BHI-033","status","NP",72.7
"6520","BHI-034","status","NP",72.7
"6521","BHI-035","status","NP",72.7
"6522","BHI-036","status","NP",72.7
"6523","BHI-037","status","NP",72.7
"6524","BHI-038","status","NP",72.7
"6525","BHI-039","status","NP",72.7
"6526","BHI-040","status","NP",72.7
"6527","BHI-041","status","NP",72.7
"6528","BHI-042","status","NP",72.7
"6529","BHI-043","status","NP",72.7
"6530","BHI-301","status","NP",72.7
"6531","BHI-302","status","NP",72.7
"6532","BHI-303","status","NP",72.7
"6533","BHI-304","status","NP",72.7
"6534","BHI-305","status","NP",72.7
"6535","BHI-306","status","NP",72.7
"6536","BHI-307","status","NP",72.7
"6537","BHI-308","status","NP",72.7
"6538","BHI-309","status","NP",72.7
"6539","BHI-501","status","NP",72.7
"6540","BHI-502","status","NP",72.7
"6541","BHI-503","status","NP",72.7
"6542","BHI-504","status","NP",72.7
"6543","BHI-505","status","NP",72.7
"6544","BHI-506","status","NP",72.7
"6545","BHI-507","status","NP",72.7
"6546","BHI-508","status","NP",72.7
"6547","BHI-509","status","NP",72.7
"6548","BHI-510","status","NP",72.7
"6549","BHI-511","status","NP",72.7
"6550","BHI-512","status","NP",72.7
"6551","BHI-513","status","NP",72.7
"6552","BHI-514","status","NP",72.7
"6553","BHI-515","status","NP",72.7
"6554","BHI-516","status","NP",72.7
"6555","BHI-517","status","NP",72.7
"6556","BHI-000","trend","NP",-0.35
"6557","BHI-001","trend","NP",-0.35
"6558","BHI-002","trend","NP",-0.35
"6559","BHI-003","trend","NP",-0.35
"6560","BHI-005","trend","NP",-0.35
"6561","BHI-006","trend","NP",-0.35
"6562","BHI-007","trend","NP",-0.35
"6563","BHI-008","trend","NP",-0.35
"6564","BHI-009","trend","NP",-0.35
"6565","BHI-010","trend","NP",-0.35
"6566","BHI-011","trend","NP",-0.35
"6567","BHI-012","trend","NP",-0.35
"6568","BHI-013","trend","NP",-0.35
"6569","BHI-014","trend","NP",-0.35
"6570","BHI-015","trend","NP",-0.35
"6571","BHI-016","trend","NP",-0.35
"6572","BHI-017","trend","NP",-0.35
"6573","BHI-018","trend","NP",-0.35
"6574","BHI-019","trend","NP",-0.35
"6575","BHI-020","trend","NP",-0.35
"6576","BHI-021","trend","NP",-0.35
"6577","BHI-022","trend","NP",-0.35
"6578","BHI-023","trend","NP",-0.35
"6579","BHI-024","trend","NP",-0.35
"6580","BHI-025","trend","NP",-0.35
"6581","BHI-026","trend","NP",-0.35
"6582","BHI-027","trend","NP",-0.35
"6583","BHI-028","trend","NP",-0.35
"6584","BHI-029","trend","NP",-0.35
"6585","BHI-030","trend","NP",-0.35
"6586","BHI-031","trend","NP",-0.35
"6587","BHI-032","trend","NP",-0.35
"6588","BHI-033","trend","NP",-0.35
"6589","BHI-034","trend","NP",-0.35
"6590","BHI-035","trend","NP",-0.35
"6591","BHI-036","trend","NP",-0.35
"6592","BHI-037","trend","NP",-0.35
"6593","BHI-038","trend","NP",-0.35
"6594","BHI-039","trend","NP",-0.35
"6595","BHI-040","trend","NP",-0.35
"6596","BHI-041","trend","NP",-0.35
"6597","BHI-042","trend","NP",-0.35
"6598","BHI-043","trend","NP",-0.35
"6599","BHI-301","trend","NP",-0.35
"6600","BHI-302","trend","NP",-0.35
"6601","BHI-303","trend","NP",-0.35
"6602","BHI-304","trend","NP",-0.35
"6603","BHI-305","trend","NP",-0.35
"6604","BHI-306","trend","NP",-0.35
"6605","BHI-307","trend","NP",-0.35
"6606","BHI-308","trend","NP",-0.35
"6607","BHI-309","trend","NP",-0.35
"6608","BHI-501","trend","NP",-0.35
"6609","BHI-502","trend","NP",-0.35
"6610","BHI-503","trend","NP",-0.35
"6611","BHI-504","trend","NP",-0.35
"6612","BHI-505","trend","NP",-0.35
"6613","BHI-506","trend","NP",-0.35
"6614","BHI-507","trend","NP",-0.35
"6615","BHI-508","trend","NP",-0.35
"6616","BHI-509","trend","NP",-0.35
"6617","BHI-510","trend","NP",-0.35
"6618","BHI-511","trend","NP",-0.35
"6619","BHI-512","trend","NP",-0.35
"6620","BHI-513","trend","NP",-0.35
"6621","BHI-514","trend","NP",-0.35
"6622","BHI-515","trend","NP",-0.35
"6623","BHI-516","trend","NP",-0.35
"6624","BHI-517","trend","NP",-0.35
"6625","BHI-000","future","SP",78.1
"6626","BHI-001","future","SP",80.8
"6627","BHI-002","future","SP",84.1
"6628","BHI-003","future","SP",94.3
"6629","BHI-005","future","SP",73.8
"6630","BHI-006","future","SP",100
"6631","BHI-007","future","SP",92.3
"6632","BHI-008","future","SP",98.1
"6633","BHI-009","future","SP",100
"6634","BHI-010","future","SP",100
"6635","BHI-011","future","SP",97.7
"6636","BHI-012","future","SP",99
"6637","BHI-013","future","SP",82.9
"6638","BHI-014","future","SP",67.4
"6639","BHI-015","future","SP",48.8
"6640","BHI-016","future","SP",98.2
"6641","BHI-017","future","SP",97.2
"6642","BHI-018","future","SP",91.3
"6643","BHI-019","future","SP",31.6
"6644","BHI-020","future","SP",88.3
"6645","BHI-021","future","SP",94.7
"6646","BHI-022","future","SP",38.1
"6647","BHI-023","future","SP",61.8
"6648","BHI-024","future","SP",92.2
"6649","BHI-025","future","SP",97.8
"6650","BHI-026","future","SP",61.7
"6651","BHI-027","future","SP",93.9
"6652","BHI-028","future","SP",97.1
"6653","BHI-029","future","SP",73.4
"6654","BHI-030","future","SP",74.3
"6655","BHI-031","future","SP",55.4
"6656","BHI-032","future","SP",87.4
"6657","BHI-033","future","SP",71.7
"6658","BHI-034","future","SP",73.2
"6659","BHI-035","future","SP",85
"6660","BHI-036","future","SP",78.9
"6661","BHI-037","future","SP",78.2
"6662","BHI-038","future","SP",67.6
"6663","BHI-039","future","SP",84.4
"6664","BHI-040","future","SP",95.3
"6665","BHI-041","future","SP",63.7
"6666","BHI-042","future","SP",66.8
"6667","BHI-043","future","SP",100
"6668","BHI-301","future","SP",74.2
"6669","BHI-302","future","SP",83.6
"6670","BHI-303","future","SP",91.5
"6671","BHI-304","future","SP",95.7
"6672","BHI-305","future","SP",54.2
"6673","BHI-306","future","SP",61.8
"6674","BHI-307","future","SP",92.7
"6675","BHI-308","future","SP",78
"6676","BHI-309","future","SP",75.9
"6677","BHI-501","future","SP",83.1
"6678","BHI-502","future","SP",94.3
"6679","BHI-503","future","SP",86.7
"6680","BHI-504","future","SP",96
"6681","BHI-505","future","SP",100
"6682","BHI-506","future","SP",92.2
"6683","BHI-507","future","SP",78.3
"6684","BHI-508","future","SP",69.3
"6685","BHI-509","future","SP",82.5
"6686","BHI-510","future","SP",61.7
"6687","BHI-511","future","SP",95.7
"6688","BHI-512","future","SP",68.2
"6689","BHI-513","future","SP",77.2
"6690","BHI-514","future","SP",80.8
"6691","BHI-515","future","SP",73.2
"6692","BHI-516","future","SP",91
"6693","BHI-517","future","SP",65.2
"6694","BHI-000","pressures","SP",21.8
"6695","BHI-001","pressures","SP",23.2
"6696","BHI-002","pressures","SP",16.2
"6697","BHI-003","pressures","SP",30.3
"6698","BHI-005","pressures","SP",10.2
"6699","BHI-006","pressures","SP",26.2
"6700","BHI-007","pressures","SP",15.2
"6701","BHI-008","pressures","SP",10.7
"6702","BHI-009","pressures","SP",21.5
"6703","BHI-010","pressures","SP",12
"6704","BHI-011","pressures","SP",59.2
"6705","BHI-012","pressures","SP",41.2
"6706","BHI-013","pressures","SP",23.7
"6707","BHI-014","pressures","SP",17.3
"6708","BHI-015","pressures","SP",19.3
"6709","BHI-016","pressures","SP",15.3
"6710","BHI-017","pressures","SP",19.8
"6711","BHI-018","pressures","SP",31.2
"6712","BHI-019","pressures","SP",57.4
"6713","BHI-020","pressures","SP",13.7
"6714","BHI-021","pressures","SP",21.2
"6715","BHI-022","pressures","SP",24.4
"6716","BHI-023","pressures","SP",24.4
"6717","BHI-024","pressures","SP",13.7
"6718","BHI-025","pressures","SP",18.2
"6719","BHI-026","pressures","SP",8.7
"6720","BHI-027","pressures","SP",50
"6721","BHI-028","pressures","SP",12.5
"6722","BHI-029","pressures","SP",10.7
"6723","BHI-030","pressures","SP",13.7
"6724","BHI-031","pressures","SP",44.7
"6725","BHI-032","pressures","SP",26.1
"6726","BHI-033","pressures","SP",45.1
"6727","BHI-034","pressures","SP",49
"6728","BHI-035","pressures","SP",14.8
"6729","BHI-036","pressures","SP",16.8
"6730","BHI-037","pressures","SP",15
"6731","BHI-038","pressures","SP",15
"6732","BHI-039","pressures","SP",31.5
"6733","BHI-040","pressures","SP",25
"6734","BHI-041","pressures","SP",23.7
"6735","BHI-042","pressures","SP",24.7
"6736","BHI-043","pressures","SP",52
"6737","BHI-301","pressures","SP",16.3
"6738","BHI-302","pressures","SP",23.9
"6739","BHI-303","pressures","SP",17.8
"6740","BHI-304","pressures","SP",21.6
"6741","BHI-305","pressures","SP",37.7
"6742","BHI-306","pressures","SP",24.4
"6743","BHI-307","pressures","SP",23.6
"6744","BHI-308","pressures","SP",32.3
"6745","BHI-309","pressures","SP",21.8
"6746","BHI-501","pressures","SP",18.2
"6747","BHI-502","pressures","SP",30.3
"6748","BHI-503","pressures","SP",18.1
"6749","BHI-504","pressures","SP",12.3
"6750","BHI-505","pressures","SP",14.4
"6751","BHI-506","pressures","SP",38.6
"6752","BHI-507","pressures","SP",18.5
"6753","BHI-508","pressures","SP",40.9
"6754","BHI-509","pressures","SP",17.4
"6755","BHI-510","pressures","SP",8.7
"6756","BHI-511","pressures","SP",28.7
"6757","BHI-512","pressures","SP",21.6
"6758","BHI-513","pressures","SP",40
"6759","BHI-514","pressures","SP",16.2
"6760","BHI-515","pressures","SP",15
"6761","BHI-516","pressures","SP",27.6
"6762","BHI-517","pressures","SP",24.1
"6763","BHI-000","resilience","SP",80.1
"6764","BHI-001","resilience","SP",80.7
"6765","BHI-002","resilience","SP",78
"6766","BHI-003","resilience","SP",78
"6767","BHI-005","resilience","SP",80.7
"6768","BHI-006","resilience","SP",78
"6769","BHI-007","resilience","SP",78
"6770","BHI-008","resilience","SP",81.1
"6771","BHI-009","resilience","SP",78
"6772","BHI-010","resilience","SP",81.1
"6773","BHI-011","resilience","SP",80.7
"6774","BHI-012","resilience","SP",78
"6775","BHI-013","resilience","SP",81.1
"6776","BHI-014","resilience","SP",80.7
"6777","BHI-015","resilience","SP",78
"6778","BHI-016","resilience","SP",81.1
"6779","BHI-017","resilience","SP",76.9
"6780","BHI-018","resilience","SP",76.9
"6781","BHI-019","resilience","SP",NA
"6782","BHI-020","resilience","SP",80.7
"6783","BHI-021","resilience","SP",76.9
"6784","BHI-022","resilience","SP",NA
"6785","BHI-023","resilience","SP",81.6
"6786","BHI-024","resilience","SP",79.8
"6787","BHI-025","resilience","SP",78.5
"6788","BHI-026","resilience","SP",80.7
"6789","BHI-027","resilience","SP",79.8
"6790","BHI-028","resilience","SP",78.5
"6791","BHI-029","resilience","SP",80.7
"6792","BHI-030","resilience","SP",82
"6793","BHI-031","resilience","SP",78.5
"6794","BHI-032","resilience","SP",82
"6795","BHI-033","resilience","SP",NA
"6796","BHI-034","resilience","SP",78.5
"6797","BHI-035","resilience","SP",80.7
"6798","BHI-036","resilience","SP",82
"6799","BHI-037","resilience","SP",80.7
"6800","BHI-038","resilience","SP",82
"6801","BHI-039","resilience","SP",80.7
"6802","BHI-040","resilience","SP",82
"6803","BHI-041","resilience","SP",80.7
"6804","BHI-042","resilience","SP",82
"6805","BHI-043","resilience","SP",NA
"6806","BHI-301","resilience","SP",80.7
"6807","BHI-302","resilience","SP",78
"6808","BHI-303","resilience","SP",81.1
"6809","BHI-304","resilience","SP",76.9
"6810","BHI-305","resilience","SP",NA
"6811","BHI-306","resilience","SP",81.6
"6812","BHI-307","resilience","SP",79.8
"6813","BHI-308","resilience","SP",78.5
"6814","BHI-309","resilience","SP",82
"6815","BHI-501","resilience","SP",78.8
"6816","BHI-502","resilience","SP",78
"6817","BHI-503","resilience","SP",79.4
"6818","BHI-504","resilience","SP",80
"6819","BHI-505","resilience","SP",80.3
"6820","BHI-506","resilience","SP",79.9
"6821","BHI-507","resilience","SP",78.7
"6822","BHI-508","resilience","SP",76.9
"6823","BHI-509","resilience","SP",79.7
"6824","BHI-510","resilience","SP",80.7
"6825","BHI-511","resilience","SP",79.1
"6826","BHI-512","resilience","SP",80.4
"6827","BHI-513","resilience","SP",80.4
"6828","BHI-514","resilience","SP",81.6
"6829","BHI-515","resilience","SP",81.3
"6830","BHI-516","resilience","SP",81.5
"6831","BHI-517","resilience","SP",81.3
"6832","BHI-000","score","SP",73.2
"6833","BHI-001","score","SP",74.5
"6834","BHI-002","score","SP",77.1
"6835","BHI-003","score","SP",87.9
"6836","BHI-005","score","SP",68.5
"6837","BHI-006","score","SP",97
"6838","BHI-007","score","SP",84.4
"6839","BHI-008","score","SP",93.6
"6840","BHI-009","score","SP",97.1
"6841","BHI-010","score","SP",96.6
"6842","BHI-011","score","SP",95.6
"6843","BHI-012","score","SP",96.2
"6844","BHI-013","score","SP",76.9
"6845","BHI-014","score","SP",62
"6846","BHI-015","score","SP",45.4
"6847","BHI-016","score","SP",94.5
"6848","BHI-017","score","SP",93.5
"6849","BHI-018","score","SP",89.1
"6850","BHI-019","score","SP",35.3
"6851","BHI-020","score","SP",80.5
"6852","BHI-021","score","SP",87.4
"6853","BHI-022","score","SP",39.7
"6854","BHI-023","score","SP",56.5
"6855","BHI-024","score","SP",84.1
"6856","BHI-025","score","SP",94.4
"6857","BHI-026","score","SP",56
"6858","BHI-027","score","SP",92
"6859","BHI-028","score","SP",93.5
"6860","BHI-029","score","SP",66.8
"6861","BHI-030","score","SP",67.7
"6862","BHI-031","score","SP",52.5
"6863","BHI-032","score","SP",80.8
"6864","BHI-033","score","SP",74.8
"6865","BHI-034","score","SP",70.3
"6866","BHI-035","score","SP",77.5
"6867","BHI-036","score","SP",72.2
"6868","BHI-037","score","SP",71.6
"6869","BHI-038","score","SP",62.1
"6870","BHI-039","score","SP",78.7
"6871","BHI-040","score","SP",93.2
"6872","BHI-041","score","SP",59.5
"6873","BHI-042","score","SP",62.3
"6874","BHI-043","score","SP",100
"6875","BHI-301","score","SP",68.1
"6876","BHI-302","score","SP",78.1
"6877","BHI-303","score","SP",86.7
"6878","BHI-304","score","SP",90.9
"6879","BHI-305","score","SP",56.7
"6880","BHI-306","score","SP",56.5
"6881","BHI-307","score","SP",86.2
"6882","BHI-308","score","SP",74.9
"6883","BHI-309","score","SP",70.9
"6884","BHI-501","score","SP",76.4
"6885","BHI-502","score","SP",87.9
"6886","BHI-503","score","SP",82.6
"6887","BHI-504","score","SP",90.2
"6888","BHI-505","score","SP",96.7
"6889","BHI-506","score","SP",88.3
"6890","BHI-507","score","SP",74.1
"6891","BHI-508","score","SP",69.3
"6892","BHI-509","score","SP",76.4
"6893","BHI-510","score","SP",56
"6894","BHI-511","score","SP",92.8
"6895","BHI-512","score","SP",62.8
"6896","BHI-513","score","SP",75.5
"6897","BHI-514","score","SP",73.8
"6898","BHI-515","score","SP",67.1
"6899","BHI-516","score","SP",87.5
"6900","BHI-517","score","SP",60.8
"6901","BHI-000","status","SP",68.3
"6902","BHI-001","status","SP",68.3
"6903","BHI-002","status","SP",70.2
"6904","BHI-003","status","SP",81.5
"6905","BHI-005","status","SP",63.3
"6906","BHI-006","status","SP",94
"6907","BHI-007","status","SP",76.5
"6908","BHI-008","status","SP",89.2
"6909","BHI-009","status","SP",94.3
"6910","BHI-010","status","SP",93.2
"6911","BHI-011","status","SP",93.5
"6912","BHI-012","status","SP",93.4
"6913","BHI-013","status","SP",70.8
"6914","BHI-014","status","SP",56.6
"6915","BHI-015","status","SP",42.1
"6916","BHI-016","status","SP",90.9
"6917","BHI-017","status","SP",89.7
"6918","BHI-018","status","SP",87
"6919","BHI-019","status","SP",39
"6920","BHI-020","status","SP",72.6
"6921","BHI-021","status","SP",80.1
"6922","BHI-022","status","SP",41.4
"6923","BHI-023","status","SP",51.3
"6924","BHI-024","status","SP",75.9
"6925","BHI-025","status","SP",91
"6926","BHI-026","status","SP",50.4
"6927","BHI-027","status","SP",90
"6928","BHI-028","status","SP",90
"6929","BHI-029","status","SP",60.2
"6930","BHI-030","status","SP",61.1
"6931","BHI-031","status","SP",49.7
"6932","BHI-032","status","SP",74.2
"6933","BHI-033","status","SP",77.8
"6934","BHI-034","status","SP",67.3
"6935","BHI-035","status","SP",70.1
"6936","BHI-036","status","SP",65.4
"6937","BHI-037","status","SP",65
"6938","BHI-038","status","SP",56.5
"6939","BHI-039","status","SP",73.1
"6940","BHI-040","status","SP",91
"6941","BHI-041","status","SP",55.3
"6942","BHI-042","status","SP",57.7
"6943","BHI-043","status","SP",100
"6944","BHI-301","status","SP",62.1
"6945","BHI-302","status","SP",72.7
"6946","BHI-303","status","SP",81.9
"6947","BHI-304","status","SP",86.1
"6948","BHI-305","status","SP",59.2
"6949","BHI-306","status","SP",51.3
"6950","BHI-307","status","SP",79.7
"6951","BHI-308","status","SP",71.7
"6952","BHI-309","status","SP",65.9
"6953","BHI-501","status","SP",69.7
"6954","BHI-502","status","SP",81.5
"6955","BHI-503","status","SP",78.4
"6956","BHI-504","status","SP",84.5
"6957","BHI-505","status","SP",93.5
"6958","BHI-506","status","SP",84.4
"6959","BHI-507","status","SP",69.8
"6960","BHI-508","status","SP",69.3
"6961","BHI-509","status","SP",70.3
"6962","BHI-510","status","SP",50.4
"6963","BHI-511","status","SP",90
"6964","BHI-512","status","SP",57.3
"6965","BHI-513","status","SP",73.7
"6966","BHI-514","status","SP",66.8
"6967","BHI-515","status","SP",61
"6968","BHI-516","status","SP",84
"6969","BHI-517","status","SP",56.4
"6970","BHI-000","trend","SP",NA
"6971","BHI-001","trend","SP",NA
"6972","BHI-002","trend","SP",NA
"6973","BHI-003","trend","SP",NA
"6974","BHI-005","trend","SP",NA
"6975","BHI-006","trend","SP",NA
"6976","BHI-007","trend","SP",NA
"6977","BHI-008","trend","SP",NA
"6978","BHI-009","trend","SP",NA
"6979","BHI-010","trend","SP",NA
"6980","BHI-011","trend","SP",NA
"6981","BHI-012","trend","SP",NA
"6982","BHI-013","trend","SP",NA
"6983","BHI-014","trend","SP",NA
"6984","BHI-015","trend","SP",NA
"6985","BHI-016","trend","SP",NA
"6986","BHI-017","trend","SP",NA
"6987","BHI-018","trend","SP",NA
"6988","BHI-019","trend","SP",NA
"6989","BHI-020","trend","SP",NA
"6990","BHI-021","trend","SP",NA
"6991","BHI-022","trend","SP",NA
"6992","BHI-023","trend","SP",NA
"6993","BHI-024","trend","SP",NA
"6994","BHI-025","trend","SP",NA
"6995","BHI-026","trend","SP",NA
"6996","BHI-027","trend","SP",NA
"6997","BHI-028","trend","SP",NA
"6998","BHI-029","trend","SP",NA
"6999","BHI-030","trend","SP",NA
"7000","BHI-031","trend","SP",NA
"7001","BHI-032","trend","SP",NA
"7002","BHI-033","trend","SP",NA
"7003","BHI-034","trend","SP",NA
"7004","BHI-035","trend","SP",NA
"7005","BHI-036","trend","SP",NA
"7006","BHI-037","trend","SP",NA
"7007","BHI-038","trend","SP",NA
"7008","BHI-039","trend","SP",NA
"7009","BHI-040","trend","SP",NA
"7010","BHI-041","trend","SP",NA
"7011","BHI-042","trend","SP",NA
"7012","BHI-043","trend","SP",NA
"7013","BHI-301","trend","SP",NA
"7014","BHI-302","trend","SP",NA
"7015","BHI-303","trend","SP",NA
"7016","BHI-304","trend","SP",NA
"7017","BHI-305","trend","SP",NA
"7018","BHI-306","trend","SP",NA
"7019","BHI-307","trend","SP",NA
"7020","BHI-308","trend","SP",NA
"7021","BHI-309","trend","SP",NA
"7022","BHI-501","trend","SP",NA
"7023","BHI-502","trend","SP",NA
"7024","BHI-503","trend","SP",NA
"7025","BHI-504","trend","SP",NA
"7026","BHI-505","trend","SP",NA
"7027","BHI-506","trend","SP",NA
"7028","BHI-507","trend","SP",NA
"7029","BHI-508","trend","SP",NA
"7030","BHI-509","trend","SP",NA
"7031","BHI-510","trend","SP",NA
"7032","BHI-511","trend","SP",NA
"7033","BHI-512","trend","SP",NA
"7034","BHI-513","trend","SP",NA
"7035","BHI-514","trend","SP",NA
"7036","BHI-515","trend","SP",NA
"7037","BHI-516","trend","SP",NA
"7038","BHI-517","trend","SP",NA
"7039","BHI-000","future","TR",78.8
"7040","BHI-001","future","TR",100
"7041","BHI-002","future","TR",59.3
"7042","BHI-003","future","TR",58.4
"7043","BHI-005","future","TR",100
"7044","BHI-006","future","TR",60.8
"7045","BHI-007","future","TR",59.6
"7046","BHI-008","future","TR",41.3
"7047","BHI-009","future","TR",58.2
"7048","BHI-010","future","TR",40.3
"7049","BHI-011","future","TR",100
"7050","BHI-012","future","TR",57.3
"7051","BHI-013","future","TR",39.7
"7052","BHI-014","future","TR",100
"7053","BHI-015","future","TR",58.9
"7054","BHI-016","future","TR",40.8
"7055","BHI-017","future","TR",31.1
"7056","BHI-018","future","TR",29.7
"7057","BHI-019","future","TR",NA
"7058","BHI-020","future","TR",100
"7059","BHI-021","future","TR",32.2
"7060","BHI-022","future","TR",NA
"7061","BHI-023","future","TR",22
"7062","BHI-024","future","TR",59
"7063","BHI-025","future","TR",67.5
"7064","BHI-026","future","TR",100
"7065","BHI-027","future","TR",56.4
"7066","BHI-028","future","TR",64.4
"7067","BHI-029","future","TR",100
"7068","BHI-030","future","TR",100
"7069","BHI-031","future","TR",68.3
"7070","BHI-032","future","TR",97.1
"7071","BHI-033","future","TR",NA
"7072","BHI-034","future","TR",66
"7073","BHI-035","future","TR",100
"7074","BHI-036","future","TR",94.6
"7075","BHI-037","future","TR",100
"7076","BHI-038","future","TR",95.1
"7077","BHI-039","future","TR",100
"7078","BHI-040","future","TR",93.5
"7079","BHI-041","future","TR",100
"7080","BHI-042","future","TR",93.3
"7081","BHI-043","future","TR",72.6
"7082","BHI-301","future","TR",100
"7083","BHI-302","future","TR",58.7
"7084","BHI-303","future","TR",40.2
"7085","BHI-304","future","TR",31.3
"7086","BHI-305","future","TR",NA
"7087","BHI-306","future","TR",22
"7088","BHI-307","future","TR",58.3
"7089","BHI-308","future","TR",66.5
"7090","BHI-309","future","TR",93.6
"7091","BHI-501","future","TR",71
"7092","BHI-502","future","TR",58.4
"7093","BHI-503","future","TR",80.7
"7094","BHI-504","future","TR",48
"7095","BHI-505","future","TR",44.8
"7096","BHI-506","future","TR",60.7
"7097","BHI-507","future","TR",61.1
"7098","BHI-508","future","TR",29.7
"7099","BHI-509","future","TR",65.5
"7100","BHI-510","future","TR",100
"7101","BHI-511","future","TR",60.9
"7102","BHI-512","future","TR",90.6
"7103","BHI-513","future","TR",82.6
"7104","BHI-514","future","TR",96.3
"7105","BHI-515","future","TR",97.7
"7106","BHI-516","future","TR",96.1
"7107","BHI-517","future","TR",96.9
"7108","BHI-000","pressures","TR",23.3
"7109","BHI-001","pressures","TR",24
"7110","BHI-002","pressures","TR",24
"7111","BHI-003","pressures","TR",29.3
"7112","BHI-005","pressures","TR",14.7
"7113","BHI-006","pressures","TR",14.7
"7114","BHI-007","pressures","TR",22
"7115","BHI-008","pressures","TR",22
"7116","BHI-009","pressures","TR",30.7
"7117","BHI-010","pressures","TR",30.7
"7118","BHI-011","pressures","TR",36
"7119","BHI-012","pressures","TR",36
"7120","BHI-013","pressures","TR",36
"7121","BHI-014","pressures","TR",26.7
"7122","BHI-015","pressures","TR",26.7
"7123","BHI-016","pressures","TR",26.7
"7124","BHI-017","pressures","TR",26.7
"7125","BHI-018","pressures","TR",42
"7126","BHI-019","pressures","TR",42
"7127","BHI-020","pressures","TR",14
"7128","BHI-021","pressures","TR",14
"7129","BHI-022","pressures","TR",14
"7130","BHI-023","pressures","TR",14
"7131","BHI-024","pressures","TR",14
"7132","BHI-025","pressures","TR",14
"7133","BHI-026","pressures","TR",8.7
