"","region_id","dimension","goal","score"
"1407","BHI-027","resilience","CS",79.8
"1408","BHI-028","resilience","CS",78.5
"1409","BHI-029","resilience","CS",80.7
"1410","BHI-030","resilience","CS",82
"1411","BHI-031","resilience","CS",78.5
"1412","BHI-032","resilience","CS",82
"1413","BHI-033","resilience","CS",NA
"1414","BHI-034","resilience","CS",78.5
"1415","BHI-035","resilience","CS",80.7
"1416","BHI-036","resilience","CS",82
"1417","BHI-037","resilience","CS",80.7
"1418","BHI-038","resilience","CS",82
"1419","BHI-039","resilience","CS",80.7
"1420","BHI-040","resilience","CS",82
"1421","BHI-041","resilience","CS",80.7
"1422","BHI-042","resilience","CS",82
"1423","BHI-043","resilience","CS",NA
"1424","BHI-301","resilience","CS",80.7
"1425","BHI-302","resilience","CS",78
"1426","BHI-303","resilience","CS",81.1
"1427","BHI-304","resilience","CS",76.9
"1428","BHI-305","resilience","CS",NA
"1429","BHI-306","resilience","CS",81.6
"1430","BHI-307","resilience","CS",79.8
"1431","BHI-308","resilience","CS",78.5
"1432","BHI-309","resilience","CS",82
"1433","BHI-501","resilience","CS",78.8
"1434","BHI-502","resilience","CS",78
"1435","BHI-503","resilience","CS",79.4
"1436","BHI-504","resilience","CS",80
"1437","BHI-505","resilience","CS",80.3
"1438","BHI-506","resilience","CS",79.9
"1439","BHI-507","resilience","CS",78.7
"1440","BHI-508","resilience","CS",76.9
"1441","BHI-509","resilience","CS",79.7
"1442","BHI-510","resilience","CS",80.7
"1443","BHI-511","resilience","CS",79.1
"1444","BHI-512","resilience","CS",80.4
"1445","BHI-513","resilience","CS",80.4
"1446","BHI-514","resilience","CS",81.6
"1447","BHI-515","resilience","CS",81.3
"1448","BHI-516","resilience","CS",81.5
"1449","BHI-517","resilience","CS",81.3
"1450","BHI-000","score","CS",83.9
"1451","BHI-001","score","CS",100
"1452","BHI-002","score","CS",68.9
"1453","BHI-003","score","CS",57
"1454","BHI-005","score","CS",NA
"1455","BHI-006","score","CS",100
"1456","BHI-007","score","CS",54.6
"1457","BHI-008","score","CS",99.9
"1458","BHI-009","score","CS",54.9
"1459","BHI-010","score","CS",98.6
"1460","BHI-011","score","CS",100
"1461","BHI-012","score","CS",13.9
"1462","BHI-013","score","CS",34.1
"1463","BHI-014","score","CS",44.9
"1464","BHI-015","score","CS",NA
"1465","BHI-016","score","CS",0.7
"1466","BHI-017","score","CS",100
"1467","BHI-018","score","CS",59.2
"1468","BHI-019","score","CS",89.7
"1469","BHI-020","score","CS",100
"1470","BHI-021","score","CS",100
"1471","BHI-022","score","CS",95.1
"1472","BHI-023","score","CS",100
"1473","BHI-024","score","CS",NA
"1474","BHI-025","score","CS",71.4
"1475","BHI-026","score","CS",99
"1476","BHI-027","score","CS",100
"1477","BHI-028","score","CS",99.9
"1478","BHI-029","score","CS",100
"1479","BHI-030","score","CS",100
"1480","BHI-031","score","CS",94.8
"1481","BHI-032","score","CS",84.6
"1482","BHI-033","score","CS",92.6
"1483","BHI-034","score","CS",59.8
"1484","BHI-035","score","CS",80.5
"1485","BHI-036","score","CS",100
"1486","BHI-037","score","CS",99.6
"1487","BHI-038","score","CS",99.8
"1488","BHI-039","score","CS",100
"1489","BHI-040","score","CS",0.5
"1490","BHI-041","score","CS",18.2
"1491","BHI-042","score","CS",99.6
"1492","BHI-043","score","CS",91.1
"1493","BHI-301","score","CS",84.3
"1494","BHI-302","score","CS",55.5
"1495","BHI-303","score","CS",52.2
"1496","BHI-304","score","CS",95.4
"1497","BHI-305","score","CS",93.4
"1498","BHI-306","score","CS",100
"1499","BHI-307","score","CS",100
"1500","BHI-308","score","CS",84.7
"1501","BHI-309","score","CS",91.2
"1502","BHI-501","score","CS",77.9
"1503","BHI-502","score","CS",57
"1504","BHI-503","score","CS",100
"1505","BHI-504","score","CS",83.3
"1506","BHI-505","score","CS",87.5
"1507","BHI-506","score","CS",43
"1508","BHI-507","score","CS",69
"1509","BHI-508","score","CS",70.4
"1510","BHI-509","score","CS",96.3
"1511","BHI-510","score","CS",99
"1512","BHI-511","score","CS",99.9
"1513","BHI-512","score","CS",98.5
"1514","BHI-513","score","CS",80.7
"1515","BHI-514","score","CS",93.9
"1516","BHI-515","score","CS",99.7
"1517","BHI-516","score","CS",39.7
"1518","BHI-517","score","CS",56.1
"1519","BHI-000","status","CS",83.2
"1520","BHI-001","status","CS",100
"1521","BHI-002","status","CS",63.7
"1522","BHI-003","status","CS",52.2
"1523","BHI-005","status","CS",NA
"1524","BHI-006","status","CS",100
"1525","BHI-007","status","CS",49.3
"1526","BHI-008","status","CS",99.8
"1527","BHI-009","status","CS",50
"1528","BHI-010","status","CS",97.1
"1529","BHI-011","status","CS",100
"1530","BHI-012","status","CS",12.9
"1531","BHI-013","status","CS",31.6
"1532","BHI-014","status","CS",41.7
"1533","BHI-015","status","CS",NA
"1534","BHI-016","status","CS",0.6
"1535","BHI-017","status","CS",100
"1536","BHI-018","status","CS",57.8
"1537","BHI-019","status","CS",100
"1538","BHI-020","status","CS",100
"1539","BHI-021","status","CS",100
"1540","BHI-022","status","CS",100
"1541","BHI-023","status","CS",100
"1542","BHI-024","status","CS",NA
"1543","BHI-025","status","CS",66
"1544","BHI-026","status","CS",97.9
"1545","BHI-027","status","CS",100
"1546","BHI-028","status","CS",99.7
"1547","BHI-029","status","CS",100
"1548","BHI-030","status","CS",100
"1549","BHI-031","status","CS",89.6
"1550","BHI-032","status","CS",79.8
"1551","BHI-033","status","CS",100
"1552","BHI-034","status","CS",56.7
"1553","BHI-035","status","CS",73.8
"1554","BHI-036","status","CS",100
"1555","BHI-037","status","CS",99.1
"1556","BHI-038","status","CS",99.7
"1557","BHI-039","status","CS",100
"1558","BHI-040","status","CS",0.4
"1559","BHI-041","status","CS",17.6
"1560","BHI-042","status","CS",99.3
"1561","BHI-043","status","CS",99.6
"1562","BHI-301","status","CS",83.5
"1563","BHI-302","status","CS",51.3
"1564","BHI-303","status","CS",50.7
"1565","BHI-304","status","CS",95.2
"1566","BHI-305","status","CS",100
"1567","BHI-306","status","CS",100
"1568","BHI-307","status","CS",100
"1569","BHI-308","status","CS",81.5
"1570","BHI-309","status","CS",91.2
"1571","BHI-501","status","CS",74.1
"1572","BHI-502","status","CS",52.2
"1573","BHI-503","status","CS",100
"1574","BHI-504","status","CS",81.3
"1575","BHI-505","status","CS",85.2
"1576","BHI-506","status","CS",41.6
"1577","BHI-507","status","CS",67.6
"1578","BHI-508","status","CS",73.3
"1579","BHI-509","status","CS",96.6
"1580","BHI-510","status","CS",97.9
"1581","BHI-511","status","CS",99.9
"1582","BHI-512","status","CS",96.9
"1583","BHI-513","status","CS",81.2
"1584","BHI-514","status","CS",91.8
"1585","BHI-515","status","CS",99.4
"1586","BHI-516","status","CS",39.7
"1587","BHI-517","status","CS",55.6
"1588","BHI-000","trend","CS",NA
"1589","BHI-001","trend","CS",NA
"1590","BHI-002","trend","CS",NA
"1591","BHI-003","trend","CS",NA
"1592","BHI-005","trend","CS",NA
"1593","BHI-006","trend","CS",NA
"1594","BHI-007","trend","CS",NA
"1595","BHI-008","trend","CS",NA
"1596","BHI-009","trend","CS",NA
"1597","BHI-010","trend","CS",NA
"1598","BHI-011","trend","CS",NA
"1599","BHI-012","trend","CS",NA
"1600","BHI-013","trend","CS",NA
"1601","BHI-014","trend","CS",NA
"1602","BHI-015","trend","CS",NA
"1603","BHI-016","trend","CS",NA
"1604","BHI-017","trend","CS",NA
"1605","BHI-018","trend","CS",NA
"1606","BHI-019","trend","CS",NA
"1607","BHI-020","trend","CS",NA
"1608","BHI-021","trend","CS",NA
"1609","BHI-022","trend","CS",NA
"1610","BHI-023","trend","CS",NA
"1611","BHI-024","trend","CS",NA
"1612","BHI-025","trend","CS",NA
"1613","BHI-026","trend","CS",NA
"1614","BHI-027","trend","CS",NA
"1615","BHI-028","trend","CS",NA
"1616","BHI-029","trend","CS",NA
"1617","BHI-030","trend","CS",NA
"1618","BHI-031","trend","CS",NA
"1619","BHI-032","trend","CS",NA
"1620","BHI-033","trend","CS",NA
"1621","BHI-034","trend","CS",NA
"1622","BHI-035","trend","CS",NA
"1623","BHI-036","trend","CS",NA
"1624","BHI-037","trend","CS",NA
"1625","BHI-038","trend","CS",NA
"1626","BHI-039","trend","CS",NA
"1627","BHI-040","trend","CS",NA
"1628","BHI-041","trend","CS",NA
"1629","BHI-042","trend","CS",NA
"1630","BHI-043","trend","CS",NA
"1631","BHI-301","trend","CS",NA
"1632","BHI-302","trend","CS",NA
"1633","BHI-303","trend","CS",NA
"1634","BHI-304","trend","CS",NA
"1635","BHI-305","trend","CS",NA
"1636","BHI-306","trend","CS",NA
"1637","BHI-307","trend","CS",NA
"1638","BHI-308","trend","CS",NA
"1639","BHI-309","trend","CS",NA
"1640","BHI-501","trend","CS",NA
"1641","BHI-502","trend","CS",NA
"1642","BHI-503","trend","CS",NA
"1643","BHI-504","trend","CS",NA
"1644","BHI-505","trend","CS",NA
"1645","BHI-506","trend","CS",NA
"1646","BHI-507","trend","CS",NA
"1647","BHI-508","trend","CS",NA
"1648","BHI-509","trend","CS",NA
"1649","BHI-510","trend","CS",NA
"1650","BHI-511","trend","CS",NA
"1651","BHI-512","trend","CS",NA
"1652","BHI-513","trend","CS",NA
"1653","BHI-514","trend","CS",NA
"1654","BHI-515","trend","CS",NA
"1655","BHI-516","trend","CS",NA
"1656","BHI-517","trend","CS",NA
"1657","BHI-000","future","CW",40.2
"1658","BHI-001","future","CW",52
"1659","BHI-002","future","CW",52
"1660","BHI-003","future","CW",28
"1661","BHI-005","future","CW",13
"1662","BHI-006","future","CW",15
"1663","BHI-007","future","CW",20
"1664","BHI-008","future","CW",21
"1665","BHI-009","future","CW",27
"1666","BHI-010","future","CW",54
"1667","BHI-011","future","CW",37
"1668","BHI-012","future","CW",47
"1669","BHI-013","future","CW",48
"1670","BHI-014","future","CW",35
"1671","BHI-015","future","CW",29
"1672","BHI-016","future","CW",45
"1673","BHI-017","future","CW",32
"1674","BHI-018","future","CW",11
"1675","BHI-019","future","CW",6
"1676","BHI-020","future","CW",25
"1677","BHI-021","future","CW",23
"1678","BHI-022","future","CW",13
"1679","BHI-023","future","CW",30
"1680","BHI-024","future","CW",17
"1681","BHI-025","future","CW",16
"1682","BHI-026","future","CW",47
"1683","BHI-027","future","CW",11
"1684","BHI-028","future","CW",20
"1685","BHI-029","future","CW",49
"1686","BHI-030","future","CW",51
"1687","BHI-031","future","CW",47
"1688","BHI-032","future","CW",47
"1689","BHI-033","future","CW",19
"1690","BHI-034","future","CW",44
"1691","BHI-035","future","CW",43
"1692","BHI-036","future","CW",52
"1693","BHI-037","future","CW",52
"1694","BHI-038","future","CW",65
"1695","BHI-039","future","CW",61
"1696","BHI-040","future","CW",64
"1697","BHI-041","future","CW",52
"1698","BHI-042","future","CW",58
"1699","BHI-043","future","CW",46
"1700","BHI-301","future","CW",44.4
"1701","BHI-302","future","CW",39.7
"1702","BHI-303","future","CW",45.1
"1703","BHI-304","future","CW",26.5
"1704","BHI-305","future","CW",15.3
"1705","BHI-306","future","CW",30
"1706","BHI-307","future","CW",15.4
"1707","BHI-308","future","CW",33.8
"1708","BHI-309","future","CW",57.2
"1709","BHI-501","future","CW",52
"1710","BHI-502","future","CW",28
"1711","BHI-503","future","CW",14
"1712","BHI-504","future","CW",20.6
"1713","BHI-505","future","CW",47.2
"1714","BHI-506","future","CW",45
"1715","BHI-507","future","CW",33.4
"1716","BHI-508","future","CW",9.2
"1717","BHI-509","future","CW",20.7
"1718","BHI-510","future","CW",47
"1719","BHI-511","future","CW",16.1
"1720","BHI-512","future","CW",48.9
"1721","BHI-513","future","CW",35.2
"1722","BHI-514","future","CW",49.2
"1723","BHI-515","future","CW",58.1
"1724","BHI-516","future","CW",62.8
"1725","BHI-517","future","CW",54.8
"1726","BHI-000","pressures","CW",20.1
"1727","BHI-001","pressures","CW",6
"1728","BHI-002","pressures","CW",1.3
"1729","BHI-003","pressures","CW",13
"1730","BHI-005","pressures","CW",4.3
"1731","BHI-006","pressures","CW",15
"1732","BHI-007","pressures","CW",6
"1733","BHI-008","pressures","CW",3
"1734","BHI-009","pressures","CW",8
"1735","BHI-010","pressures","CW",1.7
"1736","BHI-011","pressures","CW",55.3
"1737","BHI-012","pressures","CW",43.3
"1738","BHI-013","pressures","CW",31.7
"1739","BHI-014","pressures","CW",24.7
"1740","BHI-015","pressures","CW",26
"1741","BHI-016","pressures","CW",23.3
"1742","BHI-017","pressures","CW",26.3
"1743","BHI-018","pressures","CW",23.7
"1744","BHI-019","pressures","CW",44
"1745","BHI-020","pressures","CW",23
"1746","BHI-021","pressures","CW",28
"1747","BHI-022","pressures","CW",44
"1748","BHI-023","pressures","CW",44
"1749","BHI-024","pressures","CW",23
"1750","BHI-025","pressures","CW",26
"1751","BHI-026","pressures","CW",22.7
"1752","BHI-027","pressures","CW",21
"1753","BHI-028","pressures","CW",10.5
"1754","BHI-029","pressures","CW",22.3
"1755","BHI-030","pressures","CW",24.3
"1756","BHI-031","pressures","CW",45
"1757","BHI-032","pressures","CW",16.3
"1758","BHI-033","pressures","CW",28
"1759","BHI-034","pressures","CW",31.7
"1760","BHI-035","pressures","CW",1.3
"1761","BHI-036","pressures","CW",2.7
"1762","BHI-037","pressures","CW",0.3
"1763","BHI-038","pressures","CW",0.3
"1764","BHI-039","pressures","CW",27.3
"1765","BHI-040","pressures","CW",23
"1766","BHI-041","pressures","CW",24
"1767","BHI-042","pressures","CW",24.7
"1768","BHI-043","pressures","CW",NA
"1769","BHI-301","pressures","CW",18.1
"1770","BHI-302","pressures","CW",14.8
"1771","BHI-303","pressures","CW",19.5
"1772","BHI-304","pressures","CW",26.6
"1773","BHI-305","pressures","CW",36.1
"1774","BHI-306","pressures","CW",44
"1775","BHI-307","pressures","CW",22.5
"1776","BHI-308","pressures","CW",29
"1777","BHI-309","pressures","CW",12.3
"1778","BHI-501","pressures","CW",2.7
"1779","BHI-502","pressures","CW",13
"1780","BHI-503","pressures","CW",9.6
"1781","BHI-504","pressures","CW",4.1
"1782","BHI-505","pressures","CW",3.3
"1783","BHI-506","pressures","CW",41.6
"1784","BHI-507","pressures","CW",25.5
"1785","BHI-508","pressures","CW",31.1
"1786","BHI-509","pressures","CW",28.3
"1787","BHI-510","pressures","CW",22.7
"1788","BHI-511","pressures","CW",15
"1789","BHI-512","pressures","CW",29.6
"1790","BHI-513","pressures","CW",25.2
"1791","BHI-514","pressures","CW",2.3
"1792","BHI-515","pressures","CW",0.3
"1793","BHI-516","pressures","CW",24.7
"1794","BHI-517","pressures","CW",24.3
"1795","BHI-000","resilience","CW",80.1
"1796","BHI-001","resilience","CW",80.7
"1797","BHI-002","resilience","CW",78
"1798","BHI-003","resilience","CW",78
"1799","BHI-005","resilience","CW",80.7
"1800","BHI-006","resilience","CW",78
"1801","BHI-007","resilience","CW",78
"1802","BHI-008","resilience","CW",81.1
"1803","BHI-009","resilience","CW",78
"1804","BHI-010","resilience","CW",81.1
"1805","BHI-011","resilience","CW",80.7
"1806","BHI-012","resilience","CW",78
"1807","BHI-013","resilience","CW",81.1
"1808","BHI-014","resilience","CW",80.7
"1809","BHI-015","resilience","CW",78
"1810","BHI-016","resilience","CW",81.1
"1811","BHI-017","resilience","CW",76.9
"1812","BHI-018","resilience","CW",76.9
"1813","BHI-019","resilience","CW",NA
"1814","BHI-020","resilience","CW",80.7
"1815","BHI-021","resilience","CW",76.9
"1816","BHI-022","resilience","CW",NA
"1817","BHI-023","resilience","CW",81.6
"1818","BHI-024","resilience","CW",79.8
"1819","BHI-025","resilience","CW",78.5
"1820","BHI-026","resilience","CW",80.7
"1821","BHI-027","resilience","CW",79.8
"1822","BHI-028","resilience","CW",78.5
"1823","BHI-029","resilience","CW",80.7
"1824","BHI-030","resilience","CW",82
"1825","BHI-031","resilience","CW",78.5
"1826","BHI-032","resilience","CW",82
"1827","BHI-033","resilience","CW",NA
"1828","BHI-034","resilience","CW",78.5
"1829","BHI-035","resilience","CW",80.7
"1830","BHI-036","resilience","CW",82
"1831","BHI-037","resilience","CW",80.7
"1832","BHI-038","resilience","CW",82
"1833","BHI-039","resilience","CW",80.7
"1834","BHI-040","resilience","CW",82
"1835","BHI-041","resilience","CW",80.7
"1836","BHI-042","resilience","CW",82
"1837","BHI-043","resilience","CW",NA
"1838","BHI-301","resilience","CW",80.7
"1839","BHI-302","resilience","CW",78
"1840","BHI-303","resilience","CW",81.1
"1841","BHI-304","resilience","CW",76.9
"1842","BHI-305","resilience","CW",NA
"1843","BHI-306","resilience","CW",81.6
"1844","BHI-307","resilience","CW",79.8
"1845","BHI-308","resilience","CW",78.5
"1846","BHI-309","resilience","CW",82
"1847","BHI-501","resilience","CW",78.8
"1848","BHI-502","resilience","CW",78
"1849","BHI-503","resilience","CW",79.4
"1850","BHI-504","resilience","CW",80
"1851","BHI-505","resilience","CW",80.3
"1852","BHI-506","resilience","CW",79.9
"1853","BHI-507","resilience","CW",78.7
"1854","BHI-508","resilience","CW",76.9
"1855","BHI-509","resilience","CW",79.7
"1856","BHI-510","resilience","CW",80.7
"1857","BHI-511","resilience","CW",79.1
"1858","BHI-512","resilience","CW",80.4
"1859","BHI-513","resilience","CW",80.4
"1860","BHI-514","resilience","CW",81.6
"1861","BHI-515","resilience","CW",81.3
"1862","BHI-516","resilience","CW",81.5
"1863","BHI-517","resilience","CW",81.3
"1864","BHI-000","score","CW",36.9
"1865","BHI-001","score","CW",47
"1866","BHI-002","score","CW",47
"1867","BHI-003","score","CW",31
"1868","BHI-005","score","CW",11
"1869","BHI-006","score","CW",13
"1870","BHI-007","score","CW",22
"1871","BHI-008","score","CW",23
"1872","BHI-009","score","CW",23
"1873","BHI-010","score","CW",46
"1874","BHI-011","score","CW",34
"1875","BHI-012","score","CW",43
"1876","BHI-013","score","CW",43
"1877","BHI-014","score","CW",32
"1878","BHI-015","score","CW",27
"1879","BHI-016","score","CW",41
"1880","BHI-017","score","CW",30
"1881","BHI-018","score","CW",9
"1882","BHI-019","score","CW",6
"1883","BHI-020","score","CW",24
"1884","BHI-021","score","CW",22
"1885","BHI-022","score","CW",14
"1886","BHI-023","score","CW",27
"1887","BHI-024","score","CW",15
"1888","BHI-025","score","CW",15
"1889","BHI-026","score","CW",43
"1890","BHI-027","score","CW",10
"1891","BHI-028","score","CW",18
"1892","BHI-029","score","CW",45
"1893","BHI-030","score","CW",47
"1894","BHI-031","score","CW",44
"1895","BHI-032","score","CW",42
"1896","BHI-033","score","CW",19
"1897","BHI-034","score","CW",39
"1898","BHI-035","score","CW",39
"1899","BHI-036","score","CW",47
"1900","BHI-037","score","CW",47
"1901","BHI-038","score","CW",57
"1902","BHI-039","score","CW",59
"1903","BHI-040","score","CW",61
"1904","BHI-041","score","CW",47
"1905","BHI-042","score","CW",52
"1906","BHI-043","score","CW",45
"1907","BHI-301","score","CW",40.7
"1908","BHI-302","score","CW",37.5
"1909","BHI-303","score","CW",40.5
"1910","BHI-304","score","CW",24.9
"1911","BHI-305","score","CW",15.7
"1912","BHI-306","score","CW",27
"1913","BHI-307","score","CW",13.6
"1914","BHI-308","score","CW",30.9
"1915","BHI-309","score","CW",51.5
"1916","BHI-501","score","CW",47
"1917","BHI-502","score","CW",31
"1918","BHI-503","score","CW",12
"1919","BHI-504","score","CW",22.6
"1920","BHI-505","score","CW",40.2
"1921","BHI-506","score","CW",40.8
"1922","BHI-507","score","CW",30.9
"1923","BHI-508","score","CW",7.9
"1924","BHI-509","score","CW",19.5
"1925","BHI-510","score","CW",43
"1926","BHI-511","score","CW",14.6
"1927","BHI-512","score","CW",45.2
"1928","BHI-513","score","CW",32.1
"1929","BHI-514","score","CW",44.5
"1930","BHI-515","score","CW",51.7
"1931","BHI-516","score","CW",60.2
"1932","BHI-517","score","CW",49.3
"1933","BHI-000","status","CW",33.3
"1934","BHI-001","status","CW",41
"1935","BHI-002","status","CW",41
"1936","BHI-003","status","CW",32
"1937","BHI-005","status","CW",10
"1938","BHI-006","status","CW",12
"1939","BHI-007","status","CW",22
"1940","BHI-008","status","CW",23
"1941","BHI-009","status","CW",19
"1942","BHI-010","status","CW",37
"1943","BHI-011","status","CW",31
"1944","BHI-012","status","CW",39
"1945","BHI-013","status","CW",39
"1946","BHI-014","status","CW",29
"1947","BHI-015","status","CW",25
"1948","BHI-016","status","CW",38
"1949","BHI-017","status","CW",28
"1950","BHI-018","status","CW",8
"1951","BHI-019","status","CW",5
"1952","BHI-020","status","CW",22
"1953","BHI-021","status","CW",20
"1954","BHI-022","status","CW",14
"1955","BHI-023","status","CW",25
"1956","BHI-024","status","CW",14
"1957","BHI-025","status","CW",14
"1958","BHI-026","status","CW",39
"1959","BHI-027","status","CW",8
"1960","BHI-028","status","CW",15
"1961","BHI-029","status","CW",41
"1962","BHI-030","status","CW",42
"1963","BHI-031","status","CW",41
"1964","BHI-032","status","CW",36
"1965","BHI-033","status","CW",18
"1966","BHI-034","status","CW",35
"1967","BHI-035","status","CW",34
"1968","BHI-036","status","CW",41
"1969","BHI-037","status","CW",41
"1970","BHI-038","status","CW",50
"1971","BHI-039","status","CW",56
"1972","BHI-040","status","CW",58
"1973","BHI-041","status","CW",42
"1974","BHI-042","status","CW",46
"1975","BHI-043","status","CW",45
"1976","BHI-301","status","CW",36.5
"1977","BHI-302","status","CW",34.4
"1978","BHI-303","status","CW",36.1
"1979","BHI-304","status","CW",23
"1980","BHI-305","status","CW",15.2
"1981","BHI-306","status","CW",25
"1982","BHI-307","status","CW",12.4
"1983","BHI-308","status","CW",28
"1984","BHI-309","status","CW",46
"1985","BHI-501","status","CW",41
"1986","BHI-502","status","CW",32
"1987","BHI-503","status","CW",11
"1988","BHI-504","status","CW",22.6
"1989","BHI-505","status","CW",32.5
"1990","BHI-506","status","CW",37.1
"1991","BHI-507","status","CW",28.5
"1992","BHI-508","status","CW",6.9
"1993","BHI-509","status","CW",18.1
"1994","BHI-510","status","CW",39
"1995","BHI-511","status","CW",12
"1996","BHI-512","status","CW",41.2
"1997","BHI-513","status","CW",28.7
"1998","BHI-514","status","CW",38.8
"1999","BHI-515","status","CW",45.3
"2000","BHI-516","status","CW",57.2
"2001","BHI-517","status","CW",43.9
"2002","BHI-000","trend","CW",0.024
"2003","BHI-001","trend","CW",0.143
"2004","BHI-002","trend","CW",0.143
"2005","BHI-003","trend","CW",-0.264
"2006","BHI-005","trend","CW",0.091
"2007","BHI-006","trend","CW",0.091
"2008","BHI-007","trend","CW",-0.211
"2009","BHI-008","trend","CW",-0.211
"2010","BHI-009","trend","CW",0.432
"2011","BHI-010","trend","CW",0.432
"2012","BHI-011","trend","CW",0.06
"2013","BHI-012","trend","CW",0.06
"2014","BHI-013","trend","CW",0.06
"2015","BHI-014","trend","CW",-0.043
"2016","BHI-015","trend","CW",-0.043
"2017","BHI-016","trend","CW",-0.043
"2018","BHI-017","trend","CW",-0.043
"2019","BHI-018","trend","CW",0.502
"2020","BHI-019","trend","CW",0.502
"2021","BHI-020","trend","CW",-0.056
"2022","BHI-021","trend","CW",-0.056
"2023","BHI-022","trend","CW",-0.056
"2024","BHI-023","trend","CW",-0.056
"2025","BHI-024","trend","CW",-0.056
"2026","BHI-025","trend","CW",-0.056
"2027","BHI-026","trend","CW",0.007
"2028","BHI-027","trend","CW",0.277
"2029","BHI-028","trend","CW",0.277
"2030","BHI-029","trend","CW",0.003
"2031","BHI-030","trend","CW",0.003
"2032","BHI-031","trend","CW",0.003
"2033","BHI-032","trend","CW",0.09
"2034","BHI-033","trend","CW",0.09
"2035","BHI-034","trend","CW",0.09
"2036","BHI-035","trend","CW",0.014
"2037","BHI-036","trend","CW",0.014
"2038","BHI-037","trend","CW",0.017
"2039","BHI-038","trend","CW",0.017
"2040","BHI-039","trend","CW",-0.068
"2041","BHI-040","trend","CW",-0.068
"2042","BHI-041","trend","CW",0.04
"2043","BHI-042","trend","CW",0.04
"2044","BHI-043","trend","CW",0.029
"2045","BHI-301","trend","CW",0.004
"2046","BHI-302","trend","CW",0.001
"2047","BHI-303","trend","CW",0.089
"2048","BHI-304","trend","CW",0.014
"2049","BHI-305","trend","CW",0.067
"2050","BHI-306","trend","CW",-0.056
"2051","BHI-307","trend","CW",0.034
"2052","BHI-308","trend","CW",0.094
"2053","BHI-309","trend","CW",0.024
"2054","BHI-501","trend","CW",0.143
"2055","BHI-502","trend","CW",-0.264
"2056","BHI-503","trend","CW",0.091
"2057","BHI-504","trend","CW",-0.211
"2058","BHI-505","trend","CW",0.432
"2059","BHI-506","trend","CW",0.06
"2060","BHI-507","trend","CW",-0.043
"2061","BHI-508","trend","CW",0.501
"2062","BHI-509","trend","CW",-0.056
"2063","BHI-510","trend","CW",0.007
"2064","BHI-511","trend","CW",0.278
"2065","BHI-512","trend","CW",0.003
"2066","BHI-513","trend","CW",0.09
"2067","BHI-514","trend","CW",0.014
"2068","BHI-515","trend","CW",0.017
"2069","BHI-516","trend","CW",-0.068
"2070","BHI-517","trend","CW",0.04
"2071","BHI-000","future","ECO",83.2
"2072","BHI-001","future","ECO",100
"2073","BHI-002","future","ECO",13.1
"2074","BHI-003","future","ECO",13.1
"2075","BHI-005","future","ECO",100
"2076","BHI-006","future","ECO",13.1
"2077","BHI-007","future","ECO",13.1
"2078","BHI-008","future","ECO",46
"2079","BHI-009","future","ECO",13.1
"2080","BHI-010","future","ECO",46
"2081","BHI-011","future","ECO",100
"2082","BHI-012","future","ECO",13.1
"2083","BHI-013","future","ECO",46
"2084","BHI-014","future","ECO",100
"2085","BHI-015","future","ECO",13.1
"2086","BHI-016","future","ECO",46
"2087","BHI-017","future","ECO",62.7
"2088","BHI-018","future","ECO",62.7
"2089","BHI-019","future","ECO",NA
"2090","BHI-020","future","ECO",100
"2091","BHI-021","future","ECO",62.7
"2092","BHI-022","future","ECO",NA
"2093","BHI-023","future","ECO",100
"2094","BHI-024","future","ECO",100
"2095","BHI-025","future","ECO",100
"2096","BHI-026","future","ECO",100
"2097","BHI-027","future","ECO",100
"2098","BHI-028","future","ECO",100
"2099","BHI-029","future","ECO",100
"2100","BHI-030","future","ECO",NA
"2101","BHI-031","future","ECO",100
"2102","BHI-032","future","ECO",92.6
"2103","BHI-033","future","ECO",NA
"2104","BHI-034","future","ECO",100
"2105","BHI-035","future","ECO",100
"2106","BHI-036","future","ECO",92.6
"2107","BHI-037","future","ECO",100
"2108","BHI-038","future","ECO",92.6
"2109","BHI-039","future","ECO",100
"2110","BHI-040","future","ECO",92.6
"2111","BHI-041","future","ECO",100
"2112","BHI-042","future","ECO",92.6
"2113","BHI-043","future","ECO",72
"2114","BHI-301","future","ECO",100
"2115","BHI-302","future","ECO",13.1
"2116","BHI-303","future","ECO",46
"2117","BHI-304","future","ECO",62.7
"2118","BHI-305","future","ECO",NA
"2119","BHI-306","future","ECO",100
"2120","BHI-307","future","ECO",100
"2121","BHI-308","future","ECO",100
"2122","BHI-309","future","ECO",90.6
"2123","BHI-501","future","ECO",38
"2124","BHI-502","future","ECO",13.1
"2125","BHI-503","future","ECO",57.2
"2126","BHI-504","future","ECO",34
"2127","BHI-505","future","ECO",37.7
"2128","BHI-506","future","ECO",47.5
"2129","BHI-507","future","ECO",66.6
"2130","BHI-508","future","ECO",62.7
"2131","BHI-509","future","ECO",93.7
"2132","BHI-510","future","ECO",100
"2133","BHI-511","future","ECO",100
"2134","BHI-512","future","ECO",100
"2135","BHI-513","future","ECO",96
"2136","BHI-514","future","ECO",94.9
"2137","BHI-515","future","ECO",96.5
"2138","BHI-516","future","ECO",95.5
"2139","BHI-517","future","ECO",96.6
"2140","BHI-000","pressures","ECO",NA
"2141","BHI-001","pressures","ECO",NA
"2142","BHI-002","pressures","ECO",NA
"2143","BHI-003","pressures","ECO",NA
