"region_id","dimension","goal","score","year"
"BHI-511","score","ICO",85,2018
"BHI-512","score","ICO",87.8,2018
"BHI-513","score","ICO",82.3,2018
"BHI-514","score","ICO",85.2,2018
"BHI-515","score","ICO",92.5,2018
"BHI-516","score","ICO",86.2,2018
"BHI-517","score","ICO",88.7,2018
"BHI-518","score","ICO",NA,2018
"BHI-000","status","ICO",82.2,2018
"BHI-001","status","ICO",81,2018
"BHI-002","status","ICO",81,2018
"BHI-003","status","ICO",85,2018
"BHI-005","status","ICO",88,2018
"BHI-006","status","ICO",88,2018
"BHI-007","status","ICO",79,2018
"BHI-008","status","ICO",79,2018
"BHI-009","status","ICO",89,2018
"BHI-010","status","ICO",89,2018
"BHI-011","status","ICO",87,2018
"BHI-012","status","ICO",87,2018
"BHI-013","status","ICO",87,2018
"BHI-014","status","ICO",82,2018
"BHI-015","status","ICO",82,2018
"BHI-016","status","ICO",82,2018
"BHI-017","status","ICO",82,2018
"BHI-018","status","ICO",78,2018
"BHI-019","status","ICO",78,2018
"BHI-020","status","ICO",82,2018
"BHI-021","status","ICO",82,2018
"BHI-022","status","ICO",82,2018
"BHI-023","status","ICO",82,2018
"BHI-024","status","ICO",82,2018
"BHI-025","status","ICO",82,2018
"BHI-026","status","ICO",78,2018
"BHI-027","status","ICO",80,2018
"BHI-028","status","ICO",80,2018
"BHI-029","status","ICO",81,2018
"BHI-030","status","ICO",81,2018
"BHI-031","status","ICO",81,2018
"BHI-032","status","ICO",82,2018
"BHI-033","status","ICO",82,2018
"BHI-034","status","ICO",82,2018
"BHI-035","status","ICO",78,2018
"BHI-036","status","ICO",78,2018
"BHI-037","status","ICO",85,2018
"BHI-038","status","ICO",85,2018
"BHI-039","status","ICO",82,2018
"BHI-040","status","ICO",82,2018
"BHI-041","status","ICO",83,2018
"BHI-042","status","ICO",83,2018
"BHI-043","status","ICO",NA,2018
"BHI-301","status","ICO",81.9,2018
"BHI-302","status","ICO",83.2,2018
"BHI-303","status","ICO",85.5,2018
"BHI-304","status","ICO",81.5,2018
"BHI-305","status","ICO",81.6,2018
"BHI-306","status","ICO",82,2018
"BHI-307","status","ICO",81.5,2018
"BHI-308","status","ICO",81.1,2018
"BHI-309","status","ICO",82.9,2018
"BHI-501","status","ICO",81,2018
"BHI-502","status","ICO",85,2018
"BHI-503","status","ICO",88,2018
"BHI-504","status","ICO",79,2018
"BHI-505","status","ICO",89,2018
"BHI-506","status","ICO",87,2018
"BHI-507","status","ICO",82,2018
"BHI-508","status","ICO",78,2018
"BHI-509","status","ICO",82,2018
"BHI-510","status","ICO",78,2018
"BHI-511","status","ICO",80,2018
"BHI-512","status","ICO",81,2018
"BHI-513","status","ICO",82,2018
"BHI-514","status","ICO",78,2018
"BHI-515","status","ICO",85,2018
"BHI-516","status","ICO",82,2018
"BHI-517","status","ICO",83,2018
"BHI-518","status","ICO",NA,2018
"BHI-000","trend","ICO",NA,2018
"BHI-001","trend","ICO",NA,2018
"BHI-002","trend","ICO",NA,2018
"BHI-003","trend","ICO",NA,2018
"BHI-005","trend","ICO",NA,2018
"BHI-006","trend","ICO",NA,2018
"BHI-007","trend","ICO",NA,2018
"BHI-008","trend","ICO",NA,2018
"BHI-009","trend","ICO",NA,2018
"BHI-010","trend","ICO",NA,2018
"BHI-011","trend","ICO",NA,2018
"BHI-012","trend","ICO",NA,2018
"BHI-013","trend","ICO",NA,2018
"BHI-014","trend","ICO",NA,2018
"BHI-015","trend","ICO",NA,2018
"BHI-016","trend","ICO",NA,2018
"BHI-017","trend","ICO",NA,2018
"BHI-018","trend","ICO",NA,2018
"BHI-019","trend","ICO",NA,2018
"BHI-020","trend","ICO",NA,2018
"BHI-021","trend","ICO",NA,2018
"BHI-022","trend","ICO",NA,2018
"BHI-023","trend","ICO",NA,2018
"BHI-024","trend","ICO",NA,2018
"BHI-025","trend","ICO",NA,2018
"BHI-026","trend","ICO",NA,2018
"BHI-027","trend","ICO",NA,2018
"BHI-028","trend","ICO",NA,2018
"BHI-029","trend","ICO",NA,2018
"BHI-030","trend","ICO",NA,2018
"BHI-031","trend","ICO",NA,2018
"BHI-032","trend","ICO",NA,2018
"BHI-033","trend","ICO",NA,2018
"BHI-034","trend","ICO",NA,2018
"BHI-035","trend","ICO",NA,2018
"BHI-036","trend","ICO",NA,2018
"BHI-037","trend","ICO",NA,2018
"BHI-038","trend","ICO",NA,2018
"BHI-039","trend","ICO",NA,2018
"BHI-040","trend","ICO",NA,2018
"BHI-041","trend","ICO",NA,2018
"BHI-042","trend","ICO",NA,2018
"BHI-043","trend","ICO",NA,2018
"BHI-301","trend","ICO",NA,2018
"BHI-302","trend","ICO",NA,2018
"BHI-303","trend","ICO",NA,2018
"BHI-304","trend","ICO",NA,2018
"BHI-305","trend","ICO",NA,2018
"BHI-306","trend","ICO",NA,2018
"BHI-307","trend","ICO",NA,2018
"BHI-308","trend","ICO",NA,2018
"BHI-309","trend","ICO",NA,2018
"BHI-501","trend","ICO",NA,2018
"BHI-502","trend","ICO",NA,2018
"BHI-503","trend","ICO",NA,2018
"BHI-504","trend","ICO",NA,2018
"BHI-505","trend","ICO",NA,2018
"BHI-506","trend","ICO",NA,2018
"BHI-507","trend","ICO",NA,2018
"BHI-508","trend","ICO",NA,2018
"BHI-509","trend","ICO",NA,2018
"BHI-510","trend","ICO",NA,2018
"BHI-511","trend","ICO",NA,2018
"BHI-512","trend","ICO",NA,2018
"BHI-513","trend","ICO",NA,2018
"BHI-514","trend","ICO",NA,2018
"BHI-515","trend","ICO",NA,2018
"BHI-516","trend","ICO",NA,2018
"BHI-517","trend","ICO",NA,2018
"BHI-518","trend","ICO",NA,2018
"BHI-000","future","Index",64.7,2018
"BHI-001","future","Index",62.7,2018
"BHI-002","future","Index",53.5,2018
"BHI-003","future","Index",50.6,2018
"BHI-005","future","Index",52.9,2018
"BHI-006","future","Index",50.8,2018
"BHI-007","future","Index",48.2,2018
"BHI-008","future","Index",59.4,2018
"BHI-009","future","Index",51.5,2018
"BHI-010","future","Index",67.7,2018
"BHI-011","future","Index",65.8,2018
"BHI-012","future","Index",56.6,2018
"BHI-013","future","Index",62.6,2018
"BHI-014","future","Index",64,2018
"BHI-015","future","Index",45.2,2018
"BHI-016","future","Index",65.4,2018
"BHI-017","future","Index",67.3,2018
"BHI-018","future","Index",61.3,2018
"BHI-019","future","Index",22.7,2018
"BHI-020","future","Index",66.7,2018
"BHI-021","future","Index",66,2018
"BHI-022","future","Index",28.1,2018
"BHI-023","future","Index",59.6,2018
"BHI-024","future","Index",57.9,2018
"BHI-025","future","Index",65.3,2018
"BHI-026","future","Index",64.4,2018
"BHI-027","future","Index",70.4,2018
"BHI-028","future","Index",78.6,2018
"BHI-029","future","Index",69.8,2018
"BHI-030","future","Index",57.7,2018
"BHI-031","future","Index",61.4,2018
"BHI-032","future","Index",69.7,2018
"BHI-033","future","Index",41,2018
"BHI-034","future","Index",64.9,2018
"BHI-035","future","Index",73.1,2018
"BHI-036","future","Index",70.3,2018
"BHI-037","future","Index",77.2,2018
"BHI-038","future","Index",75.3,2018
"BHI-039","future","Index",77.5,2018
"BHI-040","future","Index",81.2,2018
"BHI-041","future","Index",73.5,2018
"BHI-042","future","Index",72.3,2018
"BHI-043","future","Index",68.4,2018
"BHI-301","future","Index",69.5,2018
"BHI-302","future","Index",51.6,2018
"BHI-303","future","Index",63.8,2018
"BHI-304","future","Index",66.2,2018
"BHI-305","future","Index",34,2018
"BHI-306","future","Index",59.6,2018
"BHI-307","future","Index",61.3,2018
"BHI-308","future","Index",67.8,2018
"BHI-309","future","Index",71.3,2018
"BHI-501","future","Index",56.1,2018
"BHI-502","future","Index",50.6,2018
"BHI-503","future","Index",51.8,2018
"BHI-504","future","Index",55.3,2018
"BHI-505","future","Index",63.6,2018
"BHI-506","future","Index",61.3,2018
"BHI-507","future","Index",62.2,2018
"BHI-508","future","Index",47.1,2018
"BHI-509","future","Index",58.6,2018
"BHI-510","future","Index",64.4,2018
"BHI-511","future","Index",75.1,2018
"BHI-512","future","Index",64.3,2018
"BHI-513","future","Index",57.1,2018
"BHI-514","future","Index",71.2,2018
"BHI-515","future","Index",76.4,2018
"BHI-516","future","Index",79.8,2018
"BHI-517","future","Index",73,2018
"BHI-518","future","Index",68.4,2018
"BHI-000","pressures","Index",NA,2018
"BHI-001","pressures","Index",NA,2018
"BHI-002","pressures","Index",NA,2018
"BHI-003","pressures","Index",NA,2018
"BHI-005","pressures","Index",NA,2018
"BHI-006","pressures","Index",NA,2018
"BHI-007","pressures","Index",NA,2018
"BHI-008","pressures","Index",NA,2018
"BHI-009","pressures","Index",NA,2018
"BHI-010","pressures","Index",NA,2018
"BHI-011","pressures","Index",NA,2018
"BHI-012","pressures","Index",NA,2018
"BHI-013","pressures","Index",NA,2018
"BHI-014","pressures","Index",NA,2018
"BHI-015","pressures","Index",NA,2018
"BHI-016","pressures","Index",NA,2018
"BHI-017","pressures","Index",NA,2018
"BHI-018","pressures","Index",NA,2018
"BHI-019","pressures","Index",NA,2018
"BHI-020","pressures","Index",NA,2018
"BHI-021","pressures","Index",NA,2018
"BHI-022","pressures","Index",NA,2018
"BHI-023","pressures","Index",NA,2018
"BHI-024","pressures","Index",NA,2018
"BHI-025","pressures","Index",NA,2018
"BHI-026","pressures","Index",NA,2018
"BHI-027","pressures","Index",NA,2018
"BHI-028","pressures","Index",NA,2018
"BHI-029","pressures","Index",NA,2018
"BHI-030","pressures","Index",NA,2018
"BHI-031","pressures","Index",NA,2018
"BHI-032","pressures","Index",NA,2018
"BHI-033","pressures","Index",NA,2018
"BHI-034","pressures","Index",NA,2018
"BHI-035","pressures","Index",NA,2018
"BHI-036","pressures","Index",NA,2018
"BHI-037","pressures","Index",NA,2018
"BHI-038","pressures","Index",NA,2018
"BHI-039","pressures","Index",NA,2018
"BHI-040","pressures","Index",NA,2018
"BHI-041","pressures","Index",NA,2018
"BHI-042","pressures","Index",NA,2018
"BHI-043","pressures","Index",NA,2018
"BHI-301","pressures","Index",NA,2018
"BHI-302","pressures","Index",NA,2018
"BHI-303","pressures","Index",NA,2018
"BHI-304","pressures","Index",NA,2018
"BHI-305","pressures","Index",NA,2018
"BHI-306","pressures","Index",NA,2018
"BHI-307","pressures","Index",NA,2018
"BHI-308","pressures","Index",NA,2018
"BHI-309","pressures","Index",NA,2018
"BHI-501","pressures","Index",NA,2018
"BHI-502","pressures","Index",NA,2018
"BHI-503","pressures","Index",NA,2018
"BHI-504","pressures","Index",NA,2018
"BHI-505","pressures","Index",NA,2018
"BHI-506","pressures","Index",NA,2018
"BHI-507","pressures","Index",NA,2018
"BHI-508","pressures","Index",NA,2018
"BHI-509","pressures","Index",NA,2018
"BHI-510","pressures","Index",NA,2018
"BHI-511","pressures","Index",NA,2018
"BHI-512","pressures","Index",NA,2018
"BHI-513","pressures","Index",NA,2018
"BHI-514","pressures","Index",NA,2018
"BHI-515","pressures","Index",NA,2018
"BHI-516","pressures","Index",NA,2018
"BHI-517","pressures","Index",NA,2018
"BHI-518","pressures","Index",NA,2018
"BHI-000","resilience","Index",NA,2018
"BHI-001","resilience","Index",NA,2018
"BHI-002","resilience","Index",NA,2018
"BHI-003","resilience","Index",NA,2018
"BHI-005","resilience","Index",NA,2018
"BHI-006","resilience","Index",NA,2018
"BHI-007","resilience","Index",NA,2018
"BHI-008","resilience","Index",NA,2018
"BHI-009","resilience","Index",NA,2018
"BHI-010","resilience","Index",NA,2018
"BHI-011","resilience","Index",NA,2018
"BHI-012","resilience","Index",NA,2018
"BHI-013","resilience","Index",NA,2018
"BHI-014","resilience","Index",NA,2018
"BHI-015","resilience","Index",NA,2018
"BHI-016","resilience","Index",NA,2018
"BHI-017","resilience","Index",NA,2018
"BHI-018","resilience","Index",NA,2018
"BHI-019","resilience","Index",NA,2018
"BHI-020","resilience","Index",NA,2018
"BHI-021","resilience","Index",NA,2018
"BHI-022","resilience","Index",NA,2018
"BHI-023","resilience","Index",NA,2018
"BHI-024","resilience","Index",NA,2018
"BHI-025","resilience","Index",NA,2018
"BHI-026","resilience","Index",NA,2018
"BHI-027","resilience","Index",NA,2018
"BHI-028","resilience","Index",NA,2018
"BHI-029","resilience","Index",NA,2018
"BHI-030","resilience","Index",NA,2018
"BHI-031","resilience","Index",NA,2018
"BHI-032","resilience","Index",NA,2018
"BHI-033","resilience","Index",NA,2018
"BHI-034","resilience","Index",NA,2018
"BHI-035","resilience","Index",NA,2018
"BHI-036","resilience","Index",NA,2018
"BHI-037","resilience","Index",NA,2018
"BHI-038","resilience","Index",NA,2018
"BHI-039","resilience","Index",NA,2018
"BHI-040","resilience","Index",NA,2018
"BHI-041","resilience","Index",NA,2018
"BHI-042","resilience","Index",NA,2018
"BHI-043","resilience","Index",NA,2018
"BHI-301","resilience","Index",NA,2018
"BHI-302","resilience","Index",NA,2018
"BHI-303","resilience","Index",NA,2018
"BHI-304","resilience","Index",NA,2018
"BHI-305","resilience","Index",NA,2018
"BHI-306","resilience","Index",NA,2018
"BHI-307","resilience","Index",NA,2018
"BHI-308","resilience","Index",NA,2018
"BHI-309","resilience","Index",NA,2018
"BHI-501","resilience","Index",NA,2018
"BHI-502","resilience","Index",NA,2018
"BHI-503","resilience","Index",NA,2018
"BHI-504","resilience","Index",NA,2018
"BHI-505","resilience","Index",NA,2018
"BHI-506","resilience","Index",NA,2018
"BHI-507","resilience","Index",NA,2018
"BHI-508","resilience","Index",NA,2018
"BHI-509","resilience","Index",NA,2018
"BHI-510","resilience","Index",NA,2018
"BHI-511","resilience","Index",NA,2018
"BHI-512","resilience","Index",NA,2018
"BHI-513","resilience","Index",NA,2018
"BHI-514","resilience","Index",NA,2018
"BHI-515","resilience","Index",NA,2018
"BHI-516","resilience","Index",NA,2018
"BHI-517","resilience","Index",NA,2018
"BHI-518","resilience","Index",NA,2018
"BHI-000","score","Index",61.9,2018
"BHI-001","score","Index",59.9,2018
"BHI-002","score","Index",50.2,2018
"BHI-003","score","Index",49.1,2018
"BHI-005","score","Index",50.7,2018
"BHI-006","score","Index",49,2018
"BHI-007","score","Index",46,2018
"BHI-008","score","Index",58.4,2018
"BHI-009","score","Index",49.2,2018
"BHI-010","score","Index",64.7,2018
"BHI-011","score","Index",64.2,2018
"BHI-012","score","Index",54.5,2018
"BHI-013","score","Index",59.5,2018
"BHI-014","score","Index",61.9,2018
"BHI-015","score","Index",43.5,2018
"BHI-016","score","Index",63.1,2018
"BHI-017","score","Index",63.9,2018
"BHI-018","score","Index",59.3,2018
"BHI-019","score","Index",26.7,2018
"BHI-020","score","Index",64.1,2018
"BHI-021","score","Index",62.3,2018
"BHI-022","score","Index",30.9,2018
"BHI-023","score","Index",57.2,2018
"BHI-024","score","Index",55.6,2018
"BHI-025","score","Index",62.5,2018
"BHI-026","score","Index",61.8,2018
"BHI-027","score","Index",68.8,2018
"BHI-028","score","Index",74.1,2018
"BHI-029","score","Index",67,2018
"BHI-030","score","Index",54,2018
"BHI-031","score","Index",58.7,2018
"BHI-032","score","Index",65.2,2018
"BHI-033","score","Index",44.3,2018
"BHI-034","score","Index",61.8,2018
"BHI-035","score","Index",69.7,2018
"BHI-036","score","Index",65.6,2018
"BHI-037","score","Index",73.1,2018
"BHI-038","score","Index",69.5,2018
"BHI-039","score","Index",75.3,2018
"BHI-040","score","Index",78.1,2018
"BHI-041","score","Index",70.5,2018
"BHI-042","score","Index",67.5,2018
"BHI-043","score","Index",68.7,2018
"BHI-301","score","Index",66.6,2018
"BHI-302","score","Index",49.3,2018
"BHI-303","score","Index",61.1,2018
"BHI-304","score","Index",62.8,2018
"BHI-305","score","Index",37.1,2018
"BHI-306","score","Index",57.2,2018
"BHI-307","score","Index",59.2,2018
"BHI-308","score","Index",64.5,2018
"BHI-309","score","Index",66.9,2018
"BHI-501","score","Index",53,2018
"BHI-502","score","Index",49.1,2018
"BHI-503","score","Index",49.9,2018
"BHI-504","score","Index",53.9,2018
"BHI-505","score","Index",60.8,2018
"BHI-506","score","Index",58.9,2018
"BHI-507","score","Index",59.7,2018
"BHI-508","score","Index",47.3,2018
"BHI-509","score","Index",56.6,2018
"BHI-510","score","Index",61.8,2018
"BHI-511","score","Index",71.8,2018
"BHI-512","score","Index",61.3,2018
"BHI-513","score","Index",56,2018
"BHI-514","score","Index",66.9,2018
"BHI-515","score","Index",71.4,2018
"BHI-516","score","Index",77,2018
"BHI-517","score","Index",69.1,2018
"BHI-518","score","Index",68.7,2018
"BHI-000","status","Index",NA,2018
"BHI-001","status","Index",NA,2018
"BHI-002","status","Index",NA,2018
"BHI-003","status","Index",NA,2018
"BHI-005","status","Index",NA,2018
"BHI-006","status","Index",NA,2018
"BHI-007","status","Index",NA,2018
"BHI-008","status","Index",NA,2018
"BHI-009","status","Index",NA,2018
"BHI-010","status","Index",NA,2018
"BHI-011","status","Index",NA,2018
"BHI-012","status","Index",NA,2018
"BHI-013","status","Index",NA,2018
"BHI-014","status","Index",NA,2018
"BHI-015","status","Index",NA,2018
"BHI-016","status","Index",NA,2018
"BHI-017","status","Index",NA,2018
"BHI-018","status","Index",NA,2018
"BHI-019","status","Index",NA,2018
"BHI-020","status","Index",NA,2018
"BHI-021","status","Index",NA,2018
"BHI-022","status","Index",NA,2018
"BHI-023","status","Index",NA,2018
"BHI-024","status","Index",NA,2018
"BHI-025","status","Index",NA,2018
"BHI-026","status","Index",NA,2018
"BHI-027","status","Index",NA,2018
"BHI-028","status","Index",NA,2018
"BHI-029","status","Index",NA,2018
"BHI-030","status","Index",NA,2018
"BHI-031","status","Index",NA,2018
"BHI-032","status","Index",NA,2018
"BHI-033","status","Index",NA,2018
"BHI-034","status","Index",NA,2018
"BHI-035","status","Index",NA,2018
"BHI-036","status","Index",NA,2018
"BHI-037","status","Index",NA,2018
"BHI-038","status","Index",NA,2018
"BHI-039","status","Index",NA,2018
"BHI-040","status","Index",NA,2018
"BHI-041","status","Index",NA,2018
"BHI-042","status","Index",NA,2018
"BHI-043","status","Index",NA,2018
"BHI-301","status","Index",NA,2018
"BHI-302","status","Index",NA,2018
"BHI-303","status","Index",NA,2018
"BHI-304","status","Index",NA,2018
"BHI-305","status","Index",NA,2018
"BHI-306","status","Index",NA,2018
"BHI-307","status","Index",NA,2018
"BHI-308","status","Index",NA,2018
"BHI-309","status","Index",NA,2018
"BHI-501","status","Index",NA,2018
"BHI-502","status","Index",NA,2018
"BHI-503","status","Index",NA,2018
"BHI-504","status","Index",NA,2018
"BHI-505","status","Index",NA,2018
"BHI-506","status","Index",NA,2018
"BHI-507","status","Index",NA,2018
"BHI-508","status","Index",NA,2018
"BHI-509","status","Index",NA,2018
"BHI-510","status","Index",NA,2018
"BHI-511","status","Index",NA,2018
"BHI-512","status","Index",NA,2018
"BHI-513","status","Index",NA,2018
"BHI-514","status","Index",NA,2018
"BHI-515","status","Index",NA,2018
"BHI-516","status","Index",NA,2018
"BHI-517","status","Index",NA,2018
"BHI-518","status","Index",NA,2018
"BHI-000","trend","Index",NA,2018
"BHI-001","trend","Index",NA,2018
"BHI-002","trend","Index",NA,2018
"BHI-003","trend","Index",NA,2018
"BHI-005","trend","Index",NA,2018
"BHI-006","trend","Index",NA,2018
"BHI-007","trend","Index",NA,2018
"BHI-008","trend","Index",NA,2018
"BHI-009","trend","Index",NA,2018
"BHI-010","trend","Index",NA,2018
"BHI-011","trend","Index",NA,2018
"BHI-012","trend","Index",NA,2018
"BHI-013","trend","Index",NA,2018
"BHI-014","trend","Index",NA,2018
"BHI-015","trend","Index",NA,2018
"BHI-016","trend","Index",NA,2018
"BHI-017","trend","Index",NA,2018
"BHI-018","trend","Index",NA,2018
"BHI-019","trend","Index",NA,2018
"BHI-020","trend","Index",NA,2018
"BHI-021","trend","Index",NA,2018
"BHI-022","trend","Index",NA,2018
"BHI-023","trend","Index",NA,2018
"BHI-024","trend","Index",NA,2018
"BHI-025","trend","Index",NA,2018
"BHI-026","trend","Index",NA,2018
"BHI-027","trend","Index",NA,2018
"BHI-028","trend","Index",NA,2018
"BHI-029","trend","Index",NA,2018
"BHI-030","trend","Index",NA,2018
"BHI-031","trend","Index",NA,2018
"BHI-032","trend","Index",NA,2018
"BHI-033","trend","Index",NA,2018
"BHI-034","trend","Index",NA,2018
"BHI-035","trend","Index",NA,2018
"BHI-036","trend","Index",NA,2018
"BHI-037","trend","Index",NA,2018
"BHI-038","trend","Index",NA,2018
"BHI-039","trend","Index",NA,2018
"BHI-040","trend","Index",NA,2018
"BHI-041","trend","Index",NA,2018
"BHI-042","trend","Index",NA,2018
"BHI-043","trend","Index",NA,2018
"BHI-301","trend","Index",NA,2018
"BHI-302","trend","Index",NA,2018
"BHI-303","trend","Index",NA,2018
"BHI-304","trend","Index",NA,2018
"BHI-305","trend","Index",NA,2018
"BHI-306","trend","Index",NA,2018
"BHI-307","trend","Index",NA,2018
"BHI-308","trend","Index",NA,2018
"BHI-309","trend","Index",NA,2018
"BHI-501","trend","Index",NA,2018
"BHI-502","trend","Index",NA,2018
"BHI-503","trend","Index",NA,2018
"BHI-504","trend","Index",NA,2018
"BHI-505","trend","Index",NA,2018
"BHI-506","trend","Index",NA,2018
"BHI-507","trend","Index",NA,2018
"BHI-508","trend","Index",NA,2018
"BHI-509","trend","Index",NA,2018
"BHI-510","trend","Index",NA,2018
"BHI-511","trend","Index",NA,2018
"BHI-512","trend","Index",NA,2018
"BHI-513","trend","Index",NA,2018
"BHI-514","trend","Index",NA,2018
"BHI-515","trend","Index",NA,2018
"BHI-516","trend","Index",NA,2018
"BHI-517","trend","Index",NA,2018
"BHI-518","trend","Index",NA,2018
"BHI-000","future","LE",93.9,2018
"BHI-001","future","LE",100,2018
"BHI-002","future","LE",61.9,2018
"BHI-003","future","LE",61.9,2018
"BHI-005","future","LE",100,2018
"BHI-006","future","LE",61.9,2018
"BHI-007","future","LE",61.9,2018
"BHI-008","future","LE",100,2018
"BHI-009","future","LE",61.9,2018
"BHI-010","future","LE",100,2018
"BHI-011","future","LE",100,2018
"BHI-012","future","LE",61.9,2018
"BHI-013","future","LE",100,2018
"BHI-014","future","LE",100,2018
"BHI-015","future","LE",61.9,2018
"BHI-016","future","LE",100,2018
"BHI-017","future","LE",100,2018
"BHI-018","future","LE",100,2018
"BHI-019","future","LE",NA,2018
"BHI-020","future","LE",100,2018
"BHI-021","future","LE",100,2018
"BHI-022","future","LE",NA,2018
"BHI-023","future","LE",100,2018
"BHI-024","future","LE",76.9,2018
"BHI-025","future","LE",100,2018
"BHI-026","future","LE",100,2018
"BHI-027","future","LE",76.9,2018
"BHI-028","future","LE",100,2018
"BHI-029","future","LE",100,2018
"BHI-030","future","LE",NA,2018
"BHI-031","future","LE",100,2018
"BHI-032","future","LE",100,2018
"BHI-033","future","LE",NA,2018
"BHI-034","future","LE",100,2018
"BHI-035","future","LE",100,2018
"BHI-036","future","LE",100,2018
"BHI-037","future","LE",100,2018
"BHI-038","future","LE",100,2018
"BHI-039","future","LE",100,2018
"BHI-040","future","LE",100,2018
"BHI-041","future","LE",100,2018
"BHI-042","future","LE",100,2018
"BHI-043","future","LE",97.3,2018
"BHI-301","future","LE",100,2018
"BHI-302","future","LE",61.9,2018
"BHI-303","future","LE",100,2018
"BHI-304","future","LE",100,2018
"BHI-305","future","LE",NA,2018
"BHI-306","future","LE",100,2018
"BHI-307","future","LE",76.9,2018
"BHI-308","future","LE",100,2018
"BHI-309","future","LE",99.7,2018
"BHI-501","future","LE",72.9,2018
"BHI-502","future","LE",61.9,2018
"BHI-503","future","LE",81.2,2018
"BHI-504","future","LE",86.1,2018
"BHI-505","future","LE",90.4,2018
"BHI-506","future","LE",86.4,2018
"BHI-507","future","LE",93.5,2018
"BHI-508","future","LE",100,2018
"BHI-509","future","LE",92.6,2018
"BHI-510","future","LE",100,2018
"BHI-511","future","LE",90,2018
"BHI-512","future","LE",100,2018
"BHI-513","future","LE",100,2018
"BHI-514","future","LE",100,2018
"BHI-515","future","LE",100,2018
"BHI-516","future","LE",100,2018
"BHI-517","future","LE",100,2018
"BHI-518","future","LE",97.3,2018
"BHI-000","pressures","LE",NA,2018
"BHI-001","pressures","LE",NA,2018
"BHI-002","pressures","LE",NA,2018
"BHI-003","pressures","LE",NA,2018
"BHI-005","pressures","LE",NA,2018
"BHI-006","pressures","LE",NA,2018
"BHI-007","pressures","LE",NA,2018
"BHI-008","pressures","LE",NA,2018
"BHI-009","pressures","LE",NA,2018
"BHI-010","pressures","LE",NA,2018
"BHI-011","pressures","LE",NA,2018
"BHI-012","pressures","LE",NA,2018
"BHI-013","pressures","LE",NA,2018
"BHI-014","pressures","LE",NA,2018
"BHI-015","pressures","LE",NA,2018
"BHI-016","pressures","LE",NA,2018
"BHI-017","pressures","LE",NA,2018
"BHI-018","pressures","LE",NA,2018
"BHI-019","pressures","LE",NA,2018
"BHI-020","pressures","LE",NA,2018
"BHI-021","pressures","LE",NA,2018
"BHI-022","pressures","LE",NA,2018
"BHI-023","pressures","LE",NA,2018
"BHI-024","pressures","LE",NA,2018
"BHI-025","pressures","LE",NA,2018
"BHI-026","pressures","LE",NA,2018
"BHI-027","pressures","LE",NA,2018
"BHI-028","pressures","LE",NA,2018
"BHI-029","pressures","LE",NA,2018
"BHI-030","pressures","LE",NA,2018
"BHI-031","pressures","LE",NA,2018
"BHI-032","pressures","LE",NA,2018
"BHI-033","pressures","LE",NA,2018
"BHI-034","pressures","LE",NA,2018
"BHI-035","pressures","LE",NA,2018
"BHI-036","pressures","LE",NA,2018
"BHI-037","pressures","LE",NA,2018
"BHI-038","pressures","LE",NA,2018
"BHI-039","pressures","LE",NA,2018
"BHI-040","pressures","LE",NA,2018
"BHI-041","pressures","LE",NA,2018
"BHI-042","pressures","LE",NA,2018
"BHI-043","pressures","LE",NA,2018
"BHI-301","pressures","LE",NA,2018
"BHI-302","pressures","LE",NA,2018
"BHI-303","pressures","LE",NA,2018
"BHI-304","pressures","LE",NA,2018
"BHI-305","pressures","LE",NA,2018
"BHI-306","pressures","LE",NA,2018
"BHI-307","pressures","LE",NA,2018
"BHI-308","pressures","LE",NA,2018
"BHI-309","pressures","LE",NA,2018
"BHI-501","pressures","LE",NA,2018
"BHI-502","pressures","LE",NA,2018
"BHI-503","pressures","LE",NA,2018
"BHI-504","pressures","LE",NA,2018
"BHI-505","pressures","LE",NA,2018
"BHI-506","pressures","LE",NA,2018
"BHI-507","pressures","LE",NA,2018
"BHI-508","pressures","LE",NA,2018
"BHI-509","pressures","LE",NA,2018
"BHI-510","pressures","LE",NA,2018
"BHI-511","pressures","LE",NA,2018
"BHI-512","pressures","LE",NA,2018
"BHI-513","pressures","LE",NA,2018
"BHI-514","pressures","LE",NA,2018
"BHI-515","pressures","LE",NA,2018
"BHI-516","pressures","LE",NA,2018
"BHI-517","pressures","LE",NA,2018
"BHI-518","pressures","LE",NA,2018
"BHI-000","resilience","LE",80.1,2018
"BHI-001","resilience","LE",80.7,2018
"BHI-002","resilience","LE",78,2018
"BHI-003","resilience","LE",78,2018
"BHI-005","resilience","LE",80.7,2018
"BHI-006","resilience","LE",78,2018
"BHI-007","resilience","LE",78,2018
"BHI-008","resilience","LE",81.1,2018
"BHI-009","resilience","LE",78,2018
"BHI-010","resilience","LE",81.1,2018
"BHI-011","resilience","LE",80.7,2018
"BHI-012","resilience","LE",78,2018
"BHI-013","resilience","LE",81.1,2018
"BHI-014","resilience","LE",80.7,2018
"BHI-015","resilience","LE",78,2018
"BHI-016","resilience","LE",81.1,2018
"BHI-017","resilience","LE",76.9,2018
"BHI-018","resilience","LE",76.9,2018
"BHI-019","resilience","LE",NA,2018
"BHI-020","resilience","LE",80.7,2018
"BHI-021","resilience","LE",76.9,2018
"BHI-022","resilience","LE",NA,2018
"BHI-023","resilience","LE",81.6,2018
