"region_id","dimension","goal","score","year"
"BHI-306","future","LE",100,2019
"BHI-307","future","LE",90.1,2019
"BHI-308","future","LE",100,2019
"BHI-309","future","LE",99.3,2019
"BHI-501","future","LE",91.1,2019
"BHI-502","future","LE",87.5,2019
"BHI-503","future","LE",93.9,2019
"BHI-504","future","LE",95.4,2019
"BHI-505","future","LE",96.9,2019
"BHI-506","future","LE",95.6,2019
"BHI-507","future","LE",97.9,2019
"BHI-508","future","LE",100,2019
"BHI-509","future","LE",96.8,2019
"BHI-510","future","LE",100,2019
"BHI-511","future","LE",95.7,2019
"BHI-512","future","LE",100,2019
"BHI-513","future","LE",100,2019
"BHI-514","future","LE",100,2019
"BHI-515","future","LE",100,2019
"BHI-516","future","LE",100,2019
"BHI-517","future","LE",100,2019
"BHI-518","future","LE",92.3,2019
"BHI-000","pressures","LE",NA,2019
"BHI-001","pressures","LE",NA,2019
"BHI-002","pressures","LE",NA,2019
"BHI-003","pressures","LE",NA,2019
"BHI-005","pressures","LE",NA,2019
"BHI-006","pressures","LE",NA,2019
"BHI-007","pressures","LE",NA,2019
"BHI-008","pressures","LE",NA,2019
"BHI-009","pressures","LE",NA,2019
"BHI-010","pressures","LE",NA,2019
"BHI-011","pressures","LE",NA,2019
"BHI-012","pressures","LE",NA,2019
"BHI-013","pressures","LE",NA,2019
"BHI-014","pressures","LE",NA,2019
"BHI-015","pressures","LE",NA,2019
"BHI-016","pressures","LE",NA,2019
"BHI-017","pressures","LE",NA,2019
"BHI-018","pressures","LE",NA,2019
"BHI-019","pressures","LE",NA,2019
"BHI-020","pressures","LE",NA,2019
"BHI-021","pressures","LE",NA,2019
"BHI-022","pressures","LE",NA,2019
"BHI-023","pressures","LE",NA,2019
"BHI-024","pressures","LE",NA,2019
"BHI-025","pressures","LE",NA,2019
"BHI-026","pressures","LE",NA,2019
"BHI-027","pressures","LE",NA,2019
"BHI-028","pressures","LE",NA,2019
"BHI-029","pressures","LE",NA,2019
"BHI-030","pressures","LE",NA,2019
"BHI-031","pressures","LE",NA,2019
"BHI-032","pressures","LE",NA,2019
"BHI-033","pressures","LE",NA,2019
"BHI-034","pressures","LE",NA,2019
"BHI-035","pressures","LE",NA,2019
"BHI-036","pressures","LE",NA,2019
"BHI-037","pressures","LE",NA,2019
"BHI-038","pressures","LE",NA,2019
"BHI-039","pressures","LE",NA,2019
"BHI-040","pressures","LE",NA,2019
"BHI-041","pressures","LE",NA,2019
"BHI-042","pressures","LE",NA,2019
"BHI-043","pressures","LE",NA,2019
"BHI-301","pressures","LE",NA,2019
"BHI-302","pressures","LE",NA,2019
"BHI-303","pressures","LE",NA,2019
"BHI-304","pressures","LE",NA,2019
"BHI-305","pressures","LE",NA,2019
"BHI-306","pressures","LE",NA,2019
"BHI-307","pressures","LE",NA,2019
"BHI-308","pressures","LE",NA,2019
"BHI-309","pressures","LE",NA,2019
"BHI-501","pressures","LE",NA,2019
"BHI-502","pressures","LE",NA,2019
"BHI-503","pressures","LE",NA,2019
"BHI-504","pressures","LE",NA,2019
"BHI-505","pressures","LE",NA,2019
"BHI-506","pressures","LE",NA,2019
"BHI-507","pressures","LE",NA,2019
"BHI-508","pressures","LE",NA,2019
"BHI-509","pressures","LE",NA,2019
"BHI-510","pressures","LE",NA,2019
"BHI-511","pressures","LE",NA,2019
"BHI-512","pressures","LE",NA,2019
"BHI-513","pressures","LE",NA,2019
"BHI-514","pressures","LE",NA,2019
"BHI-515","pressures","LE",NA,2019
"BHI-516","pressures","LE",NA,2019
"BHI-517","pressures","LE",NA,2019
"BHI-518","pressures","LE",NA,2019
"BHI-000","resilience","LE",80.1,2019
"BHI-001","resilience","LE",80.7,2019
"BHI-002","resilience","LE",78,2019
"BHI-003","resilience","LE",78,2019
"BHI-005","resilience","LE",80.7,2019
"BHI-006","resilience","LE",78,2019
"BHI-007","resilience","LE",78,2019
"BHI-008","resilience","LE",81.1,2019
"BHI-009","resilience","LE",78,2019
"BHI-010","resilience","LE",81.1,2019
"BHI-011","resilience","LE",80.7,2019
"BHI-012","resilience","LE",78,2019
"BHI-013","resilience","LE",81.1,2019
"BHI-014","resilience","LE",80.7,2019
"BHI-015","resilience","LE",78,2019
"BHI-016","resilience","LE",81.1,2019
"BHI-017","resilience","LE",76.9,2019
"BHI-018","resilience","LE",76.9,2019
"BHI-019","resilience","LE",NA,2019
"BHI-020","resilience","LE",80.7,2019
"BHI-021","resilience","LE",76.9,2019
"BHI-022","resilience","LE",NA,2019
"BHI-023","resilience","LE",81.6,2019
"BHI-024","resilience","LE",79.8,2019
"BHI-025","resilience","LE",78.5,2019
"BHI-026","resilience","LE",80.7,2019
"BHI-027","resilience","LE",79.8,2019
"BHI-028","resilience","LE",78.5,2019
"BHI-029","resilience","LE",80.7,2019
"BHI-030","resilience","LE",82,2019
"BHI-031","resilience","LE",78.5,2019
"BHI-032","resilience","LE",82,2019
"BHI-033","resilience","LE",NA,2019
"BHI-034","resilience","LE",78.5,2019
"BHI-035","resilience","LE",80.7,2019
"BHI-036","resilience","LE",82,2019
"BHI-037","resilience","LE",80.7,2019
"BHI-038","resilience","LE",82,2019
"BHI-039","resilience","LE",80.7,2019
"BHI-040","resilience","LE",82,2019
"BHI-041","resilience","LE",80.7,2019
"BHI-042","resilience","LE",82,2019
"BHI-043","resilience","LE",NA,2019
"BHI-301","resilience","LE",80.7,2019
"BHI-302","resilience","LE",78,2019
"BHI-303","resilience","LE",81.1,2019
"BHI-304","resilience","LE",76.9,2019
"BHI-305","resilience","LE",NA,2019
"BHI-306","resilience","LE",81.6,2019
"BHI-307","resilience","LE",79.8,2019
"BHI-308","resilience","LE",78.5,2019
"BHI-309","resilience","LE",82,2019
"BHI-501","resilience","LE",78.8,2019
"BHI-502","resilience","LE",78,2019
"BHI-503","resilience","LE",79.4,2019
"BHI-504","resilience","LE",80,2019
"BHI-505","resilience","LE",80.3,2019
"BHI-506","resilience","LE",79.9,2019
"BHI-507","resilience","LE",78.7,2019
"BHI-508","resilience","LE",76.9,2019
"BHI-509","resilience","LE",79.7,2019
"BHI-510","resilience","LE",80.7,2019
"BHI-511","resilience","LE",79.1,2019
"BHI-512","resilience","LE",80.4,2019
"BHI-513","resilience","LE",80.4,2019
"BHI-514","resilience","LE",81.6,2019
"BHI-515","resilience","LE",81.3,2019
"BHI-516","resilience","LE",81.5,2019
"BHI-517","resilience","LE",81.3,2019
"BHI-518","resilience","LE",NA,2019
"BHI-000","score","LE",94.1,2019
"BHI-001","score","LE",99.2,2019
"BHI-002","score","LE",85.1,2019
"BHI-003","score","LE",85,2019
"BHI-005","score","LE",99,2019
"BHI-006","score","LE",85.3,2019
"BHI-007","score","LE",84.9,2019
"BHI-008","score","LE",95.2,2019
"BHI-009","score","LE",84.9,2019
"BHI-010","score","LE",95.2,2019
"BHI-011","score","LE",99,2019
"BHI-012","score","LE",85.1,2019
"BHI-013","score","LE",95.2,2019
"BHI-014","score","LE",99,2019
"BHI-015","score","LE",85.3,2019
"BHI-016","score","LE",95.2,2019
"BHI-017","score","LE",95.2,2019
"BHI-018","score","LE",96.2,2019
"BHI-019","score","LE",NA,2019
"BHI-020","score","LE",99.2,2019
"BHI-021","score","LE",96.8,2019
"BHI-022","score","LE",NA,2019
"BHI-023","score","LE",98.5,2019
"BHI-024","score","LE",85.3,2019
"BHI-025","score","LE",93.8,2019
"BHI-026","score","LE",99.2,2019
"BHI-027","score","LE",85.3,2019
"BHI-028","score","LE",93.8,2019
"BHI-029","score","LE",99.2,2019
"BHI-030","score","LE",NA,2019
"BHI-031","score","LE",93.8,2019
"BHI-032","score","LE",91.8,2019
"BHI-033","score","LE",NA,2019
"BHI-034","score","LE",93.8,2019
"BHI-035","score","LE",99.2,2019
"BHI-036","score","LE",92.3,2019
"BHI-037","score","LE",99.1,2019
"BHI-038","score","LE",91.4,2019
"BHI-039","score","LE",99.1,2019
"BHI-040","score","LE",91.4,2019
"BHI-041","score","LE",99.1,2019
"BHI-042","score","LE",91.1,2019
"BHI-043","score","LE",87.7,2019
"BHI-301","score","LE",99.1,2019
"BHI-302","score","LE",85.1,2019
"BHI-303","score","LE",95.2,2019
"BHI-304","score","LE",95.9,2019
"BHI-305","score","LE",NA,2019
"BHI-306","score","LE",98.5,2019
"BHI-307","score","LE",85.3,2019
"BHI-308","score","LE",93.8,2019
"BHI-309","score","LE",91.1,2019
"BHI-501","score","LE",89.2,2019
"BHI-502","score","LE",85,2019
"BHI-503","score","LE",92.3,2019
"BHI-504","score","LE",91.5,2019
"BHI-505","score","LE",92.6,2019
"BHI-506","score","LE",92.6,2019
"BHI-507","score","LE",94.9,2019
"BHI-508","score","LE",96.2,2019
"BHI-509","score","LE",93.8,2019
"BHI-510","score","LE",99.2,2019
"BHI-511","score","LE",90.1,2019
"BHI-512","score","LE",97.1,2019
"BHI-513","score","LE",92.7,2019
"BHI-514","score","LE",94.4,2019
"BHI-515","score","LE",95.5,2019
"BHI-516","score","LE",94.5,2019
"BHI-517","score","LE",95.4,2019
"BHI-518","score","LE",87.7,2019
"BHI-000","status","LE",90.4,2019
"BHI-001","status","LE",98.3,2019
"BHI-002","status","LE",82.8,2019
"BHI-003","status","LE",82.4,2019
"BHI-005","status","LE",98.1,2019
"BHI-006","status","LE",83,2019
"BHI-007","status","LE",82.3,2019
"BHI-008","status","LE",90.5,2019
"BHI-009","status","LE",82.3,2019
"BHI-010","status","LE",90.5,2019
"BHI-011","status","LE",98.1,2019
"BHI-012","status","LE",82.7,2019
"BHI-013","status","LE",90.5,2019
"BHI-014","status","LE",98.1,2019
"BHI-015","status","LE",83,2019
"BHI-016","status","LE",90.5,2019
"BHI-017","status","LE",90.4,2019
"BHI-018","status","LE",92.4,2019
"BHI-019","status","LE",NA,2019
"BHI-020","status","LE",98.3,2019
"BHI-021","status","LE",93.6,2019
"BHI-022","status","LE",NA,2019
"BHI-023","status","LE",97,2019
"BHI-024","status","LE",80.4,2019
"BHI-025","status","LE",87.6,2019
"BHI-026","status","LE",98.3,2019
"BHI-027","status","LE",80.4,2019
"BHI-028","status","LE",87.6,2019
"BHI-029","status","LE",98.4,2019
"BHI-030","status","LE",NA,2019
"BHI-031","status","LE",87.6,2019
"BHI-032","status","LE",83.5,2019
"BHI-033","status","LE",NA,2019
"BHI-034","status","LE",87.6,2019
"BHI-035","status","LE",98.4,2019
"BHI-036","status","LE",84.6,2019
"BHI-037","status","LE",98.2,2019
"BHI-038","status","LE",82.9,2019
"BHI-039","status","LE",98.2,2019
"BHI-040","status","LE",82.9,2019
"BHI-041","status","LE",98.2,2019
"BHI-042","status","LE",82.2,2019
"BHI-043","status","LE",83,2019
"BHI-301","status","LE",98.3,2019
"BHI-302","status","LE",82.7,2019
"BHI-303","status","LE",90.5,2019
"BHI-304","status","LE",91.7,2019
"BHI-305","status","LE",NA,2019
"BHI-306","status","LE",97,2019
"BHI-307","status","LE",80.4,2019
"BHI-308","status","LE",87.6,2019
"BHI-309","status","LE",83,2019
"BHI-501","status","LE",87.2,2019
"BHI-502","status","LE",82.4,2019
"BHI-503","status","LE",90.7,2019
"BHI-504","status","LE",87.5,2019
"BHI-505","status","LE",88.4,2019
"BHI-506","status","LE",89.5,2019
"BHI-507","status","LE",91.9,2019
"BHI-508","status","LE",92.4,2019
"BHI-509","status","LE",90.8,2019
"BHI-510","status","LE",98.3,2019
"BHI-511","status","LE",84.5,2019
"BHI-512","status","LE",94.1,2019
"BHI-513","status","LE",85.4,2019
"BHI-514","status","LE",88.9,2019
"BHI-515","status","LE",91,2019
"BHI-516","status","LE",88.9,2019
"BHI-517","status","LE",90.8,2019
"BHI-518","status","LE",83,2019
"BHI-000","trend","LE",0.111,2019
"BHI-001","trend","LE",0.05,2019
"BHI-002","trend","LE",-0.101,2019
"BHI-003","trend","LE",-0.094,2019
"BHI-005","trend","LE",0.054,2019
"BHI-006","trend","LE",-0.105,2019
"BHI-007","trend","LE",-0.097,2019
"BHI-008","trend","LE",0.314,2019
"BHI-009","trend","LE",-0.097,2019
"BHI-010","trend","LE",0.317,2019
"BHI-011","trend","LE",0.054,2019
"BHI-012","trend","LE",-0.101,2019
"BHI-013","trend","LE",0.322,2019
"BHI-014","trend","LE",0.054,2019
"BHI-015","trend","LE",-0.105,2019
"BHI-016","trend","LE",0.322,2019
"BHI-017","trend","LE",0.285,2019
"BHI-018","trend","LE",0.259,2019
"BHI-019","trend","LE",NA,2019
"BHI-020","trend","LE",0.049,2019
"BHI-021","trend","LE",0.246,2019
"BHI-022","trend","LE",NA,2019
"BHI-023","trend","LE",0.087,2019
"BHI-024","trend","LE",-0.015,2019
"BHI-025","trend","LE",0.308,2019
"BHI-026","trend","LE",0.049,2019
"BHI-027","trend","LE",-0.015,2019
"BHI-028","trend","LE",0.308,2019
"BHI-029","trend","LE",0.047,2019
"BHI-030","trend","LE",NA,2019
"BHI-031","trend","LE",0.308,2019
"BHI-032","trend","LE",0.175,2019
"BHI-033","trend","LE",NA,2019
"BHI-034","trend","LE",0.308,2019
"BHI-035","trend","LE",0.048,2019
"BHI-036","trend","LE",0.146,2019
"BHI-037","trend","LE",0.054,2019
"BHI-038","trend","LE",0.21,2019
"BHI-039","trend","LE",0.051,2019
"BHI-040","trend","LE",0.207,2019
"BHI-041","trend","LE",0.051,2019
"BHI-042","trend","LE",0.228,2019
"BHI-043","trend","LE",0.203,2019
"BHI-301","trend","LE",0.051,2019
"BHI-302","trend","LE",-0.1,2019
"BHI-303","trend","LE",0.32,2019
"BHI-304","trend","LE",0.269,2019
"BHI-305","trend","LE",NA,2019
"BHI-306","trend","LE",0.087,2019
"BHI-307","trend","LE",-0.015,2019
"BHI-308","trend","LE",0.308,2019
"BHI-309","trend","LE",0.203,2019
"BHI-501","trend","LE",-0.058,2019
"BHI-502","trend","LE",-0.094,2019
"BHI-503","trend","LE",-0.025,2019
"BHI-504","trend","LE",0.163,2019
"BHI-505","trend","LE",0.213,2019
"BHI-506","trend","LE",0.106,2019
"BHI-507","trend","LE",0.138,2019
"BHI-508","trend","LE",0.259,2019
"BHI-509","trend","LE",0.086,2019
"BHI-510","trend","LE",0.049,2019
"BHI-511","trend","LE",0.169,2019
"BHI-512","trend","LE",0.15,2019
"BHI-513","trend","LE",0.237,2019
"BHI-514","trend","LE",0.116,2019
"BHI-515","trend","LE",0.128,2019
"BHI-516","trend","LE",0.146,2019
"BHI-517","trend","LE",0.133,2019
"BHI-518","trend","LE",0.203,2019
"BHI-000","future","LIV",100,2019
"BHI-001","future","LIV",100,2019
"BHI-002","future","LIV",100,2019
"BHI-003","future","LIV",100,2019
"BHI-005","future","LIV",100,2019
"BHI-006","future","LIV",100,2019
"BHI-007","future","LIV",100,2019
"BHI-008","future","LIV",100,2019
"BHI-009","future","LIV",100,2019
"BHI-010","future","LIV",100,2019
"BHI-011","future","LIV",100,2019
"BHI-012","future","LIV",100,2019
"BHI-013","future","LIV",100,2019
"BHI-014","future","LIV",100,2019
"BHI-015","future","LIV",100,2019
"BHI-016","future","LIV",100,2019
"BHI-017","future","LIV",100,2019
"BHI-018","future","LIV",100,2019
"BHI-019","future","LIV",NA,2019
"BHI-020","future","LIV",100,2019
"BHI-021","future","LIV",100,2019
"BHI-022","future","LIV",NA,2019
"BHI-023","future","LIV",100,2019
"BHI-024","future","LIV",100,2019
"BHI-025","future","LIV",100,2019
"BHI-026","future","LIV",100,2019
"BHI-027","future","LIV",100,2019
"BHI-028","future","LIV",100,2019
"BHI-029","future","LIV",100,2019
"BHI-030","future","LIV",NA,2019
"BHI-031","future","LIV",100,2019
"BHI-032","future","LIV",100,2019
"BHI-033","future","LIV",NA,2019
"BHI-034","future","LIV",100,2019
"BHI-035","future","LIV",100,2019
"BHI-036","future","LIV",100,2019
"BHI-037","future","LIV",100,2019
"BHI-038","future","LIV",100,2019
"BHI-039","future","LIV",100,2019
"BHI-040","future","LIV",100,2019
"BHI-041","future","LIV",100,2019
"BHI-042","future","LIV",100,2019
"BHI-043","future","LIV",100,2019
"BHI-301","future","LIV",100,2019
"BHI-302","future","LIV",100,2019
"BHI-303","future","LIV",100,2019
"BHI-304","future","LIV",100,2019
"BHI-305","future","LIV",NA,2019
"BHI-306","future","LIV",100,2019
"BHI-307","future","LIV",100,2019
"BHI-308","future","LIV",100,2019
"BHI-309","future","LIV",100,2019
"BHI-501","future","LIV",100,2019
"BHI-502","future","LIV",100,2019
"BHI-503","future","LIV",100,2019
"BHI-504","future","LIV",100,2019
"BHI-505","future","LIV",100,2019
"BHI-506","future","LIV",100,2019
"BHI-507","future","LIV",100,2019
"BHI-508","future","LIV",100,2019
"BHI-509","future","LIV",100,2019
"BHI-510","future","LIV",100,2019
"BHI-511","future","LIV",100,2019
"BHI-512","future","LIV",100,2019
"BHI-513","future","LIV",100,2019
"BHI-514","future","LIV",100,2019
"BHI-515","future","LIV",100,2019
"BHI-516","future","LIV",100,2019
"BHI-517","future","LIV",100,2019
"BHI-518","future","LIV",100,2019
"BHI-000","pressures","LIV",NA,2019
"BHI-001","pressures","LIV",NA,2019
"BHI-002","pressures","LIV",NA,2019
"BHI-003","pressures","LIV",NA,2019
"BHI-005","pressures","LIV",NA,2019
"BHI-006","pressures","LIV",NA,2019
"BHI-007","pressures","LIV",NA,2019
"BHI-008","pressures","LIV",NA,2019
"BHI-009","pressures","LIV",NA,2019
"BHI-010","pressures","LIV",NA,2019
"BHI-011","pressures","LIV",NA,2019
"BHI-012","pressures","LIV",NA,2019
"BHI-013","pressures","LIV",NA,2019
"BHI-014","pressures","LIV",NA,2019
"BHI-015","pressures","LIV",NA,2019
"BHI-016","pressures","LIV",NA,2019
"BHI-017","pressures","LIV",NA,2019
"BHI-018","pressures","LIV",NA,2019
"BHI-019","pressures","LIV",NA,2019
"BHI-020","pressures","LIV",NA,2019
"BHI-021","pressures","LIV",NA,2019
"BHI-022","pressures","LIV",NA,2019
"BHI-023","pressures","LIV",NA,2019
"BHI-024","pressures","LIV",NA,2019
"BHI-025","pressures","LIV",NA,2019
"BHI-026","pressures","LIV",NA,2019
"BHI-027","pressures","LIV",NA,2019
"BHI-028","pressures","LIV",NA,2019
"BHI-029","pressures","LIV",NA,2019
"BHI-030","pressures","LIV",NA,2019
"BHI-031","pressures","LIV",NA,2019
"BHI-032","pressures","LIV",NA,2019
"BHI-033","pressures","LIV",NA,2019
"BHI-034","pressures","LIV",NA,2019
"BHI-035","pressures","LIV",NA,2019
"BHI-036","pressures","LIV",NA,2019
"BHI-037","pressures","LIV",NA,2019
"BHI-038","pressures","LIV",NA,2019
"BHI-039","pressures","LIV",NA,2019
"BHI-040","pressures","LIV",NA,2019
"BHI-041","pressures","LIV",NA,2019
"BHI-042","pressures","LIV",NA,2019
"BHI-043","pressures","LIV",NA,2019
"BHI-301","pressures","LIV",NA,2019
"BHI-302","pressures","LIV",NA,2019
"BHI-303","pressures","LIV",NA,2019
"BHI-304","pressures","LIV",NA,2019
"BHI-305","pressures","LIV",NA,2019
"BHI-306","pressures","LIV",NA,2019
"BHI-307","pressures","LIV",NA,2019
"BHI-308","pressures","LIV",NA,2019
"BHI-309","pressures","LIV",NA,2019
"BHI-501","pressures","LIV",NA,2019
"BHI-502","pressures","LIV",NA,2019
"BHI-503","pressures","LIV",NA,2019
"BHI-504","pressures","LIV",NA,2019
"BHI-505","pressures","LIV",NA,2019
"BHI-506","pressures","LIV",NA,2019
"BHI-507","pressures","LIV",NA,2019
"BHI-508","pressures","LIV",NA,2019
"BHI-509","pressures","LIV",NA,2019
"BHI-510","pressures","LIV",NA,2019
"BHI-511","pressures","LIV",NA,2019
"BHI-512","pressures","LIV",NA,2019
"BHI-513","pressures","LIV",NA,2019
"BHI-514","pressures","LIV",NA,2019
"BHI-515","pressures","LIV",NA,2019
"BHI-516","pressures","LIV",NA,2019
"BHI-517","pressures","LIV",NA,2019
"BHI-518","pressures","LIV",NA,2019
"BHI-000","resilience","LIV",80.1,2019
"BHI-001","resilience","LIV",80.7,2019
"BHI-002","resilience","LIV",78,2019
"BHI-003","resilience","LIV",78,2019
"BHI-005","resilience","LIV",80.7,2019
"BHI-006","resilience","LIV",78,2019
"BHI-007","resilience","LIV",78,2019
"BHI-008","resilience","LIV",81.1,2019
"BHI-009","resilience","LIV",78,2019
"BHI-010","resilience","LIV",81.1,2019
"BHI-011","resilience","LIV",80.7,2019
"BHI-012","resilience","LIV",78,2019
"BHI-013","resilience","LIV",81.1,2019
"BHI-014","resilience","LIV",80.7,2019
"BHI-015","resilience","LIV",78,2019
"BHI-016","resilience","LIV",81.1,2019
"BHI-017","resilience","LIV",76.9,2019
"BHI-018","resilience","LIV",76.9,2019
"BHI-019","resilience","LIV",NA,2019
"BHI-020","resilience","LIV",80.7,2019
"BHI-021","resilience","LIV",76.9,2019
"BHI-022","resilience","LIV",NA,2019
"BHI-023","resilience","LIV",81.6,2019
"BHI-024","resilience","LIV",79.8,2019
"BHI-025","resilience","LIV",78.5,2019
"BHI-026","resilience","LIV",80.7,2019
"BHI-027","resilience","LIV",79.8,2019
"BHI-028","resilience","LIV",78.5,2019
"BHI-029","resilience","LIV",80.7,2019
"BHI-030","resilience","LIV",82,2019
"BHI-031","resilience","LIV",78.5,2019
"BHI-032","resilience","LIV",82,2019
"BHI-033","resilience","LIV",NA,2019
"BHI-034","resilience","LIV",78.5,2019
"BHI-035","resilience","LIV",80.7,2019
"BHI-036","resilience","LIV",82,2019
"BHI-037","resilience","LIV",80.7,2019
"BHI-038","resilience","LIV",82,2019
"BHI-039","resilience","LIV",80.7,2019
"BHI-040","resilience","LIV",82,2019
"BHI-041","resilience","LIV",80.7,2019
"BHI-042","resilience","LIV",82,2019
"BHI-043","resilience","LIV",NA,2019
"BHI-301","resilience","LIV",80.7,2019
"BHI-302","resilience","LIV",78,2019
"BHI-303","resilience","LIV",81.1,2019
"BHI-304","resilience","LIV",76.9,2019
"BHI-305","resilience","LIV",NA,2019
"BHI-306","resilience","LIV",81.6,2019
"BHI-307","resilience","LIV",79.8,2019
"BHI-308","resilience","LIV",78.5,2019
"BHI-309","resilience","LIV",82,2019
"BHI-501","resilience","LIV",78.8,2019
"BHI-502","resilience","LIV",78,2019
"BHI-503","resilience","LIV",79.4,2019
"BHI-504","resilience","LIV",80,2019
"BHI-505","resilience","LIV",80.3,2019
"BHI-506","resilience","LIV",79.9,2019
"BHI-507","resilience","LIV",78.7,2019
"BHI-508","resilience","LIV",76.9,2019
"BHI-509","resilience","LIV",79.7,2019
"BHI-510","resilience","LIV",80.7,2019
"BHI-511","resilience","LIV",79.1,2019
"BHI-512","resilience","LIV",80.4,2019
"BHI-513","resilience","LIV",80.4,2019
"BHI-514","resilience","LIV",81.6,2019
"BHI-515","resilience","LIV",81.3,2019
"BHI-516","resilience","LIV",81.5,2019
"BHI-517","resilience","LIV",81.3,2019
"BHI-518","resilience","LIV",NA,2019
"BHI-000","score","LIV",98.4,2019
"BHI-001","score","LIV",99.8,2019
"BHI-002","score","LIV",98.5,2019
"BHI-003","score","LIV",98.2,2019
"BHI-005","score","LIV",99.5,2019
"BHI-006","score","LIV",98.8,2019
"BHI-007","score","LIV",98.1,2019
"BHI-008","score","LIV",99.9,2019
"BHI-009","score","LIV",98.1,2019
"BHI-010","score","LIV",99.9,2019
"BHI-011","score","LIV",99.5,2019
"BHI-012","score","LIV",98.5,2019
"BHI-013","score","LIV",99.9,2019
"BHI-014","score","LIV",99.5,2019
"BHI-015","score","LIV",98.8,2019
"BHI-016","score","LIV",99.9,2019
"BHI-017","score","LIV",92.9,2019
"BHI-018","score","LIV",95,2019
"BHI-019","score","LIV",NA,2019
"BHI-020","score","LIV",99.8,2019
"BHI-021","score","LIV",96.1,2019
"BHI-022","score","LIV",NA,2019
"BHI-023","score","LIV",97,2019
"BHI-024","score","LIV",96.8,2019
"BHI-025","score","LIV",98.8,2019
"BHI-026","score","LIV",99.8,2019
"BHI-027","score","LIV",96.8,2019
"BHI-028","score","LIV",98.8,2019
"BHI-029","score","LIV",99.8,2019
"BHI-030","score","LIV",NA,2019
"BHI-031","score","LIV",98.8,2019
"BHI-032","score","LIV",98.4,2019
"BHI-033","score","LIV",NA,2019
"BHI-034","score","LIV",98.8,2019
"BHI-035","score","LIV",99.8,2019
"BHI-036","score","LIV",99.5,2019
"BHI-037","score","LIV",99.7,2019
"BHI-038","score","LIV",97.8,2019
"BHI-039","score","LIV",99.7,2019
"BHI-040","score","LIV",97.8,2019
"BHI-041","score","LIV",99.7,2019
"BHI-042","score","LIV",97.1,2019
"BHI-043","score","LIV",97.9,2019
"BHI-301","score","LIV",99.7,2019
"BHI-302","score","LIV",98.5,2019
"BHI-303","score","LIV",99.9,2019
"BHI-304","score","LIV",94.3,2019
"BHI-305","score","LIV",NA,2019
"BHI-306","score","LIV",97,2019
"BHI-307","score","LIV",96.8,2019
"BHI-308","score","LIV",98.8,2019
"BHI-309","score","LIV",97.9,2019
"BHI-501","score","LIV",98.9,2019
"BHI-502","score","LIV",98.2,2019
"BHI-503","score","LIV",99.2,2019
"BHI-504","score","LIV",99.2,2019
"BHI-505","score","LIV",99.4,2019
"BHI-506","score","LIV",99.3,2019
"BHI-507","score","LIV",96.7,2019
"BHI-508","score","LIV",95,2019
"BHI-509","score","LIV",97.9,2019
"BHI-510","score","LIV",99.8,2019
"BHI-511","score","LIV",98,2019
"BHI-512","score","LIV",99.4,2019
"BHI-513","score","LIV",98.6,2019
"BHI-514","score","LIV",99.6,2019
"BHI-515","score","LIV",98.8,2019
"BHI-516","score","LIV",98.5,2019
"BHI-517","score","LIV",98.5,2019
"BHI-518","score","LIV",97.9,2019
"BHI-000","status","LIV",96.9,2019
"BHI-001","status","LIV",99.5,2019
"BHI-002","status","LIV",97,2019
"BHI-003","status","LIV",96.4,2019
"BHI-005","status","LIV",99.1,2019
"BHI-006","status","LIV",97.6,2019
"BHI-007","status","LIV",96.1,2019
"BHI-008","status","LIV",99.8,2019
"BHI-009","status","LIV",96.1,2019
"BHI-010","status","LIV",99.8,2019
"BHI-011","status","LIV",99.1,2019
"BHI-012","status","LIV",96.9,2019
"BHI-013","status","LIV",99.7,2019
"BHI-014","status","LIV",99.1,2019
"BHI-015","status","LIV",97.6,2019
"BHI-016","status","LIV",99.7,2019
"BHI-017","status","LIV",85.9,2019
"BHI-018","status","LIV",89.9,2019
"BHI-019","status","LIV",NA,2019
"BHI-020","status","LIV",99.6,2019
"BHI-021","status","LIV",92.2,2019
"BHI-022","status","LIV",NA,2019
"BHI-023","status","LIV",93.9,2019
"BHI-024","status","LIV",93.7,2019
"BHI-025","status","LIV",97.7,2019
"BHI-026","status","LIV",99.6,2019
"BHI-027","status","LIV",93.7,2019
"BHI-028","status","LIV",97.7,2019
"BHI-029","status","LIV",99.6,2019
"BHI-030","status","LIV",NA,2019
"BHI-031","status","LIV",97.7,2019
"BHI-032","status","LIV",96.8,2019
"BHI-033","status","LIV",NA,2019
"BHI-034","status","LIV",97.7,2019
"BHI-035","status","LIV",99.6,2019
"BHI-036","status","LIV",99,2019
"BHI-037","status","LIV",99.4,2019
"BHI-038","status","LIV",95.5,2019
"BHI-039","status","LIV",99.4,2019
"BHI-040","status","LIV",95.6,2019
"BHI-041","status","LIV",99.4,2019
"BHI-042","status","LIV",94.2,2019
"BHI-043","status","LIV",95.8,2019
"BHI-301","status","LIV",99.4,2019
"BHI-302","status","LIV",96.9,2019
"BHI-303","status","LIV",99.7,2019
"BHI-304","status","LIV",88.5,2019
"BHI-305","status","LIV",NA,2019
"BHI-306","status","LIV",93.9,2019
"BHI-307","status","LIV",93.7,2019
"BHI-308","status","LIV",97.7,2019
"BHI-309","status","LIV",95.7,2019
"BHI-501","status","LIV",97.7,2019
"BHI-502","status","LIV",96.4,2019
"BHI-503","status","LIV",98.3,2019
