region_id,month,year,din_conc
BHI-003,1,1995,7.86
BHI-003,1,1995,10.219999999999999
BHI-003,1,1995,8.43
BHI-001,1,1995,7.166666666666667
BHI-042,1,1995,8.0925
BHI-041,1,1995,7.755
BHI-041,1,1995,7.62
BHI-038,1,1995,3.69
BHI-037,1,1995,3.856666666666667
BHI-001,1,1995,9.049999999999999
BHI-003,1,1995,10.07
BHI-001,1,1995,7.306666666666667
BHI-002,1,1995,7.013333333333334
BHI-032,1,1995,9.684999999999999
BHI-032,1,1995,9.684999999999999
BHI-003,1,1995,9.64
BHI-001,1,1995,6.66
BHI-033,1,1995,9.71
BHI-033,1,1995,12.565
BHI-033,1,1995,12.565
BHI-033,1,1995,16.419999999999998
BHI-033,1,1995,16.419999999999998
BHI-034,1,1995,7.26
BHI-034,1,1995,7.215
BHI-032,1,1995,6.32
BHI-032,1,1995,6.32
BHI-032,1,1995,7
BHI-032,1,1995,6.93
BHI-032,1,1995,7.81
BHI-032,1,1995,7.76
BHI-033,1,1995,10.08
BHI-033,1,1995,10.015
BHI-033,1,1995,10.735
BHI-033,1,1995,10.735
BHI-031,1,1995,5.699999999999999
BHI-031,1,1995,5.63
BHI-031,1,1995,7.225
BHI-031,1,1995,7.225
BHI-031,1,1995,7.1899999999999995
BHI-031,1,1995,7.140000000000001
BHI-030,1,1995,7.01
BHI-030,1,1995,6.96
BHI-032,1,1995,6.22
BHI-032,1,1995,6.140000000000001
BHI-032,1,1995,5.89
BHI-032,1,1995,5.84
BHI-025,1,1995,4.33
BHI-025,1,1995,4.24
BHI-031,1,1995,4.61
BHI-031,1,1995,4.58
BHI-024,1,1995,4.13
BHI-024,1,1995,4.13
BHI-025,1,1995,4.08
BHI-025,1,1995,4.050000000000001
BHI-001,1,1995,8.18
BHI-001,1,1995,8.0475
BHI-013,1,1995,5.1925
BHI-012,1,1995,4.7725
BHI-015,1,1995,4.45
BHI-015,1,1995,4.22
BHI-003,1,1995,10.420000000000002
BHI-038,1,1995,4.1883333333333335
BHI-015,1,1995,4.489999999999999
BHI-017,1,1995,5.210000000000001
BHI-015,1,1995,4.483333333333334
BHI-015,1,1995,4.37
BHI-014,1,1995,4.35
BHI-014,1,1995,4.66
BHI-021,1,1995,4.5225
BHI-024,1,1995,5.2175
BHI-024,1,1995,4.7124999999999995
BHI-020,1,1995,5.11
BHI-026,1,1995,5.295
BHI-015,1,1995,4.3025
BHI-013,1,1995,5.550000000000001
BHI-012,1,1995,7.47
BHI-015,1,1995,4.445
BHI-026,1,1995,4.75
BHI-026,1,1995,5.1875
BHI-026,1,1995,5.2175
BHI-029,1,1995,5.8975
BHI-013,1,1995,5.9625
BHI-014,1,1995,4.316666666666667
BHI-002,1,1995,9.6625
BHI-002,1,1995,9.233333333333334
BHI-002,1,1995,8.806666666666665
BHI-001,1,1995,9.82
BHI-001,1,1995,10.18
BHI-003,1,1995,13.14
BHI-001,1,1995,8.71
BHI-018,1,1995,5.15
BHI-021,1,1995,5.565
BHI-003,1,1995,12.86
BHI-021,1,1995,4.494999999999999
BHI-021,1,1995,4.914999999999999
BHI-021,1,1995,4.945
BHI-001,1,1995,8.31
BHI-001,1,1995,8.4275
BHI-021,2,1995,4.786666666666666
BHI-020,2,1995,5.693333333333333
BHI-001,2,1995,8.266666666666666
BHI-026,2,1995,5.496666666666667
BHI-026,2,1995,5.35
BHI-026,2,1995,6.93
BHI-002,2,1995,8.363333333333333
BHI-024,2,1995,4.9
BHI-002,2,1995,8.056666666666667
BHI-024,2,1995,5.01
BHI-024,2,1995,4.59
BHI-024,2,1995,4.54
BHI-024,2,1995,4.72
BHI-024,2,1995,4.4
BHI-024,2,1995,4.3100000000000005
BHI-038,2,1995,4.258333333333333
BHI-037,2,1995,5.37
BHI-001,2,1995,8.7375
BHI-024,2,1995,4.645
BHI-024,2,1995,4.845000000000001
BHI-020,2,1995,4.904999999999999
BHI-020,2,1995,4.715
BHI-020,2,1995,6.470000000000001
BHI-020,2,1995,6.470000000000001
BHI-020,2,1995,5.45
BHI-020,2,1995,5.215
BHI-009,2,1995,8.125
BHI-008,2,1995,8.86
BHI-008,2,1995,10.715
BHI-007,2,1995,12.02
BHI-036,2,1995,4.635
BHI-036,2,1995,4.8
BHI-037,2,1995,5.6499999999999995
BHI-037,2,1995,5.795
BHI-037,2,1995,5.675000000000001
BHI-010,2,1995,14.600000000000001
BHI-010,2,1995,8.72
BHI-010,2,1995,8.78
BHI-010,2,1995,8.504999999999999
BHI-010,2,1995,10.14
BHI-009,2,1995,8.21
BHI-038,2,1995,4.7475000000000005
BHI-038,2,1995,4.74
BHI-038,2,1995,4.525
BHI-038,2,1995,4.56
BHI-038,2,1995,4.465
BHI-037,2,1995,5.755000000000001
BHI-037,2,1995,5.6450000000000005
BHI-037,2,1995,5.529999999999999
BHI-037,2,1995,5.539999999999999
BHI-038,2,1995,4.43
BHI-038,2,1995,4.239999999999999
BHI-038,2,1995,4.609999999999999
BHI-038,2,1995,4.609999999999999
BHI-038,2,1995,5.145
BHI-038,2,1995,4.68
BHI-038,2,1995,4.4399999999999995
BHI-010,2,1995,8.614999999999998
BHI-012,2,1995,7.859999999999999
BHI-013,2,1995,6.6
BHI-013,2,1995,5.395
BHI-013,2,1995,5.0600000000000005
BHI-003,2,1995,15.36
BHI-038,2,1995,4.69
BHI-038,2,1995,4.455
BHI-038,2,1995,5.625
BHI-038,2,1995,5.485
BHI-037,2,1995,5.0200000000000005
BHI-037,2,1995,5.16
BHI-037,2,1995,4.69
BHI-037,2,1995,4.73
BHI-037,2,1995,5.095000000000001
BHI-037,2,1995,5.175000000000001
BHI-037,2,1995,4.38
BHI-037,2,1995,4.305
BHI-037,2,1995,4.8549999999999995
BHI-037,2,1995,4.875
BHI-016,2,1995,12.07
BHI-016,2,1995,12.5
BHI-016,2,1995,14.594999999999999
BHI-016,2,1995,13.39
BHI-016,2,1995,14.8
BHI-016,2,1995,19.265
BHI-016,2,1995,8.004999999999999
BHI-003,2,1995,12.123333333333333
BHI-003,2,1995,9.69
BHI-002,2,1995,7.753333333333333
BHI-042,2,1995,7.705
BHI-042,2,1995,7.775
BHI-042,2,1995,7.415
BHI-042,2,1995,7.555
BHI-041,2,1995,7.525
BHI-041,2,1995,7.695
BHI-042,2,1995,7.59
BHI-042,2,1995,7.57
BHI-013,2,1995,5.84
BHI-013,2,1995,5.62
BHI-013,2,1995,5.205
BHI-013,2,1995,5.35
BHI-013,2,1995,5.03
BHI-012,2,1995,5.32
BHI-011,2,1995,5
BHI-002,2,1995,13.01
BHI-002,2,1995,10.05
BHI-001,2,1995,9.31
BHI-002,2,1995,13.496666666666666
BHI-002,2,1995,13.32
BHI-002,2,1995,14.496666666666666
BHI-001,2,1995,15.5
BHI-001,2,1995,13.116666666666667
BHI-038,2,1995,4.455
BHI-038,2,1995,4.51
BHI-038,2,1995,4.045
BHI-038,2,1995,4.08
BHI-039,2,1995,4.395
BHI-039,2,1995,4.335000000000001
BHI-042,2,1995,7.32
BHI-042,2,1995,7.465
BHI-013,2,1995,5.49
BHI-013,2,1995,5.22
BHI-015,2,1995,4.18
BHI-001,2,1995,12.336666666666666
BHI-036,2,1995,5.705
BHI-036,2,1995,5.885
BHI-015,2,1995,4.39
BHI-015,2,1995,4.55
BHI-011,2,1995,7.026666666666666
BHI-015,2,1995,4.540000000000001
BHI-017,2,1995,4.51
BHI-015,2,1995,4.53
BHI-021,2,1995,4.78
BHI-021,2,1995,4.76
BHI-021,2,1995,4.51
BHI-001,2,1995,9.866666666666667
BHI-024,2,1995,4.71
BHI-024,2,1995,4.51
BHI-024,2,1995,4.41
BHI-024,2,1995,4.42
BHI-003,2,1995,11.649999999999999
BHI-003,2,1995,12.93
BHI-002,2,1995,14.4325
BHI-024,2,1995,4.51
BHI-020,2,1995,4.71
BHI-029,2,1995,4.64
BHI-029,2,1995,5.29
BHI-031,2,1995,6.18
BHI-038,2,1995,5.81875
BHI-001,2,1995,11.18
BHI-026,2,1995,4.92
BHI-026,2,1995,5.02
BHI-026,2,1995,5.505
BHI-026,2,1995,5.6025
BHI-026,2,1995,5.17
BHI-010,2,1995,9.613333333333333
BHI-007,2,1995,12.876666666666667
BHI-007,2,1995,13.43
BHI-012,2,1995,7.510000000000001
BHI-013,2,1995,5.28
BHI-003,2,1995,12.653333333333334
BHI-018,2,1995,4.9799999999999995
BHI-012,2,1995,6.333333333333333
BHI-021,2,1995,4.95
BHI-001,2,1995,8.299999999999999
BHI-026,2,1995,4.82
BHI-001,2,1995,9.43
BHI-002,2,1995,8.746666666666666
BHI-001,2,1995,8.399999999999999
BHI-002,2,1995,8.173333333333334
BHI-001,2,1995,9.129999999999999
BHI-016,2,1995,11.085
BHI-016,2,1995,13.129999999999999
BHI-016,2,1995,13.58
BHI-016,2,1995,20.285
BHI-016,2,1995,5.67
BHI-013,2,1995,5.24
BHI-003,2,1995,15.219999999999999
BHI-002,2,1995,12.3325
BHI-013,2,1995,5.305
BHI-012,2,1995,5.13
BHI-001,2,1995,10.073333333333334
BHI-001,2,1995,9.5925
BHI-001,2,1995,9.8675
BHI-015,2,1995,4.4325
BHI-017,2,1995,4.836666666666666
BHI-015,2,1995,4.6025
BHI-021,2,1995,5.245
BHI-038,2,1995,4.736666666666666
BHI-038,2,1995,4.905
BHI-038,2,1995,4.291428571428571
BHI-024,2,1995,4.6425
BHI-024,2,1995,4.6499999999999995
BHI-020,2,1995,3.99
BHI-026,2,1995,5.4
BHI-029,2,1995,5.8075
BHI-026,2,1995,5.404999999999999
BHI-026,2,1995,5.2675
BHI-011,2,1995,8.643333333333333
BHI-001,2,1995,1.2833333333333332
BHI-003,2,1995,15
BHI-014,2,1995,4.406666666666666
BHI-027,2,1995,11.5
BHI-027,2,1995,9.885
BHI-027,2,1995,10.754999999999999
BHI-038,2,1995,0
BHI-013,2,1995,5.33
BHI-012,2,1995,5.1075
BHI-003,2,1995,15.07
BHI-027,2,1995,12.5
BHI-038,12,1995,3.145
BHI-038,12,1995,3.0149999999999997
BHI-037,12,1995,3.236
BHI-003,12,1995,5
BHI-001,12,1995,2.94
BHI-021,12,1995,2.395
BHI-001,12,1995,3.0766666666666667
BHI-026,12,1995,3
BHI-001,12,1995,3.9233333333333333
BHI-020,12,1995,3.0900000000000003
BHI-015,12,1995,3.0250000000000004
BHI-015,12,1995,3.3200000000000003
BHI-038,12,1995,5.01525
BHI-003,12,1995,5.5
BHI-003,12,1995,5.720000000000001
BHI-002,12,1995,2.86
BHI-026,12,1995,3.953333333333333
BHI-041,12,1995,7.605
BHI-013,12,1995,3.006666666666667
BHI-012,12,1995,3.4775
BHI-006,12,1995,5.569999999999999
BHI-001,12,1995,5.453333333333333
BHI-001,12,1995,4.4725
BHI-001,12,1995,4.77
BHI-011,12,1995,4.1433333333333335
BHI-003,12,1995,6.64
BHI-006,12,1995,5.93
BHI-003,12,1995,6.140000000000001
BHI-003,12,1995,6.5
BHI-003,1,1996,7.15
BHI-003,1,1996,7.35
BHI-003,1,1996,6.43
BHI-002,1,1996,6.07
BHI-042,1,1996,7.6933333333333325
BHI-041,1,1996,7.7283333333333335
BHI-006,1,1996,7.359999999999999
BHI-006,1,1996,5.28
BHI-037,1,1996,5.133333333333333
BHI-041,1,1996,7.683333333333333
BHI-041,1,1996,7.721666666666667
BHI-038,1,1996,3.5866666666666664
BHI-038,1,1996,4.016666666666667
BHI-037,1,1996,5.126666666666667
BHI-038,1,1996,3.5733333333333333
BHI-038,1,1996,4.003333333333333
BHI-038,1,1996,4.348333333333334
BHI-038,1,1996,4.348333333333334
BHI-003,1,1996,6.65
BHI-003,1,1996,7.29
BHI-026,1,1996,4.09
BHI-001,1,1996,6.446666666666666
BHI-001,1,1996,6.03
BHI-003,1,1996,9.14
BHI-002,1,1996,7.199999999999999
BHI-002,1,1996,6.683333333333334
BHI-001,1,1996,6.836666666666667
BHI-001,1,1996,5.55
BHI-001,1,1996,5.78
BHI-001,1,1996,5.65
BHI-001,1,1996,5.67
BHI-002,1,1996,6.746666666666667
BHI-002,1,1996,5.766666666666667
BHI-001,1,1996,6.448
BHI-002,1,1996,6.6499999999999995
BHI-013,1,1996,4.8533333333333335
BHI-012,1,1996,4.56
BHI-012,1,1996,5.15
BHI-026,1,1996,3.915
BHI-026,1,1996,3.62
BHI-020,1,1996,3.7
BHI-015,1,1996,3.9975
BHI-015,1,1996,4.263333333333334
BHI-021,1,1996,3.6266666666666665
BHI-024,1,1996,3.6066666666666665
BHI-024,1,1996,3.685
BHI-001,1,1996,6.285
BHI-032,1,1996,5.890000000000001
BHI-032,1,1996,5.890000000000001
BHI-034,1,1996,8.85
BHI-034,1,1996,8.93
BHI-001,1,1996,6.683333333333334
BHI-002,1,1996,6.953333333333333
BHI-002,1,1996,6.513333333333334
BHI-002,1,1996,7.176666666666667
BHI-038,1,1996,4.568333333333333
BHI-003,2,1996,6.85
BHI-003,2,1996,6.86
BHI-001,2,1996,6.25
BHI-001,2,1996,6.5125
BHI-002,2,1996,6.0200000000000005
BHI-036,2,1996,5.96
BHI-036,2,1996,5.96
BHI-038,2,1996,4.568333333333333
BHI-002,2,1996,7.366666666666666
BHI-038,2,1996,3.755
BHI-038,2,1996,3.74
BHI-038,2,1996,3.94
BHI-038,2,1996,3.895
BHI-038,2,1996,4.2
BHI-038,2,1996,4.285
BHI-038,2,1996,4.335000000000001
BHI-038,2,1996,4.390000000000001
BHI-037,2,1996,4.65
BHI-037,2,1996,4.535
BHI-037,2,1996,5.130000000000001
BHI-037,2,1996,5.23
BHI-037,2,1996,5.48
BHI-037,2,1996,5.3500000000000005
BHI-039,2,1996,5.945
BHI-039,2,1996,5.925
BHI-038,2,1996,5.709999999999999
BHI-038,2,1996,4.46
BHI-038,2,1996,4.58
BHI-002,2,1996,7.326666666666666
BHI-002,2,1996,7.05
BHI-038,2,1996,3.81
BHI-038,2,1996,3.87
BHI-038,2,1996,3.675
BHI-038,2,1996,4.4399999999999995
BHI-038,2,1996,4.4399999999999995
BHI-003,2,1996,7
BHI-037,2,1996,3.975
BHI-037,2,1996,4.115
BHI-037,2,1996,3.58
