region_id,month,year,din_conc
BHI-037,2,1996,3.72
BHI-037,2,1996,3.6100000000000003
BHI-037,2,1996,3.72
BHI-037,2,1996,3.6449999999999996
BHI-037,2,1996,3.84
BHI-037,2,1996,3.7199999999999998
BHI-037,2,1996,3.84
BHI-037,2,1996,3.7249999999999996
BHI-037,2,1996,4.029999999999999
BHI-037,2,1996,3.905
BHI-037,2,1996,4.685
BHI-037,2,1996,4.81
BHI-038,2,1996,6.568
BHI-036,2,1996,4.095
BHI-036,2,1996,3.8499999999999996
BHI-036,2,1996,4.055
BHI-036,2,1996,3.815
BHI-036,2,1996,3.885
BHI-036,2,1996,4.09
BHI-032,2,1996,7.71
BHI-032,2,1996,8.06
BHI-010,2,1996,8.45
BHI-009,2,1996,6.515000000000001
BHI-008,2,1996,7.9399999999999995
BHI-001,2,1996,6.64
BHI-001,2,1996,6.569999999999999
BHI-031,2,1996,4.745
BHI-031,2,1996,4.54
BHI-031,2,1996,4.609999999999999
BHI-031,2,1996,4.43
BHI-030,2,1996,6.5200000000000005
BHI-010,2,1996,5.915
BHI-010,2,1996,6.69
BHI-010,2,1996,6.779999999999999
BHI-012,2,1996,6.66
BHI-013,2,1996,6.87
BHI-013,2,1996,6.15
BHI-002,2,1996,6.663333333333333
BHI-002,2,1996,6.79
BHI-001,2,1996,6.69
BHI-001,2,1996,6.69
BHI-001,2,1996,6.7299999999999995
BHI-001,2,1996,6.8966666666666665
BHI-001,2,1996,6.71
BHI-020,2,1996,4.215
BHI-020,2,1996,4.2
BHI-020,2,1996,4.15
BHI-020,2,1996,4.335
BHI-025,2,1996,4.43
BHI-025,2,1996,4.305
BHI-025,2,1996,5.01
BHI-025,2,1996,4.859999999999999
BHI-025,2,1996,5.42
BHI-025,2,1996,5.195
BHI-026,2,1996,4.118
BHI-031,2,1996,5.039999999999999
BHI-031,2,1996,4.944999999999999
BHI-013,2,1996,4.51
BHI-013,2,1996,6.65
BHI-013,2,1996,6.81
BHI-013,2,1996,5.965
BHI-012,2,1996,5.3950000000000005
BHI-011,2,1996,5.06
BHI-003,2,1996,8.93
BHI-015,2,1996,4.31
BHI-003,2,1996,7.78
BHI-002,2,1996,7.093333333333334
BHI-001,2,1996,6.453333333333333
BHI-001,2,1996,6.453333333333333
BHI-002,2,1996,7.566666666666666
BHI-002,2,1996,7.566666666666666
BHI-002,2,1996,6.88
BHI-002,2,1996,7.023333333333333
BHI-001,2,1996,6.543333333333333
BHI-001,2,1996,6.336666666666667
BHI-024,2,1996,4.48
BHI-024,2,1996,4.29
BHI-024,2,1996,4.095000000000001
BHI-024,2,1996,4.18
BHI-020,2,1996,4.2
BHI-020,2,1996,4.16
BHI-024,2,1996,4.67
BHI-024,2,1996,4.4799999999999995
BHI-020,2,1996,4.07
BHI-020,2,1996,3.9899999999999998
BHI-013,2,1996,4.895
BHI-013,2,1996,4.48
BHI-013,2,1996,4.390000000000001
BHI-015,2,1996,4.14
BHI-013,2,1996,5.27
BHI-015,2,1996,4.06
BHI-026,2,1996,4.453333333333333
BHI-026,2,1996,4.38
BHI-026,2,1996,4.0200000000000005
BHI-026,2,1996,4.16
BHI-029,2,1996,4.01
BHI-029,2,1996,3.8899999999999997
BHI-015,2,1996,4.73
BHI-015,2,1996,4.56
BHI-030,2,1996,4.664999999999999
BHI-030,2,1996,4.705
BHI-018,2,1996,7.32
BHI-017,2,1996,4.55
BHI-021,2,1996,4.14
BHI-021,2,1996,4.41
BHI-021,2,1996,4.17
BHI-024,2,1996,4.19
BHI-024,2,1996,4.18
BHI-024,2,1996,4.09
BHI-001,2,1996,8.094999999999999
BHI-001,2,1996,6.965
BHI-001,2,1996,6.88
BHI-038,2,1996,4.390000000000001
BHI-007,2,1996,7.3
BHI-013,2,1996,6.453333333333333
BHI-003,2,1996,7.923333333333334
BHI-012,2,1996,6.6425
BHI-012,2,1996,6.0200000000000005
BHI-011,2,1996,4.616666666666666
BHI-003,2,1996,7.523333333333333
BHI-003,2,1996,7.523333333333333
BHI-002,2,1996,8.37
BHI-002,2,1996,8.37
BHI-038,2,1996,4.390000000000001
BHI-003,2,1996,6.88
BHI-003,2,1996,6.88
BHI-024,2,1996,4.325
BHI-010,2,1996,7.303333333333334
BHI-010,2,1996,7.303333333333334
BHI-007,2,1996,5.966666666666667
BHI-012,2,1996,7.483333333333333
BHI-013,2,1996,7.39
BHI-012,2,1996,5.586666666666667
BHI-015,2,1996,4.365
BHI-017,2,1996,4.34
BHI-017,2,1996,4.123333333333333
BHI-024,2,1996,4.615
BHI-024,2,1996,4.78
BHI-020,2,1996,4.24
BHI-018,2,1996,5.97
BHI-021,2,1996,4.645
BHI-024,2,1996,4.676666666666667
BHI-024,2,1996,3.7575000000000003
BHI-024,2,1996,4.33
BHI-024,2,1996,4.303333333333334
BHI-020,2,1996,4.39
BHI-026,2,1996,4.3500000000000005
BHI-026,2,1996,4.620000000000001
BHI-026,2,1996,4.404999999999999
BHI-013,2,1996,5.67
BHI-010,2,1996,6.335
BHI-013,2,1996,5.695
BHI-003,2,1996,8.42
BHI-003,2,1996,9.420000000000002
BHI-001,2,1996,6.63
BHI-001,2,1996,5.906666666666666
BHI-036,2,1996,3.9263333333333335
BHI-036,2,1996,4.616333333333333
BHI-001,2,1996,3.0966666666666667
BHI-003,12,1996,6.21
BHI-003,12,1996,6.92
BHI-001,12,1996,3.2600000000000002
BHI-001,12,1996,4.93
BHI-015,12,1996,2.495
BHI-015,12,1996,2.82
BHI-003,12,1996,4.85
BHI-021,12,1996,2.7199999999999998
BHI-024,12,1996,2.2666666666666666
BHI-002,12,1996,5.22
BHI-024,12,1996,2.1366666666666667
BHI-026,12,1996,2.825
BHI-020,12,1996,2.0625
BHI-026,12,1996,3.7775
BHI-029,12,1996,2.67
BHI-014,12,1996,2.9833333333333334
BHI-014,12,1996,2.9633333333333334
BHI-014,12,1996,3.453333333333333
BHI-014,12,1996,3.296666666666667
BHI-014,12,1996,5.12
BHI-014,12,1996,5.206666666666667
BHI-026,12,1996,2.7575000000000003
BHI-026,12,1996,3.785
BHI-013,12,1996,2.8966666666666665
BHI-012,12,1996,2.79
BHI-001,12,1996,4.88
BHI-001,12,1996,4.26
BHI-001,12,1996,4.68
BHI-002,12,1996,6.1875
BHI-003,12,1996,6.21
BHI-003,12,1996,6.930000000000001
BHI-041,12,1996,7.126
BHI-041,12,1996,7.1259999999999994
BHI-003,12,1996,7.220000000000001
BHI-003,1,1997,9.79
BHI-003,1,1997,7.68
BHI-038,1,1997,5.676
BHI-012,1,1997,4.246666666666667
BHI-013,1,1997,3.95
BHI-012,1,1997,4.903333333333333
BHI-003,1,1997,7.07
BHI-011,1,1997,6.170000000000001
BHI-003,1,1997,7.720000000000001
BHI-010,1,1997,5.133333333333334
BHI-007,1,1997,5.723333333333333
BHI-007,1,1997,7.82
BHI-003,1,1997,7.996666666666667
BHI-003,1,1997,8.843333333333334
BHI-003,1,1997,8.92
BHI-041,1,1997,7.3
BHI-041,1,1997,7.201666666666666
BHI-002,1,1997,5.3566666666666665
BHI-002,1,1997,4.260000000000001
BHI-002,1,1997,6.626666666666667
BHI-002,1,1997,5.8533333333333335
BHI-002,1,1997,6.52
BHI-002,1,1997,6.83
BHI-001,1,1997,6.02
BHI-003,1,1997,8.08
BHI-001,1,1997,5.433333333333334
BHI-002,1,1997,3.0233333333333334
BHI-001,1,1997,4.796666666666667
BHI-001,1,1997,3.8
BHI-001,1,1997,7.846666666666667
BHI-038,1,1997,3.9433333333333334
BHI-037,1,1997,3.8475
BHI-038,1,1997,3.6433333333333335
BHI-001,1,1997,3.0700000000000003
BHI-001,1,1997,2.7866666666666666
BHI-013,1,1997,3.816666666666667
BHI-012,1,1997,3.5025
BHI-012,1,1997,3.8433333333333333
BHI-011,1,1997,4.359999999999999
BHI-015,1,1997,3.82
BHI-017,1,1997,3.9333333333333336
BHI-015,1,1997,3.71
BHI-003,1,1997,7.72
BHI-012,1,1997,5.43
BHI-021,1,1997,3.465
BHI-024,1,1997,3.25
BHI-024,1,1997,3.4050000000000002
BHI-020,1,1997,3.325
BHI-026,1,1997,3.7275
BHI-026,1,1997,3.6966666666666668
BHI-026,1,1997,4.273333333333333
BHI-029,1,1997,3.546666666666667
BHI-014,1,1997,4.373333333333333
BHI-014,1,1997,4.39
BHI-001,1,1997,4.773333333333333
BHI-014,1,1997,3.7866666666666666
BHI-001,1,1997,2.31
BHI-001,1,1997,0.7866666666666667
BHI-001,1,1997,0.9816666666666667
BHI-002,1,1997,0.185
BHI-001,1,1997,2.555
BHI-002,1,1997,6.6866666666666665
BHI-002,1,1997,4.166666666666667
BHI-001,1,1997,4.41
BHI-001,1,1997,3.5966666666666667
BHI-003,1,1997,9.07
BHI-003,1,1997,7.78
BHI-001,1,1997,1.2950000000000002
BHI-006,1,1997,3.86
BHI-001,1,1997,4.046666666666667
BHI-026,1,1997,4.368
BHI-002,1,1997,5.336666666666667
BHI-002,1,1997,4.696666666666667
BHI-001,1,1997,0.33
BHI-003,1,1997,8.5
BHI-002,1,1997,2.355
BHI-003,2,1997,8.07
BHI-041,2,1997,7.862
BHI-010,2,1997,5.68
BHI-010,2,1997,6.64
BHI-009,2,1997,6.395
BHI-008,2,1997,6.720000000000001
BHI-008,2,1997,7.27
BHI-007,2,1997,0.94
BHI-038,2,1997,3.908333333333333
BHI-010,2,1997,9.84
BHI-010,2,1997,9.315
BHI-010,2,1997,6.1850000000000005
BHI-010,2,1997,7.345
BHI-010,2,1997,6.46
BHI-009,2,1997,6.255
BHI-010,2,1997,6.5
BHI-012,2,1997,5.18
BHI-013,2,1997,5.455
BHI-013,2,1997,4.79
BHI-013,2,1997,4.415
BHI-013,2,1997,3.86
BHI-013,2,1997,3.85
BHI-012,2,1997,4.12
BHI-011,2,1997,3.8
BHI-015,2,1997,3.85
BHI-015,2,1997,3.85
BHI-015,2,1997,3.95
BHI-015,2,1997,4
BHI-015,2,1997,3.88
BHI-017,2,1997,4.29
BHI-014,2,1997,4.38
BHI-016,2,1997,19.386666666666667
BHI-016,2,1997,21.380000000000003
BHI-016,2,1997,15.76
BHI-016,2,1997,19.580000000000002
BHI-016,2,1997,20.715
BHI-016,2,1997,19.8
BHI-013,2,1997,10.850000000000001
BHI-013,2,1997,5.775
BHI-013,2,1997,4.845
BHI-013,2,1997,4.585
BHI-013,2,1997,4.455
BHI-013,2,1997,4.1
BHI-012,2,1997,4.495
BHI-003,2,1997,2.2800000000000002
BHI-003,2,1997,7.85
BHI-001,2,1997,1.7850000000000001
BHI-011,2,1997,4.09
BHI-001,2,1997,0.2557142857142857
BHI-027,2,1997,10.686666666666666
BHI-002,2,1997,1.2199999999999998
BHI-026,2,1997,3.95
BHI-026,2,1997,3.68
BHI-026,2,1997,3.91
BHI-026,2,1997,4.47
BHI-003,2,1997,5.5
BHI-027,2,1997,9.35
BHI-020,2,1997,3.8
BHI-026,2,1997,3.71
BHI-029,2,1997,3.89
BHI-031,2,1997,4.365
BHI-024,2,1997,3.9
BHI-024,2,1997,3.8150000000000004
BHI-003,2,1997,5.92
BHI-024,2,1997,3.83
BHI-024,2,1997,3.72
BHI-001,2,1997,0.12666666666666668
BHI-001,2,1997,0.5033333333333333
BHI-001,2,1997,0.96
BHI-002,2,1997,0.3175
BHI-032,2,1997,8.120000000000001
BHI-034,2,1997,8.48
BHI-032,2,1997,9.129999999999999
BHI-032,2,1997,10.61
BHI-013,2,1997,4.02
BHI-012,2,1997,4.1775
BHI-018,2,1997,4.12
BHI-012,2,1997,4.32
BHI-021,2,1997,4.19
BHI-021,2,1997,4.445
BHI-021,2,1997,4.47
BHI-001,2,1997,3.41
BHI-024,2,1997,4.14
BHI-031,2,1997,6.220000000000001
BHI-030,2,1997,5.835
BHI-032,2,1997,6.8149999999999995
BHI-034,2,1997,7.165
BHI-032,2,1997,7.355
BHI-034,2,1997,7.994999999999999
BHI-018,2,1997,4.12
BHI-015,2,1997,4.1475
BHI-017,2,1997,4.225
BHI-017,2,1997,4.243333333333333
BHI-021,2,1997,4.386666666666667
BHI-021,2,1997,4.265000000000001
BHI-036,2,1997,5.1
BHI-036,2,1997,4.91
BHI-036,2,1997,4.88
BHI-037,2,1997,4.975
BHI-037,2,1997,5.06
BHI-024,2,1997,4.176666666666667
BHI-024,2,1997,3.875
BHI-026,2,1997,4.1
BHI-024,2,1997,3.9466666666666663
BHI-013,2,1997,4.15
BHI-012,2,1997,5.18
BHI-015,2,1997,4.380000000000001
BHI-015,2,1997,4.25
BHI-015,2,1997,4.38
BHI-015,2,1997,4.33
BHI-014,2,1997,4.676666666666666
BHI-010,2,1997,5.71
BHI-009,2,1997,5.74
BHI-009,2,1997,5.595
BHI-010,2,1997,5.965
BHI-012,2,1997,6.0600000000000005
BHI-013,2,1997,4.46
BHI-013,2,1997,4.1
BHI-013,2,1997,4.265
BHI-011,2,1997,4.24
BHI-003,2,1997,4.92
BHI-003,2,1997,5.14
BHI-014,2,1997,4.165
BHI-036,2,1997,6.04
BHI-013,2,1997,4.133333333333334
BHI-012,2,1997,4.8925
BHI-031,2,1997,4.5
BHI-031,2,1997,4.92
BHI-011,2,1997,5.386666666666667
BHI-015,2,1997,4.195
BHI-015,2,1997,4.2299999999999995
BHI-020,2,1997,3.99
BHI-020,2,1997,4.32
BHI-025,2,1997,4.4
BHI-025,2,1997,5.395
BHI-025,2,1997,5.83
BHI-003,2,1997,2.92
BHI-014,2,1997,4.25
BHI-024,2,1997,4.32
BHI-024,2,1997,4.1
BHI-020,2,1997,4.58
BHI-026,2,1997,4.994999999999999
BHI-026,2,1997,4.8149999999999995
BHI-029,2,1997,5.13
BHI-031,2,1997,5.34
