"region_id","year","surf_temp_pressure"
"BHI-023",2015,0.16
"BHI-024",2015,0.16
"BHI-025",2015,0.16
"BHI-026",2015,0.1
"BHI-027",2015,0.37
"BHI-028",2015,0.37
"BHI-029",2015,0.12
"BHI-030",2015,0.12
"BHI-031",2015,0.12
"BHI-032",2015,0.26
"BHI-033",2015,0.26
"BHI-034",2015,0.26
"BHI-035",2015,0.43
"BHI-036",2015,0.43
"BHI-037",2015,0.31
"BHI-038",2015,0.31
"BHI-039",2015,0.41
"BHI-040",2015,0.41
"BHI-041",2015,0.38
"BHI-042",2015,0.38
"BHI-043",2015,0.34
"BHI-001",2016,0.31
"BHI-002",2016,0.31
"BHI-003",2016,0.39
"BHI-005",2016,0.25
"BHI-006",2016,0.25
"BHI-007",2016,0.3
"BHI-008",2016,0.3
"BHI-009",2016,0.41
"BHI-010",2016,0.41
"BHI-011",2016,0.51
"BHI-012",2016,0.51
"BHI-013",2016,0.51
"BHI-014",2016,0.26
"BHI-015",2016,0.26
"BHI-016",2016,0.26
"BHI-017",2016,0.26
"BHI-018",2016,0.59
"BHI-019",2016,0.59
"BHI-020",2016,0.17
"BHI-021",2016,0.17
"BHI-022",2016,0.17
"BHI-023",2016,0.17
"BHI-024",2016,0.17
"BHI-025",2016,0.17
"BHI-026",2016,0.1
"BHI-027",2016,0.39
"BHI-028",2016,0.39
"BHI-029",2016,0.12
"BHI-030",2016,0.12
"BHI-031",2016,0.12
"BHI-032",2016,0.26
"BHI-033",2016,0.26
"BHI-034",2016,0.26
"BHI-035",2016,0.42
"BHI-036",2016,0.42
"BHI-037",2016,0.32
"BHI-038",2016,0.32
"BHI-039",2016,0.42
"BHI-040",2016,0.42
"BHI-041",2016,0.42
"BHI-042",2016,0.42
"BHI-043",2016,0.33
"BHI-001",2017,0.33
"BHI-002",2017,0.33
"BHI-003",2017,0.4
"BHI-005",2017,0.26
"BHI-006",2017,0.26
"BHI-007",2017,0.31
"BHI-008",2017,0.31
"BHI-009",2017,0.43
"BHI-010",2017,0.43
"BHI-011",2017,0.52
"BHI-012",2017,0.52
"BHI-013",2017,0.52
"BHI-014",2017,0.27
"BHI-015",2017,0.27
"BHI-016",2017,0.27
"BHI-017",2017,0.27
"BHI-018",2017,0.57
"BHI-019",2017,0.57
"BHI-020",2017,0.18
"BHI-021",2017,0.18
"BHI-022",2017,0.18
"BHI-023",2017,0.18
"BHI-024",2017,0.18
"BHI-025",2017,0.18
"BHI-026",2017,0.11
"BHI-027",2017,0.41
"BHI-028",2017,0.41
"BHI-029",2017,0.1
"BHI-030",2017,0.1
"BHI-031",2017,0.1
"BHI-032",2017,0.26
"BHI-033",2017,0.26
"BHI-034",2017,0.26
"BHI-035",2017,0.41
"BHI-036",2017,0.41
"BHI-037",2017,0.39
"BHI-038",2017,0.39
"BHI-039",2017,0.47
"BHI-040",2017,0.47
"BHI-041",2017,0.47
"BHI-042",2017,0.47
"BHI-043",2017,0.38
"BHI-001",2018,0.36
"BHI-002",2018,0.36
"BHI-003",2018,0.44
"BHI-005",2018,0.22
"BHI-006",2018,0.22
"BHI-007",2018,0.34
"BHI-008",2018,0.34
"BHI-009",2018,0.46
"BHI-010",2018,0.46
"BHI-011",2018,0.56
"BHI-012",2018,0.56
"BHI-013",2018,0.56
"BHI-014",2018,0.34
"BHI-015",2018,0.34
"BHI-016",2018,0.34
"BHI-017",2018,0.34
"BHI-018",2018,0.59
"BHI-019",2018,0.59
"BHI-020",2018,0.2
"BHI-021",2018,0.2
"BHI-022",2018,0.2
"BHI-023",2018,0.2
"BHI-024",2018,0.2
"BHI-025",2018,0.2
"BHI-026",2018,0.12
"BHI-027",2018,0.42
"BHI-028",2018,0.42
"BHI-029",2018,0.13
"BHI-030",2018,0.13
"BHI-031",2018,0.13
"BHI-032",2018,0.3
"BHI-033",2018,0.3
"BHI-034",2018,0.3
"BHI-035",2018,0.51
"BHI-036",2018,0.51
"BHI-037",2018,0.46
"BHI-038",2018,0.46
"BHI-039",2018,0.53
"BHI-040",2018,0.53
"BHI-041",2018,0.54
"BHI-042",2018,0.54
"BHI-043",2018,0.46
"BHI-001",2019,0.36
"BHI-002",2019,0.36
"BHI-003",2019,0.44
"BHI-005",2019,0.22
"BHI-006",2019,0.22
"BHI-007",2019,0.33
"BHI-008",2019,0.33
"BHI-009",2019,0.46
"BHI-010",2019,0.46
"BHI-011",2019,0.54
"BHI-012",2019,0.54
"BHI-013",2019,0.54
"BHI-014",2019,0.4
"BHI-015",2019,0.4
"BHI-016",2019,0.4
"BHI-017",2019,0.4
"BHI-018",2019,0.63
"BHI-019",2019,0.63
"BHI-020",2019,0.21
"BHI-021",2019,0.21
"BHI-022",2019,0.21
"BHI-023",2019,0.21
"BHI-024",2019,0.21
"BHI-025",2019,0.21
"BHI-026",2019,0.13
"BHI-027",2019,0.46
"BHI-028",2019,0.46
"BHI-029",2019,0.14
"BHI-030",2019,0.14
"BHI-031",2019,0.14
"BHI-032",2019,0.33
"BHI-033",2019,0.33
"BHI-034",2019,0.33
"BHI-035",2019,0.47
"BHI-036",2019,0.47
"BHI-037",2019,0.44
"BHI-038",2019,0.44
"BHI-039",2019,0.53
"BHI-040",2019,0.53
"BHI-041",2019,0.54
"BHI-042",2019,0.54
"BHI-043",2019,0.48
