region_id,stock,year,value
BHI-001,cod_SDs22_24,2019,0.355229475
BHI-002,cod_SDs22_24,2019,0.355229475
BHI-003,cod_SDs22_24,2019,0.355229475
BHI-005,cod_SDs22_24,2019,0.355229475
BHI-006,cod_SDs22_24,2019,0.355229475
BHI-007,cod_SDs22_24,2019,0.355229475
BHI-008,cod_SDs22_24,2019,0.355229475
BHI-009,cod_SDs22_24,2019,0.355229475
BHI-010,cod_SDs22_24,2019,0.355229475
BHI-011,cod_SDs22_24,2019,0.355229475
BHI-012,cod_SDs22_24,2019,0.355229475
BHI-013,cod_SDs22_24,2019,0.355229475
BHI-014,cod_SDs22_24,2019,0.355229475
BHI-015,cod_SDs22_24,2019,0.355229475
BHI-016,cod_SDs22_24,2019,0.355229475
BHI-017,cod_SDs22_24,2019,0.355229475
BHI-001,cod_SDs22_24,2018,0.250845676
BHI-002,cod_SDs22_24,2018,0.250845676
BHI-003,cod_SDs22_24,2018,0.250845676
BHI-005,cod_SDs22_24,2018,0.250845676
BHI-006,cod_SDs22_24,2018,0.250845676
BHI-007,cod_SDs22_24,2018,0.250845676
BHI-008,cod_SDs22_24,2018,0.250845676
BHI-009,cod_SDs22_24,2018,0.250845676
BHI-010,cod_SDs22_24,2018,0.250845676
BHI-011,cod_SDs22_24,2018,0.250845676
BHI-012,cod_SDs22_24,2018,0.250845676
BHI-013,cod_SDs22_24,2018,0.250845676
BHI-014,cod_SDs22_24,2018,0.250845676
BHI-015,cod_SDs22_24,2018,0.250845676
BHI-016,cod_SDs22_24,2018,0.250845676
BHI-017,cod_SDs22_24,2018,0.250845676
BHI-001,cod_SDs22_24,2017,0.215075882
BHI-002,cod_SDs22_24,2017,0.215075882
BHI-003,cod_SDs22_24,2017,0.215075882
BHI-005,cod_SDs22_24,2017,0.215075882
BHI-006,cod_SDs22_24,2017,0.215075882
BHI-007,cod_SDs22_24,2017,0.215075882
BHI-008,cod_SDs22_24,2017,0.215075882
BHI-009,cod_SDs22_24,2017,0.215075882
BHI-010,cod_SDs22_24,2017,0.215075882
BHI-011,cod_SDs22_24,2017,0.215075882
BHI-012,cod_SDs22_24,2017,0.215075882
BHI-013,cod_SDs22_24,2017,0.215075882
BHI-014,cod_SDs22_24,2017,0.215075882
BHI-015,cod_SDs22_24,2017,0.215075882
BHI-016,cod_SDs22_24,2017,0.215075882
BHI-017,cod_SDs22_24,2017,0.215075882
BHI-001,cod_SDs22_24,2016,0.287049735
BHI-002,cod_SDs22_24,2016,0.287049735
BHI-003,cod_SDs22_24,2016,0.287049735
BHI-005,cod_SDs22_24,2016,0.287049735
BHI-006,cod_SDs22_24,2016,0.287049735
BHI-007,cod_SDs22_24,2016,0.287049735
BHI-008,cod_SDs22_24,2016,0.287049735
BHI-009,cod_SDs22_24,2016,0.287049735
BHI-010,cod_SDs22_24,2016,0.287049735
BHI-011,cod_SDs22_24,2016,0.287049735
BHI-012,cod_SDs22_24,2016,0.287049735
BHI-013,cod_SDs22_24,2016,0.287049735
BHI-014,cod_SDs22_24,2016,0.287049735
BHI-015,cod_SDs22_24,2016,0.287049735
BHI-016,cod_SDs22_24,2016,0.287049735
BHI-017,cod_SDs22_24,2016,0.287049735
BHI-001,cod_SDs22_24,2015,0.38425672
BHI-002,cod_SDs22_24,2015,0.38425672
BHI-003,cod_SDs22_24,2015,0.38425672
BHI-005,cod_SDs22_24,2015,0.38425672
BHI-006,cod_SDs22_24,2015,0.38425672
BHI-007,cod_SDs22_24,2015,0.38425672
BHI-008,cod_SDs22_24,2015,0.38425672
BHI-009,cod_SDs22_24,2015,0.38425672
BHI-010,cod_SDs22_24,2015,0.38425672
BHI-011,cod_SDs22_24,2015,0.38425672
BHI-012,cod_SDs22_24,2015,0.38425672
BHI-013,cod_SDs22_24,2015,0.38425672
BHI-014,cod_SDs22_24,2015,0.38425672
BHI-015,cod_SDs22_24,2015,0.38425672
BHI-016,cod_SDs22_24,2015,0.38425672
BHI-017,cod_SDs22_24,2015,0.38425672
BHI-001,cod_SDs22_24,2014,0.360212105
BHI-002,cod_SDs22_24,2014,0.360212105
BHI-003,cod_SDs22_24,2014,0.360212105
BHI-005,cod_SDs22_24,2014,0.360212105
BHI-006,cod_SDs22_24,2014,0.360212105
BHI-007,cod_SDs22_24,2014,0.360212105
BHI-008,cod_SDs22_24,2014,0.360212105
BHI-009,cod_SDs22_24,2014,0.360212105
BHI-010,cod_SDs22_24,2014,0.360212105
BHI-011,cod_SDs22_24,2014,0.360212105
BHI-012,cod_SDs22_24,2014,0.360212105
BHI-013,cod_SDs22_24,2014,0.360212105
BHI-014,cod_SDs22_24,2014,0.360212105
BHI-015,cod_SDs22_24,2014,0.360212105
BHI-016,cod_SDs22_24,2014,0.360212105
BHI-017,cod_SDs22_24,2014,0.360212105
BHI-001,cod_SDs22_24,2013,0.315711282
BHI-002,cod_SDs22_24,2013,0.315711282
BHI-003,cod_SDs22_24,2013,0.315711282
BHI-005,cod_SDs22_24,2013,0.315711282
BHI-006,cod_SDs22_24,2013,0.315711282
BHI-007,cod_SDs22_24,2013,0.315711282
BHI-008,cod_SDs22_24,2013,0.315711282
BHI-009,cod_SDs22_24,2013,0.315711282
BHI-010,cod_SDs22_24,2013,0.315711282
BHI-011,cod_SDs22_24,2013,0.315711282
BHI-012,cod_SDs22_24,2013,0.315711282
BHI-013,cod_SDs22_24,2013,0.315711282
BHI-014,cod_SDs22_24,2013,0.315711282
BHI-015,cod_SDs22_24,2013,0.315711282
BHI-016,cod_SDs22_24,2013,0.315711282
BHI-017,cod_SDs22_24,2013,0.315711282
BHI-001,cod_SDs22_24,2012,0.377948437
BHI-002,cod_SDs22_24,2012,0.377948437
BHI-003,cod_SDs22_24,2012,0.377948437
BHI-005,cod_SDs22_24,2012,0.377948437
BHI-006,cod_SDs22_24,2012,0.377948437
BHI-007,cod_SDs22_24,2012,0.377948437
BHI-008,cod_SDs22_24,2012,0.377948437
BHI-009,cod_SDs22_24,2012,0.377948437
BHI-010,cod_SDs22_24,2012,0.377948437
BHI-011,cod_SDs22_24,2012,0.377948437
BHI-012,cod_SDs22_24,2012,0.377948437
BHI-013,cod_SDs22_24,2012,0.377948437
BHI-014,cod_SDs22_24,2012,0.377948437
BHI-015,cod_SDs22_24,2012,0.377948437
BHI-016,cod_SDs22_24,2012,0.377948437
BHI-017,cod_SDs22_24,2012,0.377948437
BHI-001,cod_SDs22_24,2011,0.314019931
BHI-002,cod_SDs22_24,2011,0.314019931
BHI-003,cod_SDs22_24,2011,0.314019931
BHI-005,cod_SDs22_24,2011,0.314019931
BHI-006,cod_SDs22_24,2011,0.314019931
BHI-007,cod_SDs22_24,2011,0.314019931
BHI-008,cod_SDs22_24,2011,0.314019931
BHI-009,cod_SDs22_24,2011,0.314019931
BHI-010,cod_SDs22_24,2011,0.314019931
BHI-011,cod_SDs22_24,2011,0.314019931
BHI-012,cod_SDs22_24,2011,0.314019931
BHI-013,cod_SDs22_24,2011,0.314019931
BHI-014,cod_SDs22_24,2011,0.314019931
BHI-015,cod_SDs22_24,2011,0.314019931
BHI-016,cod_SDs22_24,2011,0.314019931
BHI-017,cod_SDs22_24,2011,0.314019931
BHI-001,cod_SDs22_24,2010,0.326682209
BHI-002,cod_SDs22_24,2010,0.326682209
BHI-003,cod_SDs22_24,2010,0.326682209
BHI-005,cod_SDs22_24,2010,0.326682209
BHI-006,cod_SDs22_24,2010,0.326682209
BHI-007,cod_SDs22_24,2010,0.326682209
BHI-008,cod_SDs22_24,2010,0.326682209
BHI-009,cod_SDs22_24,2010,0.326682209
BHI-010,cod_SDs22_24,2010,0.326682209
BHI-011,cod_SDs22_24,2010,0.326682209
BHI-012,cod_SDs22_24,2010,0.326682209
BHI-013,cod_SDs22_24,2010,0.326682209
BHI-014,cod_SDs22_24,2010,0.326682209
BHI-015,cod_SDs22_24,2010,0.326682209
BHI-016,cod_SDs22_24,2010,0.326682209
BHI-017,cod_SDs22_24,2010,0.326682209
BHI-001,cod_SDs22_24,2009,0.348281221
BHI-002,cod_SDs22_24,2009,0.348281221
BHI-003,cod_SDs22_24,2009,0.348281221
BHI-005,cod_SDs22_24,2009,0.348281221
BHI-006,cod_SDs22_24,2009,0.348281221
BHI-007,cod_SDs22_24,2009,0.348281221
BHI-008,cod_SDs22_24,2009,0.348281221
BHI-009,cod_SDs22_24,2009,0.348281221
BHI-010,cod_SDs22_24,2009,0.348281221
BHI-011,cod_SDs22_24,2009,0.348281221
BHI-012,cod_SDs22_24,2009,0.348281221
BHI-013,cod_SDs22_24,2009,0.348281221
BHI-014,cod_SDs22_24,2009,0.348281221
BHI-015,cod_SDs22_24,2009,0.348281221
BHI-016,cod_SDs22_24,2009,0.348281221
BHI-017,cod_SDs22_24,2009,0.348281221
BHI-001,cod_SDs22_24,2008,0.477189614
BHI-002,cod_SDs22_24,2008,0.477189614
BHI-003,cod_SDs22_24,2008,0.477189614
BHI-005,cod_SDs22_24,2008,0.477189614
BHI-006,cod_SDs22_24,2008,0.477189614
BHI-007,cod_SDs22_24,2008,0.477189614
BHI-008,cod_SDs22_24,2008,0.477189614
BHI-009,cod_SDs22_24,2008,0.477189614
BHI-010,cod_SDs22_24,2008,0.477189614
BHI-011,cod_SDs22_24,2008,0.477189614
BHI-012,cod_SDs22_24,2008,0.477189614
BHI-013,cod_SDs22_24,2008,0.477189614
BHI-014,cod_SDs22_24,2008,0.477189614
BHI-015,cod_SDs22_24,2008,0.477189614
BHI-016,cod_SDs22_24,2008,0.477189614
BHI-017,cod_SDs22_24,2008,0.477189614
BHI-001,cod_SDs22_24,2007,0.637365149
BHI-002,cod_SDs22_24,2007,0.637365149
BHI-003,cod_SDs22_24,2007,0.637365149
BHI-005,cod_SDs22_24,2007,0.637365149
BHI-006,cod_SDs22_24,2007,0.637365149
BHI-007,cod_SDs22_24,2007,0.637365149
BHI-008,cod_SDs22_24,2007,0.637365149
BHI-009,cod_SDs22_24,2007,0.637365149
BHI-010,cod_SDs22_24,2007,0.637365149
BHI-011,cod_SDs22_24,2007,0.637365149
BHI-012,cod_SDs22_24,2007,0.637365149
BHI-013,cod_SDs22_24,2007,0.637365149
BHI-014,cod_SDs22_24,2007,0.637365149
BHI-015,cod_SDs22_24,2007,0.637365149
BHI-016,cod_SDs22_24,2007,0.637365149
BHI-017,cod_SDs22_24,2007,0.637365149
BHI-001,cod_SDs22_24,2006,0.622051563
BHI-002,cod_SDs22_24,2006,0.622051563
BHI-003,cod_SDs22_24,2006,0.622051563
BHI-005,cod_SDs22_24,2006,0.622051563
BHI-006,cod_SDs22_24,2006,0.622051563
BHI-007,cod_SDs22_24,2006,0.622051563
BHI-008,cod_SDs22_24,2006,0.622051563
BHI-009,cod_SDs22_24,2006,0.622051563
BHI-010,cod_SDs22_24,2006,0.622051563
BHI-011,cod_SDs22_24,2006,0.622051563
BHI-012,cod_SDs22_24,2006,0.622051563
BHI-013,cod_SDs22_24,2006,0.622051563
BHI-014,cod_SDs22_24,2006,0.622051563
BHI-015,cod_SDs22_24,2006,0.622051563
BHI-016,cod_SDs22_24,2006,0.622051563
BHI-017,cod_SDs22_24,2006,0.622051563
BHI-001,cod_SDs22_24,2005,0.593847138
BHI-002,cod_SDs22_24,2005,0.593847138
BHI-003,cod_SDs22_24,2005,0.593847138
BHI-005,cod_SDs22_24,2005,0.593847138
BHI-006,cod_SDs22_24,2005,0.593847138
BHI-007,cod_SDs22_24,2005,0.593847138
BHI-008,cod_SDs22_24,2005,0.593847138
BHI-009,cod_SDs22_24,2005,0.593847138
BHI-010,cod_SDs22_24,2005,0.593847138
BHI-011,cod_SDs22_24,2005,0.593847138
BHI-012,cod_SDs22_24,2005,0.593847138
BHI-013,cod_SDs22_24,2005,0.593847138
BHI-014,cod_SDs22_24,2005,0.593847138
BHI-015,cod_SDs22_24,2005,0.593847138
BHI-016,cod_SDs22_24,2005,0.593847138
BHI-017,cod_SDs22_24,2005,0.593847138
BHI-001,cod_SDs22_24,2004,0.522970378
BHI-002,cod_SDs22_24,2004,0.522970378
BHI-003,cod_SDs22_24,2004,0.522970378
BHI-005,cod_SDs22_24,2004,0.522970378
BHI-006,cod_SDs22_24,2004,0.522970378
BHI-007,cod_SDs22_24,2004,0.522970378
BHI-008,cod_SDs22_24,2004,0.522970378
BHI-009,cod_SDs22_24,2004,0.522970378
BHI-010,cod_SDs22_24,2004,0.522970378
BHI-011,cod_SDs22_24,2004,0.522970378
BHI-012,cod_SDs22_24,2004,0.522970378
BHI-013,cod_SDs22_24,2004,0.522970378
BHI-014,cod_SDs22_24,2004,0.522970378
BHI-015,cod_SDs22_24,2004,0.522970378
BHI-016,cod_SDs22_24,2004,0.522970378
BHI-017,cod_SDs22_24,2004,0.522970378
BHI-001,cod_SDs22_24,2003,0.462493143
BHI-002,cod_SDs22_24,2003,0.462493143
BHI-003,cod_SDs22_24,2003,0.462493143
BHI-005,cod_SDs22_24,2003,0.462493143
BHI-006,cod_SDs22_24,2003,0.462493143
BHI-007,cod_SDs22_24,2003,0.462493143
BHI-008,cod_SDs22_24,2003,0.462493143
BHI-009,cod_SDs22_24,2003,0.462493143
BHI-010,cod_SDs22_24,2003,0.462493143
BHI-011,cod_SDs22_24,2003,0.462493143
BHI-012,cod_SDs22_24,2003,0.462493143
