"region_id","year","surf_sal_pressure"
"BHI-032",2015,0.64
"BHI-033",2015,0.64
"BHI-034",2015,0.64
"BHI-035",2015,0.29
"BHI-036",2015,0.29
"BHI-037",2015,0.32
"BHI-038",2015,0.32
"BHI-039",2015,0.92
"BHI-040",2015,0.92
"BHI-041",2015,0.51
"BHI-042",2015,0.51
"BHI-043",2015,0.33
"BHI-001",2016,0.41
"BHI-002",2016,0.41
"BHI-003",2016,0.23
"BHI-005",2016,0.01
"BHI-006",2016,0.01
"BHI-007",2016,0.06
"BHI-008",2016,0.06
"BHI-009",2016,0.12
"BHI-010",2016,0.12
"BHI-011",2016,0.08
"BHI-012",2016,0.08
"BHI-013",2016,0.08
"BHI-014",2016,0.25
"BHI-015",2016,0.25
"BHI-016",2016,0.25
"BHI-017",2016,0.25
"BHI-018",2016,0.82
"BHI-019",2016,0.82
"BHI-020",2016,0.38
"BHI-021",2016,0.38
"BHI-022",2016,0.38
"BHI-023",2016,0.38
"BHI-024",2016,0.38
"BHI-025",2016,0.38
"BHI-026",2016,0.23
"BHI-027",2016,0.54
"BHI-028",2016,0.54
"BHI-029",2016,0.36
"BHI-030",2016,0.36
"BHI-031",2016,0.36
"BHI-032",2016,0.66
"BHI-033",2016,0.66
"BHI-034",2016,0.66
"BHI-035",2016,0.3
"BHI-036",2016,0.3
"BHI-037",2016,0.35
"BHI-038",2016,0.35
"BHI-039",2016,0.92
"BHI-040",2016,0.92
"BHI-041",2016,0.6
"BHI-042",2016,0.6
"BHI-043",2016,0.35
"BHI-001",2017,0.44
"BHI-002",2017,0.44
"BHI-003",2017,0.18
"BHI-005",2017,0
"BHI-006",2017,0
"BHI-007",2017,0.04
"BHI-008",2017,0.04
"BHI-009",2017,0.1
"BHI-010",2017,0.1
"BHI-011",2017,0.05
"BHI-012",2017,0.05
"BHI-013",2017,0.05
"BHI-014",2017,0.23
"BHI-015",2017,0.23
"BHI-016",2017,0.23
"BHI-017",2017,0.23
"BHI-018",2017,0.85
"BHI-019",2017,0.85
"BHI-020",2017,0.34
"BHI-021",2017,0.34
"BHI-022",2017,0.34
"BHI-023",2017,0.34
"BHI-024",2017,0.34
"BHI-025",2017,0.34
"BHI-026",2017,0.18
"BHI-027",2017,0.46
"BHI-028",2017,0.46
"BHI-029",2017,0.29
"BHI-030",2017,0.29
"BHI-031",2017,0.29
"BHI-032",2017,0.69
"BHI-033",2017,0.69
"BHI-034",2017,0.69
"BHI-035",2017,0.3
"BHI-036",2017,0.3
"BHI-037",2017,0.39
"BHI-038",2017,0.39
"BHI-039",2017,1
"BHI-040",2017,1
"BHI-041",2017,0.68
"BHI-042",2017,0.68
"BHI-043",2017,0.33
"BHI-001",2018,0.47
"BHI-002",2018,0.47
"BHI-003",2018,0.19
"BHI-005",2018,0
"BHI-006",2018,0
"BHI-007",2018,0.04
"BHI-008",2018,0.04
"BHI-009",2018,0.08
"BHI-010",2018,0.08
"BHI-011",2018,0.03
"BHI-012",2018,0.03
"BHI-013",2018,0.03
"BHI-014",2018,0.21
"BHI-015",2018,0.21
"BHI-016",2018,0.21
"BHI-017",2018,0.21
"BHI-018",2018,0.84
"BHI-019",2018,0.84
"BHI-020",2018,0.3
"BHI-021",2018,0.3
"BHI-022",2018,0.3
"BHI-023",2018,0.3
"BHI-024",2018,0.3
"BHI-025",2018,0.3
"BHI-026",2018,0.11
"BHI-027",2018,0.38
"BHI-028",2018,0.38
"BHI-029",2018,0.26
"BHI-030",2018,0.26
"BHI-031",2018,0.26
"BHI-032",2018,0.73
"BHI-033",2018,0.73
"BHI-034",2018,0.73
"BHI-035",2018,0.33
"BHI-036",2018,0.33
"BHI-037",2018,0.43
"BHI-038",2018,0.43
"BHI-039",2018,1
"BHI-040",2018,1
"BHI-041",2018,0.76
"BHI-042",2018,0.76
"BHI-043",2018,0.33
"BHI-001",2019,0.49
"BHI-002",2019,0.49
"BHI-003",2019,0.21
"BHI-005",2019,0
"BHI-006",2019,0
"BHI-007",2019,0.04
"BHI-008",2019,0.04
"BHI-009",2019,0.11
"BHI-010",2019,0.11
"BHI-011",2019,0.01
"BHI-012",2019,0.01
"BHI-013",2019,0.01
"BHI-014",2019,0.19
"BHI-015",2019,0.19
"BHI-016",2019,0.19
"BHI-017",2019,0.19
"BHI-018",2019,0.81
"BHI-019",2019,0.81
"BHI-020",2019,0.24
"BHI-021",2019,0.24
"BHI-022",2019,0.24
"BHI-023",2019,0.24
"BHI-024",2019,0.24
"BHI-025",2019,0.24
"BHI-026",2019,0.05
"BHI-027",2019,0.29
"BHI-028",2019,0.29
"BHI-029",2019,0.19
"BHI-030",2019,0.19
"BHI-031",2019,0.19
"BHI-032",2019,0.74
"BHI-033",2019,0.74
"BHI-034",2019,0.74
"BHI-035",2019,0.3
"BHI-036",2019,0.3
"BHI-037",2019,0.43
"BHI-038",2019,0.43
"BHI-039",2019,1
"BHI-040",2019,1
"BHI-041",2019,0.79
"BHI-042",2019,0.79
"BHI-043",2019,0.3
