region_id,month,year,secchi_depth
BHI-003,8,1995,6.5
BHI-003,8,1995,6.5
BHI-003,8,1995,6
BHI-003,8,1995,6
BHI-003,8,1995,6
BHI-001,8,1995,7.2
BHI-001,8,1995,7
BHI-001,8,1995,6
BHI-032,8,1995,4.5
BHI-038,8,1995,5.6
BHI-037,8,1995,4.6
BHI-007,8,1995,6.8
BHI-007,8,1995,7
BHI-007,8,1995,6
BHI-007,8,1995,5.8
BHI-007,8,1995,6
BHI-007,8,1995,6
BHI-012,8,1995,6.6
BHI-014,8,1995,5
BHI-014,8,1995,5
BHI-003,8,1995,6.5
BHI-003,8,1995,7
BHI-003,8,1995,6.5
BHI-003,8,1995,6
BHI-003,8,1995,6
BHI-003,8,1995,5.7
BHI-003,8,1995,5.7
BHI-003,8,1995,6.5
BHI-003,8,1995,6
BHI-038,8,1995,5.5
BHI-041,8,1995,7
BHI-041,8,1995,4.5
BHI-041,8,1995,8
BHI-041,8,1995,6
BHI-038,8,1995,6
BHI-003,8,1995,5.2
BHI-003,8,1995,5.5
BHI-036,8,1995,5
BHI-038,8,1995,2
BHI-038,8,1995,2
BHI-002,8,1995,10.5
BHI-027,8,1995,3
BHI-027,8,1995,3
BHI-026,8,1995,4.6
BHI-026,8,1995,5
BHI-006,8,1995,7.5
BHI-001,8,1995,7.9
BHI-024,8,1995,4.5
BHI-027,8,1995,3
BHI-027,8,1995,3
BHI-003,8,1995,6.5
BHI-003,8,1995,6
BHI-026,8,1995,5
BHI-026,8,1995,5
BHI-031,8,1995,5.5
BHI-030,8,1995,5
BHI-003,8,1995,6
BHI-003,8,1995,6
BHI-003,8,1995,6.5
BHI-003,8,1995,7
BHI-003,8,1995,7
BHI-003,8,1995,6
BHI-012,8,1995,6.5
BHI-003,8,1995,5.5
