region_id,month,year,secchi_depth
BHI-003,9,2000,7
BHI-003,9,2000,5.6
BHI-003,9,2000,5.3
BHI-003,9,2000,5.9
BHI-003,9,2000,6
BHI-003,9,2000,8
BHI-002,9,2000,11
BHI-007,9,2000,6.5
BHI-007,9,2000,7
BHI-007,9,2000,6.9
BHI-003,9,2000,7.8
BHI-003,9,2000,7.8
BHI-003,9,2000,6.2
BHI-003,9,2000,6.3
BHI-003,9,2000,6.8
BHI-003,9,2000,6.8
BHI-012,9,2000,10.5
BHI-002,9,2000,8.3
BHI-002,9,2000,8.1
BHI-001,9,2000,11
BHI-003,9,2000,6.6
BHI-006,9,2000,7
BHI-006,9,2000,7.2
BHI-001,9,2000,9
BHI-033,9,2000,4.5
BHI-032,9,2000,4.5
BHI-012,9,2000,8.3
BHI-012,9,2000,6.5
BHI-013,9,2000,8.4
BHI-003,9,2000,7.6
BHI-012,9,2000,12.2
BHI-012,9,2000,8.6
BHI-003,9,2000,7.8
BHI-002,9,2000,7.2
BHI-036,9,2000,4
BHI-036,9,2000,4
BHI-036,9,2000,4
BHI-010,9,2000,7.2
BHI-010,9,2000,7
BHI-007,9,2000,6.6
BHI-007,9,2000,7.9
BHI-003,9,2000,8.1
BHI-014,9,2000,7.5
BHI-006,9,2000,8.5
BHI-026,9,2000,6.5
BHI-026,9,2000,6.5
BHI-041,9,2000,1.2
BHI-002,9,2000,5.8
BHI-002,9,2000,7
BHI-002,9,2000,8
BHI-002,9,2000,8.4
BHI-002,9,2000,6.6
BHI-002,9,2000,7
BHI-002,9,2000,7.9
BHI-002,9,2000,7.4
BHI-027,9,2000,3.5
BHI-003,9,2000,8
BHI-003,9,2000,8
BHI-001,9,2000,9.2
BHI-002,9,2000,9.9
BHI-001,9,2000,10.8
BHI-001,9,2000,7.9
BHI-027,9,2000,3.6
BHI-027,9,2000,4.5
BHI-027,9,2000,3.4
BHI-027,9,2000,2.9
BHI-003,9,2000,6
BHI-027,9,2000,3.6
BHI-002,9,2000,7.3
BHI-006,9,2000,6.6
BHI-003,9,2000,6
BHI-003,9,2000,8
BHI-003,9,2000,7
BHI-006,9,2000,5.8
BHI-006,9,2000,6.2
BHI-002,9,2000,9.5
BHI-036,9,2000,4.6
BHI-036,9,2000,4.6
BHI-036,9,2000,4.6
BHI-012,9,2000,6.5
BHI-002,9,2000,7
BHI-002,9,2000,9.7
BHI-002,9,2000,9.5
BHI-002,9,2000,10
BHI-002,9,2000,10
BHI-002,9,2000,8
BHI-018,9,2000,8
BHI-001,9,2000,7.5
BHI-001,9,2000,7.5
BHI-026,9,2000,5.8
BHI-026,9,2000,5.8
BHI-029,9,2000,5
BHI-029,9,2000,5
BHI-018,9,2000,8
BHI-003,9,2000,7.3
BHI-003,9,2000,7.7
BHI-003,9,2000,9.2
BHI-021,9,2000,7
BHI-021,9,2000,8
BHI-015,9,2000,7
BHI-003,6,2001,6.8
BHI-033,6,2001,2
BHI-033,6,2001,2
BHI-033,6,2001,2
BHI-033,6,2001,2
BHI-033,6,2001,3
BHI-018,6,2001,6
BHI-001,6,2001,6.5
BHI-026,6,2001,6.8
BHI-026,6,2001,6.8
BHI-029,6,2001,7
BHI-029,6,2001,7
BHI-033,6,2001,4
BHI-033,6,2001,4
BHI-033,6,2001,4
BHI-033,6,2001,4
BHI-033,6,2001,4
BHI-033,6,2001,4
BHI-033,6,2001,4
BHI-033,6,2001,4
BHI-032,6,2001,3
BHI-033,6,2001,3
BHI-018,6,2001,5.5
BHI-015,6,2001,10.2
BHI-002,6,2001,8.8
BHI-001,6,2001,7
BHI-002,6,2001,4.5
BHI-032,6,2001,5
BHI-021,6,2001,9
BHI-021,6,2001,10.5
BHI-034,6,2001,5
BHI-034,6,2001,5
BHI-034,6,2001,5
BHI-032,6,2001,5
BHI-034,6,2001,6
BHI-032,6,2001,5
BHI-032,6,2001,5
BHI-032,6,2001,6
BHI-032,6,2001,5
BHI-015,6,2001,10
BHI-034,6,2001,7
BHI-034,6,2001,6
BHI-032,6,2001,6
BHI-034,6,2001,6
BHI-032,6,2001,6
BHI-032,6,2001,5
BHI-032,6,2001,6
BHI-032,6,2001,5
BHI-032,6,2001,6
BHI-032,6,2001,6
BHI-032,6,2001,6
BHI-017,6,2001,3
BHI-017,6,2001,4.5
BHI-017,6,2001,8
BHI-017,6,2001,4
BHI-017,6,2001,6
BHI-017,6,2001,4
BHI-017,6,2001,6
BHI-021,6,2001,6
BHI-021,6,2001,6
BHI-021,6,2001,6.5
BHI-012,6,2001,11.2
BHI-003,6,2001,8
BHI-003,6,2001,7
BHI-032,6,2001,5
BHI-032,6,2001,5
BHI-036,6,2001,6
BHI-036,6,2001,6
BHI-036,6,2001,6
BHI-014,6,2001,9.5
BHI-002,6,2001,9.5
BHI-002,6,2001,7.5
BHI-001,6,2001,8
BHI-001,6,2001,8
BHI-001,6,2001,7
BHI-001,6,2001,7
BHI-002,6,2001,4
BHI-036,6,2001,7
BHI-038,6,2001,7
BHI-038,6,2001,8
BHI-015,6,2001,8
BHI-015,6,2001,8
BHI-015,6,2001,7
BHI-015,6,2001,7
BHI-014,6,2001,7
BHI-014,6,2001,7
BHI-006,6,2001,6.5
BHI-006,6,2001,8.5
BHI-002,6,2001,9.5
BHI-039,6,2001,5
BHI-003,6,2001,8.5
BHI-024,6,2001,7
BHI-024,6,2001,7
BHI-024,6,2001,8
BHI-024,6,2001,8
BHI-027,6,2001,2.7
BHI-020,6,2001,7
BHI-020,6,2001,7
BHI-042,6,2001,7
BHI-042,6,2001,7
BHI-042,6,2001,6
BHI-041,6,2001,6
BHI-041,6,2001,4
BHI-027,6,2001,3.2
BHI-027,6,2001,5.5
BHI-027,6,2001,4.1
BHI-027,6,2001,4.3
BHI-027,6,2001,4.5
BHI-037,6,2001,6
BHI-041,6,2001,6
BHI-027,6,2001,3.5
BHI-038,6,2001,9
BHI-037,6,2001,6
BHI-038,6,2001,8
BHI-003,6,2001,7
BHI-003,6,2001,7
BHI-026,6,2001,6
BHI-026,6,2001,6
BHI-002,6,2001,9.5
BHI-002,6,2001,8
BHI-003,6,2001,8
BHI-003,6,2001,7.5
BHI-036,6,2001,4.8
BHI-036,6,2001,4.8
BHI-036,6,2001,4.8
BHI-002,6,2001,9
BHI-002,6,2001,9
BHI-002,6,2001,8.5
BHI-034,6,2001,3.6
BHI-003,6,2001,6.5
BHI-006,6,2001,8.8
BHI-003,7,2001,4
BHI-002,7,2001,9
BHI-002,7,2001,8.5
BHI-001,7,2001,11
BHI-026,7,2001,5
BHI-026,7,2001,5
BHI-029,7,2001,6
BHI-029,7,2001,6
BHI-015,7,2001,10.1
BHI-006,7,2001,9
BHI-001,7,2001,9.5
BHI-011,7,2001,8.5
BHI-003,7,2001,8
BHI-003,7,2001,7
BHI-036,7,2001,7
BHI-036,7,2001,7
BHI-036,7,2001,7
BHI-012,7,2001,8.2
BHI-002,7,2001,8.8
BHI-001,7,2001,8
BHI-001,7,2001,8
BHI-001,7,2001,6
BHI-001,7,2001,6
BHI-015,7,2001,6.5
BHI-015,7,2001,6.5
BHI-021,7,2001,5
BHI-002,7,2001,6.1
BHI-002,7,2001,6.5
BHI-024,7,2001,6.5
BHI-024,7,2001,6.5
BHI-026,7,2001,5
BHI-026,7,2001,5
BHI-020,7,2001,5.5
BHI-020,7,2001,5.5
BHI-014,7,2001,5
BHI-014,7,2001,5
BHI-003,7,2001,6
BHI-003,7,2001,6
BHI-027,7,2001,3
BHI-014,7,2001,8
BHI-027,7,2001,2.7
BHI-027,7,2001,3.3
BHI-027,7,2001,4
BHI-026,7,2001,5.5
BHI-026,7,2001,5.5
BHI-006,7,2001,7.5
BHI-002,7,2001,9.7
BHI-027,7,2001,3
BHI-003,7,2001,7.5
BHI-003,7,2001,6.5
BHI-012,7,2001,7.8
BHI-006,7,2001,8.8
BHI-002,7,2001,9.8
BHI-036,7,2001,4.1
BHI-036,7,2001,4.1
BHI-036,7,2001,4.1
BHI-002,7,2001,9.8
BHI-002,7,2001,13.4
BHI-027,7,2001,3.3
BHI-027,7,2001,2.5
BHI-036,7,2001,5
BHI-036,7,2001,5
BHI-036,7,2001,5
BHI-034,7,2001,3.7
BHI-003,7,2001,7
BHI-002,7,2001,10.8
BHI-003,7,2001,7.5
BHI-003,7,2001,6.8
BHI-001,7,2001,7
BHI-001,7,2001,7
BHI-012,7,2001,7
BHI-012,7,2001,7
BHI-015,7,2001,7
BHI-015,7,2001,7
BHI-015,7,2001,7
BHI-015,7,2001,7
BHI-026,7,2001,4.8
BHI-026,7,2001,4.8
BHI-029,7,2001,6.3
BHI-029,7,2001,6.3
BHI-024,8,2001,6.5
BHI-024,8,2001,6.5
BHI-024,8,2001,6
BHI-024,8,2001,6
BHI-020,8,2001,5.5
BHI-020,8,2001,5.5
BHI-003,8,2001,9
BHI-003,8,2001,7.3
BHI-006,8,2001,9.8
BHI-014,8,2001,6
BHI-014,8,2001,6
BHI-026,8,2001,6
BHI-026,8,2001,6
BHI-001,8,2001,7.5
BHI-001,8,2001,7.5
BHI-001,8,2001,10.3
BHI-036,8,2001,5.8
BHI-036,8,2001,5.8
BHI-036,8,2001,5.8
BHI-042,8,2001,3.5
BHI-042,8,2001,3.5
BHI-042,8,2001,3.5
BHI-002,8,2001,10
BHI-002,8,2001,9.8
BHI-001,8,2001,10.5
BHI-002,8,2001,11
BHI-036,8,2001,4.8
BHI-036,8,2001,4.8
BHI-036,8,2001,4.8
BHI-042,8,2001,4.5
BHI-042,8,2001,4.5
BHI-042,8,2001,4.5
BHI-002,8,2001,8.5
BHI-001,8,2001,9
BHI-027,8,2001,4.5
BHI-027,8,2001,3.8
BHI-027,8,2001,3.3
BHI-003,8,2001,8.8
BHI-027,8,2001,3.5
BHI-027,8,2001,3.5
BHI-038,8,2001,5.8
BHI-038,8,2001,5.8
BHI-038,8,2001,5.5
BHI-011,8,2001,7
BHI-027,8,2001,3.2
BHI-027,8,2001,3.8
BHI-008,8,2001,7.7
BHI-003,8,2001,8.5
BHI-003,8,2001,9.4
BHI-002,8,2001,11.5
BHI-032,8,2001,2
BHI-008,8,2001,9.7
BHI-007,8,2001,9
BHI-003,8,2001,9
BHI-003,8,2001,9.2
BHI-003,8,2001,8.5
BHI-014,8,2001,8
BHI-002,8,2001,8.5
BHI-002,8,2001,10.5
BHI-010,8,2001,6.2
BHI-010,8,2001,6.4
BHI-007,8,2001,7.6
BHI-012,8,2001,6.2
BHI-018,8,2001,8
BHI-006,8,2001,10
BHI-012,8,2001,6.5
BHI-026,8,2001,9.4
BHI-026,8,2001,9.4
BHI-012,8,2001,10
BHI-003,8,2001,8
BHI-003,8,2001,7.8
BHI-035,8,2001,7
BHI-036,8,2001,4.1
BHI-036,8,2001,4.1
BHI-036,8,2001,4.1
BHI-036,8,2001,4.5
BHI-036,8,2001,4.5
BHI-036,8,2001,4.5
BHI-007,8,2001,8.5
BHI-007,8,2001,8.5
BHI-007,8,2001,9
BHI-007,8,2001,10
BHI-007,8,2001,10
BHI-007,8,2001,10
BHI-018,8,2001,8
BHI-006,8,2001,7
BHI-006,8,2001,8
BHI-002,8,2001,8
BHI-002,8,2001,11.5
BHI-027,8,2001,4
BHI-021,8,2001,6
BHI-021,8,2001,8
BHI-002,8,2001,11
BHI-027,8,2001,5
BHI-017,8,2001,3
BHI-017,8,2001,3
BHI-017,8,2001,3
BHI-017,8,2001,5
BHI-002,8,2001,11.5
BHI-031,8,2001,7
BHI-030,8,2001,6
BHI-034,8,2001,4.3
BHI-017,8,2001,7
BHI-017,8,2001,7
BHI-021,8,2001,6.5
BHI-034,8,2001,4
BHI-034,8,2001,5
BHI-032,8,2001,5.8
BHI-021,8,2001,6.5
BHI-021,8,2001,13
BHI-003,8,2001,7.5
BHI-003,8,2001,6.1
BHI-001,8,2001,8
BHI-001,8,2001,8
BHI-001,8,2001,8
BHI-001,8,2001,8
BHI-012,8,2001,7
BHI-012,8,2001,7
BHI-015,8,2001,7
BHI-015,8,2001,7
BHI-027,8,2001,4.8
BHI-026,8,2001,6.3
BHI-026,8,2001,6.3
BHI-024,8,2001,7.5
BHI-024,8,2001,7.5
BHI-024,8,2001,7
BHI-024,8,2001,7
BHI-027,8,2001,4
BHI-015,8,2001,17.5
BHI-003,8,2001,10
BHI-006,8,2001,9.5
BHI-001,8,2001,8
BHI-001,8,2001,8
BHI-006,9,2001,7
BHI-006,9,2001,10.5
BHI-036,9,2001,5.8
BHI-036,9,2001,5.8
BHI-036,9,2001,5.8
BHI-002,9,2001,10.5
BHI-002,9,2001,8
BHI-002,9,2001,9.3
BHI-001,9,2001,8
BHI-007,9,2001,11.2
BHI-012,9,2001,9.7
BHI-001,9,2001,13
BHI-002,9,2001,11.5
BHI-027,9,2001,3.7
BHI-027,9,2001,3.2
BHI-027,9,2001,3.3
BHI-027,9,2001,3.8
BHI-027,9,2001,4.3
BHI-027,9,2001,4.1
BHI-013,9,2001,8.4
BHI-012,9,2001,7.7
BHI-026,9,2001,6.8
BHI-026,9,2001,6.8
BHI-010,9,2001,7.2
BHI-010,9,2001,9.4
BHI-007,9,2001,6.8
BHI-008,9,2001,8.6
BHI-012,9,2001,7.2
BHI-003,9,2001,9.5
BHI-003,9,2001,8.2
BHI-011,9,2001,10
BHI-002,9,2001,6
BHI-002,9,2001,6
BHI-008,9,2001,9.7
BHI-003,9,2001,8.9
BHI-003,9,2001,10.6
BHI-006,9,2001,11.3
BHI-002,9,2001,13.6
BHI-002,9,2001,8.5
BHI-002,9,2001,9
BHI-002,9,2001,9
BHI-002,9,2001,7
BHI-002,9,2001,7
BHI-002,9,2001,10.8
BHI-002,9,2001,9
BHI-002,9,2001,9
BHI-001,9,2001,9
BHI-001,9,2001,9
BHI-002,9,2001,7.8
BHI-002,9,2001,8.5
BHI-003,9,2001,10
BHI-003,9,2001,8
BHI-002,9,2001,10
BHI-001,9,2001,11
BHI-001,9,2001,8.5
BHI-001,9,2001,8.5
BHI-001,9,2001,8.5
BHI-001,9,2001,7.8
BHI-001,9,2001,8.1
BHI-006,9,2001,7
BHI-036,9,2001,3.6
BHI-036,9,2001,3.6
BHI-036,9,2001,3.6
BHI-002,9,2001,11
BHI-003,9,2001,9
BHI-014,9,2001,4.5
BHI-002,9,2001,8
BHI-002,9,2001,8
BHI-021,9,2001,7
BHI-021,9,2001,3.5
BHI-003,9,2001,8.2
BHI-006,9,2001,6.8
BHI-006,9,2001,7.1
BHI-021,9,2001,8
BHI-026,9,2001,7
BHI-026,9,2001,7
BHI-018,9,2001,12
BHI-012,9,2001,10.3
BHI-002,9,2001,7
BHI-018,9,2001,9
BHI-002,9,2001,7.3
BHI-002,9,2001,8.1
BHI-002,9,2001,7.5
BHI-003,9,2001,8.5
BHI-003,9,2001,8
BHI-003,9,2001,6.7
BHI-012,6,2002,11
BHI-002,6,2002,7.6
BHI-002,6,2002,8.5
BHI-002,6,2002,8.5
BHI-038,6,2002,5.5
BHI-038,6,2002,3.5
BHI-006,6,2002,7.8
BHI-027,6,2002,2.9
BHI-036,6,2002,6
BHI-038,6,2002,3.8
BHI-038,6,2002,3.8
BHI-018,6,2002,5.5
BHI-027,6,2002,2.8
BHI-027,6,2002,2.8
BHI-027,6,2002,3
BHI-027,6,2002,2.5
BHI-026,6,2002,6.5
BHI-026,6,2002,6.5
BHI-029,6,2002,8.8
BHI-029,6,2002,8.8
BHI-018,6,2002,4
BHI-018,6,2002,8
BHI-027,6,2002,3.1
BHI-027,6,2002,3
BHI-017,6,2002,9
BHI-021,6,2002,10
BHI-021,6,2002,10
BHI-021,6,2002,14
BHI-036,6,2002,5.5
BHI-036,6,2002,7
BHI-017,6,2002,3
BHI-017,6,2002,3
BHI-017,6,2002,5
BHI-017,6,2002,5
BHI-017,6,2002,10.5
BHI-017,6,2002,9.5
BHI-038,6,2002,7.7
BHI-038,6,2002,8
BHI-038,6,2002,6
BHI-038,6,2002,6
BHI-017,6,2002,1.5
BHI-015,6,2002,9
BHI-015,6,2002,9
BHI-042,6,2002,7
BHI-041,6,2002,7.5
BHI-042,6,2002,6.5
BHI-042,6,2002,5.5
BHI-017,6,2002,7
BHI-021,6,2002,6.5
BHI-021,6,2002,6.5
BHI-002,6,2002,8
BHI-034,6,2002,4
BHI-036,6,2002,6.6
BHI-036,6,2002,6.6
BHI-036,6,2002,6.6
BHI-041,6,2002,6.5
BHI-041,6,2002,7
BHI-041,6,2002,6.5
BHI-041,6,2002,7.5
BHI-013,6,2002,6.5
BHI-012,6,2002,6
BHI-012,6,2002,6
BHI-003,6,2002,6.5
BHI-002,6,2002,6.8
BHI-037,6,2002,6.5
BHI-037,6,2002,6.5
BHI-037,6,2002,6
BHI-026,6,2002,6.5
BHI-026,6,2002,6.5
BHI-038,6,2002,7
BHI-038,6,2002,5.5
BHI-024,6,2002,6
BHI-024,6,2002,6
BHI-024,6,2002,6
BHI-024,6,2002,6
BHI-020,6,2002,5.5
BHI-020,6,2002,5.5
BHI-034,6,2002,4.6
BHI-015,6,2002,6.5
BHI-015,6,2002,6.5
BHI-015,6,2002,5
BHI-015,6,2002,5
BHI-003,6,2002,7.1
BHI-003,6,2002,7.7
BHI-014,6,2002,7.4
BHI-002,6,2002,9.1
BHI-002,6,2002,8
BHI-027,6,2002,3.1
BHI-026,6,2002,5.6
BHI-026,6,2002,5.6
BHI-003,6,2002,8.5
BHI-003,6,2002,8
BHI-006,6,2002,6.7
BHI-006,6,2002,6.5
BHI-036,6,2002,4.6
BHI-036,6,2002,4.6
BHI-036,6,2002,4.6
BHI-002,6,2002,7
BHI-038,6,2002,5.1
BHI-038,6,2002,5
BHI-038,6,2002,3.9
BHI-012,6,2002,13.5
BHI-002,7,2002,7.5
BHI-012,7,2002,6.2
BHI-002,7,2002,5.8
BHI-026,7,2002,7.2
BHI-026,7,2002,7.2
BHI-029,7,2002,4.9
BHI-029,7,2002,4.9
BHI-011,7,2002,6.5
BHI-002,7,2002,7.8
BHI-002,7,2002,8.1
BHI-002,7,2002,6.1
BHI-027,7,2002,2.9
BHI-034,7,2002,2.8
BHI-036,7,2002,4.6
BHI-036,7,2002,4.6
BHI-036,7,2002,4.6
BHI-002,7,2002,9
BHI-001,7,2002,10.5
BHI-001,7,2002,10.5
BHI-002,7,2002,8.3
BHI-001,7,2002,7
BHI-001,7,2002,7
BHI-027,7,2002,2.8
BHI-027,7,2002,2.1
BHI-027,7,2002,2.8
BHI-027,7,2002,2.2
BHI-015,7,2002,5.5
BHI-015,7,2002,5.5
BHI-015,7,2002,5.5
BHI-015,7,2002,5.5
BHI-003,7,2002,7
BHI-003,7,2002,7.3
BHI-021,7,2002,5
BHI-006,7,2002,10.2
BHI-027,7,2002,3
BHI-027,7,2002,2.7
BHI-024,7,2002,4
BHI-024,7,2002,4
BHI-020,7,2002,4
BHI-020,7,2002,4
BHI-038,7,2002,4.3
BHI-038,7,2002,4.8
BHI-038,7,2002,3.2
BHI-014,7,2002,6.5
BHI-014,7,2002,6.5
BHI-003,7,2002,7
BHI-003,7,2002,7.5
BHI-002,7,2002,3.5
BHI-031,7,2002,3
BHI-031,7,2002,2.5
BHI-031,7,2002,3
BHI-030,7,2002,2.5
BHI-030,7,2002,3.3
BHI-030,7,2002,3.5
BHI-030,7,2002,4
BHI-036,7,2002,4.5
BHI-036,7,2002,4.5
BHI-036,7,2002,4.5
BHI-014,7,2002,8.5
BHI-031,7,2002,2.5
BHI-031,7,2002,1
BHI-031,7,2002,2
BHI-031,7,2002,3
BHI-031,7,2002,3
BHI-031,7,2002,2
BHI-031,7,2002,3
BHI-030,7,2002,2.5
BHI-030,7,2002,3
BHI-030,7,2002,2
BHI-030,7,2002,3
BHI-030,7,2002,2.5
BHI-030,7,2002,3
BHI-030,7,2002,4
BHI-026,7,2002,4.9
BHI-026,7,2002,4.9
BHI-031,7,2002,3
BHI-031,7,2002,3
BHI-031,7,2002,3.5
BHI-031,7,2002,3
BHI-031,7,2002,3.5
BHI-031,7,2002,2.5
BHI-030,7,2002,3.5
BHI-002,7,2002,7.5
BHI-002,7,2002,8
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,3
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,1.75
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,2.5
BHI-031,7,2002,3.5
BHI-031,7,2002,3.5
BHI-031,7,2002,3.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,1.5
BHI-031,7,2002,1
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-031,7,2002,2
BHI-031,7,2002,2.5
BHI-031,7,2002,2
BHI-031,7,2002,2.5
BHI-031,7,2002,2.5
BHI-003,7,2002,7.2
BHI-031,7,2002,2
BHI-031,7,2002,0.1
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,2.5
BHI-031,7,2002,2
BHI-031,7,2002,2
BHI-031,7,2002,3
BHI-031,7,2002,2
BHI-031,7,2002,2.5
BHI-034,7,2002,3.5
BHI-031,7,2002,3
BHI-031,7,2002,3.5
BHI-031,7,2002,3
BHI-030,7,2002,3
BHI-030,7,2002,3
BHI-030,7,2002,3.5
BHI-030,7,2002,4
BHI-030,7,2002,2.5
BHI-030,7,2002,2.5
BHI-030,7,2002,4
BHI-030,7,2002,4
BHI-038,7,2002,4.5
BHI-038,7,2002,4.7
BHI-038,7,2002,4.5
BHI-031,7,2002,2.5
BHI-031,7,2002,3
BHI-031,7,2002,3
BHI-031,7,2002,3.5
BHI-030,7,2002,4
BHI-027,7,2002,4
BHI-027,7,2002,4.5
BHI-027,7,2002,3.7
BHI-015,7,2002,7.8
BHI-012,7,2002,8.7
BHI-006,7,2002,7.9
BHI-001,7,2002,5
BHI-001,7,2002,5
BHI-018,7,2002,5
BHI-018,7,2002,5.5
BHI-015,7,2002,6.5
BHI-015,7,2002,6.5
BHI-015,7,2002,7
BHI-015,7,2002,7
BHI-002,7,2002,10
BHI-026,7,2002,5.9
BHI-026,7,2002,5.9
BHI-029,7,2002,5.5
BHI-029,7,2002,5.5
BHI-003,8,2002,7.5
BHI-021,8,2002,7
BHI-002,8,2002,9
BHI-024,8,2002,7
BHI-024,8,2002,7
BHI-026,8,2002,5
BHI-026,8,2002,5
BHI-020,8,2002,5
BHI-020,8,2002,5
BHI-017,8,2002,3
BHI-017,8,2002,4
BHI-017,8,2002,3.5
BHI-017,8,2002,6
BHI-003,8,2002,8.2
BHI-003,8,2002,8.2
BHI-014,8,2002,5.5
BHI-014,8,2002,5.5
BHI-017,8,2002,8.5
BHI-017,8,2002,7
BHI-021,8,2002,5.5
BHI-018,8,2002,5.5
BHI-002,8,2002,9.1
BHI-002,8,2002,10.9
BHI-036,8,2002,4.5
BHI-036,8,2002,4.5
BHI-036,8,2002,4.5
BHI-036,8,2002,2.9
BHI-036,8,2002,2.9
BHI-036,8,2002,2.9
BHI-034,8,2002,3.5
BHI-036,8,2002,2.8
BHI-036,8,2002,2.8
BHI-036,8,2002,2.8
BHI-038,8,2002,4.5
BHI-038,8,2002,3.8
BHI-038,8,2002,3.8
BHI-007,8,2002,8
BHI-007,8,2002,9.6
BHI-007,8,2002,8
BHI-007,8,2002,9.6
BHI-027,8,2002,4
BHI-032,8,2002,4
BHI-036,8,2002,3.6
BHI-036,8,2002,3.6
BHI-036,8,2002,3.6
BHI-032,8,2002,4
BHI-032,8,2002,4.3
BHI-042,8,2002,4
BHI-042,8,2002,4
BHI-042,8,2002,4
BHI-011,8,2002,7
BHI-027,8,2002,3.8
BHI-027,8,2002,3.3
BHI-027,8,2002,2.5
BHI-027,8,2002,3.3
BHI-027,8,2002,2.8
BHI-032,8,2002,3.8
BHI-003,8,2002,8
BHI-003,8,2002,7.8
BHI-003,8,2002,8.7
BHI-002,8,2002,9.7
BHI-027,8,2002,3.2
BHI-027,8,2002,3.7
BHI-027,8,2002,3.1
BHI-027,8,2002,3.7
BHI-027,8,2002,3.2
BHI-003,8,2002,8.2
BHI-003,8,2002,7.8
BHI-003,8,2002,7.8
BHI-027,8,2002,3
BHI-027,8,2002,3.5
BHI-032,8,2002,4.7
BHI-023,8,2002,5
BHI-012,8,2002,7
BHI-006,8,2002,6.2
BHI-012,8,2002,7
BHI-008,8,2002,9
BHI-003,8,2002,9.3
BHI-003,8,2002,9.2
BHI-014,8,2002,6.5
BHI-006,8,2002,7.5
BHI-002,8,2002,11
BHI-026,8,2002,6.1
BHI-026,8,2002,6.1
BHI-002,8,2002,11
BHI-012,8,2002,1
BHI-013,8,2002,3.8
BHI-012,8,2002,3.5
BHI-036,8,2002,5
BHI-036,8,2002,5
BHI-036,8,2002,5
BHI-038,8,2002,4.5
BHI-038,8,2002,4.6
BHI-038,8,2002,4
BHI-010,8,2002,7.8
BHI-010,8,2002,0.6
BHI-010,8,2002,7.8
BHI-010,8,2002,1
BHI-007,8,2002,3.5
BHI-008,8,2002,0.8
BHI-008,8,2002,10.2
BHI-007,8,2002,4.4
BHI-003,8,2002,1
BHI-012,8,2002,9.8
BHI-003,8,2002,0.4
BHI-002,8,2002,10
BHI-027,8,2002,5.1
BHI-003,8,2002,4.4
BHI-006,8,2002,6.1
BHI-006,8,2002,5.8
BHI-002,8,2002,3.8
BHI-002,8,2002,3.5
BHI-002,8,2002,4.15
BHI-002,8,2002,1
BHI-002,8,2002,7.8
BHI-002,8,2002,4.5
BHI-002,8,2002,0.4
BHI-001,8,2002,0.4
BHI-001,8,2002,1
BHI-015,8,2002,7
BHI-003,8,2002,9
BHI-002,8,2002,9.1
BHI-002,8,2002,10.5
BHI-001,8,2002,4.95
BHI-002,8,2002,5.3
BHI-001,8,2002,0.4
BHI-001,8,2002,11.5
BHI-001,8,2002,1
BHI-001,8,2002,9.4
BHI-003,8,2002,7.5
BHI-003,8,2002,8.5
BHI-002,8,2002,13
BHI-036,8,2002,3.6
BHI-036,8,2002,3.6
BHI-036,8,2002,3.6
BHI-001,8,2002,8
BHI-001,8,2002,8
BHI-001,8,2002,8
BHI-001,8,2002,8
BHI-026,8,2002,7
BHI-026,8,2002,7
BHI-029,8,2002,6
BHI-029,8,2002,6
BHI-015,8,2002,7
BHI-015,8,2002,7
BHI-021,8,2002,6
BHI-002,8,2002,8.5
BHI-032,8,2002,4.5
BHI-003,8,2002,7
BHI-003,8,2002,7.5
BHI-003,8,2002,9.3
BHI-020,8,2002,7
BHI-020,8,2002,7
BHI-014,8,2002,7
BHI-014,8,2002,7
BHI-007,9,2002,9
BHI-007,9,2002,9.5
BHI-007,9,2002,9.5
BHI-007,9,2002,9
BHI-007,9,2002,8.3
BHI-007,9,2002,8.9
BHI-003,9,2002,7
BHI-003,9,2002,8.4
BHI-003,9,2002,7.6
BHI-003,9,2002,9
BHI-003,9,2002,8.8
BHI-003,9,2002,8
BHI-003,9,2002,7
BHI-003,9,2002,9.3
BHI-012,9,2002,9.3
BHI-003,9,2002,8.3
BHI-003,9,2002,8.2
BHI-003,9,2002,9.6
BHI-036,9,2002,4.3
BHI-036,9,2002,4.3
BHI-036,9,2002,4.3
BHI-003,9,2002,9.5
BHI-003,9,2002,10
BHI-003,9,2002,10.3
BHI-003,9,2002,9
BHI-003,9,2002,7.9
BHI-003,9,2002,8.8
BHI-003,9,2002,9
BHI-002,9,2002,8.1
BHI-027,9,2002,4.5
BHI-006,9,2002,6.4
BHI-006,9,2002,6.5
BHI-002,9,2002,8.5
