region_id,latitude,longitude,year,value,matrix
39,63.531,19.8294,2005,0.3058659217877095,bio
1,57.224700000000006,11.828,2005,0.3681564245810056,bio
41,65.5825,22.8791,2005,0.43854748603351956,bio
37,60.5326,18.162399999999998,2005,0.26424581005586595,bio
29,58.693600000000004,18.0043,2005,0.43128491620111736,bio
14,55.9491,15.780999999999999,2005,0.40558659217877097,bio
1,57.224700000000006,11.828,2006,0.43351955307262574,bio
37,60.5326,18.162399999999998,2006,0.5631284916201118,bio
41,65.5825,22.8791,2006,0.6167597765363129,bio
29,58.693600000000004,18.0043,2006,0.6441340782122905,bio
37,61.4554,17.1622,2008,0.2578212290502794,bio
35,59.565200000000004,18.834800000000005,2008,0.6215083798882681,bio
37,62.8645,18.2412,2008,0.42821229050279336,bio
1,57.224700000000006,11.828,2008,0.40363128491620115,bio
41,65.5825,22.8791,2008,0.5966480446927374,bio
1,56.325100000000006,12.3811,2008,0.15726256983240222,bio
38,61.25,19.5,2008,0.32206703910614526,bio
26,57.3167,17.5,2008,0.555586592178771,bio
37,60.5326,18.162399999999998,2008,0.9421787709497207,bio
31,58.75,20.5,2008,1.0628491620111733,bio
41,65.0568,21.474999999999998,2008,0.6122905027932961,bio
11,55.3163,13.610999999999999,2008,0.37290502793296093,bio
14,55.7507,14.283299999999999,2008,0.8902234636871509,bio
29,58.693600000000004,18.0043,2008,0.4773743016759777,bio
14,55.9491,15.780999999999999,2008,0.7371508379888269,bio
37,62.8645,18.2412,2009,0.4717877094972067,bio
37,61.4554,17.1622,2009,0.3994413407821229,bio
35,59.565200000000004,18.834800000000005,2009,1.075418994413408,bio
1,57.224700000000006,11.828,2009,0.2857541899441341,bio
39,63.6808,20.876800000000003,2009,0.6452513966480448,bio
41,65.7555,22.4181,2009,0.6759776536312849,bio
26,57.3167,17.5,2009,0.9106145251396649,bio
41,65.5825,22.8791,2009,0.9329608938547487,bio
38,61.25,19.5,2009,0.7318435754189945,bio
1,56.325100000000006,12.3811,2009,0.27458100558659215,bio
41,65.0568,21.474999999999998,2009,0.7011173184357542,bio
31,58.75,20.5,2009,0.7653631284916201,bio
37,60.5326,18.162399999999998,2009,0.40893854748603353,bio
14,55.9491,15.780999999999999,2009,0.723463687150838,bio
14,55.7507,14.283299999999999,2009,0.56731843575419,bio
29,58.693600000000004,18.0043,2009,0.7793296089385475,bio
11,55.3163,13.610999999999999,2009,0.22737430167597766,bio
14,55.9491,15.780999999999999,2010,1.1184357541899441,bio
37,61.4554,17.1622,2010,0.30027932960893855,bio
35,59.565200000000004,18.834800000000005,2010,1.1594972067039109,bio
1,57.224700000000006,11.828,2010,0.2877094972067039,bio
39,63.6808,20.876800000000003,2010,0.27597765363128496,bio
41,65.7555,22.4181,2010,0.4516759776536313,bio
41,65.5825,22.8791,2010,0.7837988826815643,bio
1,56.325100000000006,12.3811,2010,0.0329608938547486,bio
38,61.25,19.5,2010,0.8589385474860336,bio
26,57.3167,17.5,2010,0.8307262569832403,bio
37,60.5326,18.162399999999998,2010,0.7927374301675978,bio
14,55.7507,14.283299999999999,2010,0.8069832402234638,bio
41,65.0568,21.474999999999998,2010,1.0251396648044693,bio
29,58.693600000000004,18.0043,2010,1.0835195530726258,bio
31,58.75,20.5,2010,0.8005586592178773,bio
11,55.3163,13.610999999999999,2010,0.9298882681564247,bio
37,62.8645,18.2412,2011,0.3192737430167598,bio
37,61.4554,17.1622,2011,0.4787709497206704,bio
35,59.565200000000004,18.834800000000005,2011,0.6558659217877095,bio
39,63.6808,20.876800000000003,2011,0.45698324022346376,bio
1,57.224700000000006,11.828,2011,0.35530726256983247,bio
41,65.7555,22.4181,2011,0.5731843575418996,bio
38,61.25,19.5,2011,0.4251396648044693,bio
26,57.3167,17.5,2011,0.972905027932961,bio
41,65.5825,22.8791,2011,0.385195530726257,bio
37,60.5326,18.162399999999998,2011,0.3899441340782123,bio
1,56.325100000000006,12.3811,2011,0.1712290502793296,bio
31,58.75,20.5,2011,0.8849162011173185,bio
41,65.0568,21.474999999999998,2011,0.43659217877094975,bio
14,55.9491,15.780999999999999,2011,0.5365921787709498,bio
29,58.693600000000004,18.0043,2011,0.4581005586592179,bio
11,55.3163,13.610999999999999,2011,0.7935754189944133,bio
14,55.7507,14.283299999999999,2011,1.1681564245810057,bio
37,61.4554,17.1622,2012,0.1879888268156425,bio
37,62.8645,18.2412,2012,0.32011173184357544,bio
1,57.224700000000006,11.828,2012,0.32346368715083806,bio
35,59.565200000000004,18.834800000000005,2012,0.8837988826815644,bio
39,63.6808,20.876800000000003,2012,0.2575418994413408,bio
41,65.7555,22.4181,2012,0.45000000000000007,bio
1,56.325100000000006,12.3811,2012,0.19301675977653632,bio
41,65.5825,22.8791,2012,0.453072625698324,bio
14,55.7507,14.283299999999999,2012,0.7027932960893856,bio
26,57.3167,17.5,2012,0.48156424581005586,bio
37,60.5326,18.162399999999998,2012,0.5254189944134079,bio
41,65.0568,21.474999999999998,2012,0.7983240223463688,bio
31,58.75,20.5,2012,0.6511173184357542,bio
38,61.25,19.5,2012,0.493854748603352,bio
14,55.9491,15.780999999999999,2012,0.7282122905027933,bio
11,55.3163,13.610999999999999,2012,1.1664804469273742,bio
29,58.693600000000004,18.0043,2012,0.7033519553072626,bio
37,62.8645,18.2412,2013,0.27513966480446933,bio
37,61.4554,17.1622,2013,0.24273743016759775,bio
35,59.565200000000004,18.834800000000005,2013,1.5027932960893855,bio
1,57.224700000000006,11.828,2013,0.15027932960893858,bio
39,63.6808,20.876800000000003,2013,0.31508379888268156,bio
41,65.7555,22.4181,2013,0.6927374301675979,bio
41,65.5825,22.8791,2013,0.4360335195530727,bio
1,56.325100000000006,12.3811,2013,0.11368715083798885,bio
