bhi_id,pressure_score,year
BHI-010,0.093300088,2015
BHI-010,0.080431111,2016
BHI-010,0.083648355,2017
BHI-010,0.069975066,2018
BHI-009,0.388482265,1990
BHI-009,0.294377865,1991
BHI-009,0.32655031,1992
BHI-009,0.300008043,1993
BHI-009,0.315289954,1994
BHI-009,0.287139065,1995
BHI-009,0.23244591,1996
BHI-009,0.249336443,1997
BHI-009,0.267031288,1998
BHI-009,0.224402799,1999
BHI-009,0.221989866,2000
BHI-009,0.201077777,2001
BHI-009,0.144775999,2002
BHI-009,0.109386311,2003
BHI-009,0.104560444,2004
BHI-009,0.107777688,2005
BHI-009,0.109386311,2006
BHI-009,0.114212177,2007
BHI-009,0.107777688,2008
BHI-009,0.084452666,2009
BHI-009,0.099734577,2010
BHI-009,0.106973377,2011
BHI-009,0.0868656,2012
BHI-009,0.082039733,2013
BHI-009,0.098125955,2014
BHI-009,0.093300088,2015
BHI-009,0.080431111,2016
BHI-009,0.083648355,2017
BHI-009,0.069975066,2018
BHI-008,0.388482265,1990
BHI-008,0.294377865,1991
BHI-008,0.32655031,1992
BHI-008,0.300008043,1993
BHI-008,0.315289954,1994
BHI-008,0.287139065,1995
BHI-008,0.23244591,1996
BHI-008,0.249336443,1997
BHI-008,0.267031288,1998
BHI-008,0.224402799,1999
BHI-008,0.221989866,2000
BHI-008,0.201077777,2001
BHI-008,0.144775999,2002
BHI-008,0.109386311,2003
BHI-008,0.104560444,2004
BHI-008,0.107777688,2005
BHI-008,0.109386311,2006
BHI-008,0.114212177,2007
BHI-008,0.107777688,2008
BHI-008,0.084452666,2009
BHI-008,0.099734577,2010
BHI-008,0.106973377,2011
BHI-008,0.0868656,2012
BHI-008,0.082039733,2013
BHI-008,0.098125955,2014
BHI-008,0.093300088,2015
BHI-008,0.080431111,2016
BHI-008,0.083648355,2017
BHI-008,0.069975066,2018
BHI-007,0.388482265,1990
BHI-007,0.294377865,1991
BHI-007,0.32655031,1992
BHI-007,0.300008043,1993
BHI-007,0.315289954,1994
BHI-007,0.287139065,1995
BHI-007,0.23244591,1996
BHI-007,0.249336443,1997
BHI-007,0.267031288,1998
BHI-007,0.224402799,1999
BHI-007,0.221989866,2000
BHI-007,0.201077777,2001
BHI-007,0.144775999,2002
BHI-007,0.109386311,2003
BHI-007,0.104560444,2004
BHI-007,0.107777688,2005
BHI-007,0.109386311,2006
BHI-007,0.114212177,2007
BHI-007,0.107777688,2008
BHI-007,0.084452666,2009
BHI-007,0.099734577,2010
BHI-007,0.106973377,2011
BHI-007,0.0868656,2012
BHI-007,0.082039733,2013
BHI-007,0.098125955,2014
BHI-007,0.093300088,2015
BHI-007,0.080431111,2016
BHI-007,0.083648355,2017
BHI-007,0.069975066,2018
BHI-006,0.046247889,1990
BHI-006,0.038848226,1991
BHI-006,0.038204778,1992
BHI-006,0.034826671,1993
BHI-006,0.038446071,1994
BHI-006,0.035791844,1995
BHI-006,0.029035631,1996
BHI-006,0.030563822,1997
BHI-006,0.03402236,1998
BHI-006,0.031046409,1999
BHI-006,0.029437787,2000
BHI-006,0.027105284,2001
BHI-006,0.015442773,2002
BHI-006,0.014397169,2003
BHI-006,0.014879755,2004
BHI-006,0.015442773,2005
BHI-006,0.015362342,2006
BHI-006,0.016247084,2007
BHI-006,0.014718893,2008
BHI-006,0.011019062,2009
BHI-006,0.013914582,2010
BHI-006,0.013351564,2011
BHI-006,0.010938631,2012
BHI-006,0.010295182,2013
BHI-006,0.01302984,2014
BHI-006,0.01158208,2015
BHI-006,0.010214751,2016
BHI-006,0.011662511,2017
BHI-006,0.009330009,2018
BHI-005,0.046247889,1990
BHI-005,0.038848226,1991
BHI-005,0.038204778,1992
BHI-005,0.034826671,1993
BHI-005,0.038446071,1994
BHI-005,0.035791844,1995
BHI-005,0.029035631,1996
BHI-005,0.030563822,1997
BHI-005,0.03402236,1998
BHI-005,0.031046409,1999
BHI-005,0.029437787,2000
BHI-005,0.027105284,2001
BHI-005,0.015442773,2002
BHI-005,0.014397169,2003
BHI-005,0.014879755,2004
BHI-005,0.015442773,2005
BHI-005,0.015362342,2006
BHI-005,0.016247084,2007
BHI-005,0.014718893,2008
BHI-005,0.011019062,2009
BHI-005,0.013914582,2010
BHI-005,0.013351564,2011
BHI-005,0.010938631,2012
BHI-005,0.010295182,2013
BHI-005,0.01302984,2014
BHI-005,0.01158208,2015
BHI-005,0.010214751,2016
BHI-005,0.011662511,2017
BHI-005,0.009330009,2018
BHI-003,0.388482265,1990
BHI-003,0.294377865,1991
BHI-003,0.32655031,1992
BHI-003,0.300008043,1993
BHI-003,0.315289954,1994
BHI-003,0.287139065,1995
BHI-003,0.23244591,1996
BHI-003,0.249336443,1997
BHI-003,0.267031288,1998
BHI-003,0.224402799,1999
BHI-003,0.221989866,2000
BHI-003,0.201077777,2001
BHI-003,0.144775999,2002
BHI-003,0.109386311,2003
BHI-003,0.104560444,2004
BHI-003,0.107777688,2005
BHI-003,0.109386311,2006
BHI-003,0.114212177,2007
BHI-003,0.107777688,2008
BHI-003,0.084452666,2009
BHI-003,0.099734577,2010
BHI-003,0.106973377,2011
BHI-003,0.0868656,2012
BHI-003,0.082039733,2013
BHI-003,0.098125955,2014
BHI-003,0.093300088,2015
BHI-003,0.080431111,2016
BHI-003,0.083648355,2017
BHI-003,0.069975066,2018
BHI-002,0.244912732,1990
BHI-002,0.181452586,1991
BHI-002,0.211051235,1992
BHI-002,0.173248613,1993
BHI-002,0.201238639,1994
BHI-002,0.180246119,1995
BHI-002,0.14413255,1996
BHI-002,0.157805839,1997
BHI-002,0.166331537,1998
BHI-002,0.162068688,1999
BHI-002,0.161103515,2000
BHI-002,0.124105204,2001
BHI-002,0.09120888,2002
BHI-002,0.085498271,2003
BHI-002,0.080189817,2004
BHI-002,0.088072066,2005
BHI-002,0.089117671,2006
BHI-002,0.088635084,2007
BHI-002,0.083648355,2008
BHI-002,0.064666613,2009
BHI-002,0.068286013,2010
BHI-002,0.078420333,2011
BHI-002,0.073916191,2012
BHI-002,0.060645058,2013
BHI-002,0.08469396,2014
BHI-002,0.068366444,2015
BHI-002,0.061690662,2016
BHI-002,0.064907906,2017
BHI-002,0.053325826,2018
BHI-001,0.244912732,1990
BHI-001,0.181452586,1991
BHI-001,0.211051235,1992
BHI-001,0.173248613,1993
BHI-001,0.201238639,1994
BHI-001,0.180246119,1995
BHI-001,0.14413255,1996
BHI-001,0.157805839,1997
BHI-001,0.166331537,1998
BHI-001,0.162068688,1999
BHI-001,0.161103515,2000
BHI-001,0.124105204,2001
BHI-001,0.09120888,2002
BHI-001,0.085498271,2003
BHI-001,0.080189817,2004
BHI-001,0.088072066,2005
BHI-001,0.089117671,2006
BHI-001,0.088635084,2007
BHI-001,0.083648355,2008
BHI-001,0.064666613,2009
BHI-001,0.068286013,2010
BHI-001,0.078420333,2011
BHI-001,0.073916191,2012
BHI-001,0.060645058,2013
BHI-001,0.08469396,2014
BHI-001,0.068366444,2015
BHI-001,0.061690662,2016
BHI-001,0.064907906,2017
BHI-001,0.053325826,2018
