"region_id","assessment_year_red_list","scientific_name","common_name","species_group","red_list_category"
15,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
15,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
16,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
16,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
16,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
16,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
16,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
16,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
16,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
16,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
16,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
16,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
16,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
16,2013,"Phoca vitulina vitulina","harbour seal / common seal","Mammals","LC - Least Concern"
16,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
16,2013,"Phocoena phocoena (Western Baltic Sea subpopulation)","harbour porpoise","Mammals","VU - Vulnerable"
16,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
16,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
16,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
16,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
16,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
16,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
16,2013,"Anser anser","Goose","Birds","LC - Least Concern"
16,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
16,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
16,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
16,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
16,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
16,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
16,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
16,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
16,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
17,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
17,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
17,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
17,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
17,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
17,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
17,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
17,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
17,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
17,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
17,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
17,2013,"Phoca vitulina vitulina","harbour seal / common seal","Mammals","LC - Least Concern"
17,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
17,2013,"Phocoena phocoena (Western Baltic Sea subpopulation)","harbour porpoise","Mammals","VU - Vulnerable"
17,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
17,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
17,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
17,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
17,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
17,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
17,2013,"Anser anser","Goose","Birds","LC - Least Concern"
17,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
17,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
17,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
17,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
17,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
17,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
17,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
17,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
17,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
18,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
18,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
18,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
18,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
18,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
18,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
18,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
18,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
18,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
18,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
18,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
18,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
18,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
18,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
18,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
18,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
18,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
18,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
18,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
18,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
18,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
18,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
18,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
18,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
19,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
19,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
19,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
19,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
19,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
19,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
19,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
19,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
19,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
19,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
19,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
19,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
19,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
19,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
19,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
19,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
19,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
19,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
19,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
19,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
19,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
19,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
19,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
19,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
20,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
20,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
20,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
20,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
20,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
20,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
20,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
20,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
20,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
20,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
20,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
20,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
20,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
20,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
20,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
20,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
20,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
20,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
20,2013,"Anser anser","Goose","Birds","LC - Least Concern"
20,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
20,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
20,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
20,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
20,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
20,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
20,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
20,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
21,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
21,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
21,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
21,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
21,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
21,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
21,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
21,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
21,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
21,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
21,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
21,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
21,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
21,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
21,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
21,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
21,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
21,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
21,2013,"Anser anser","Goose","Birds","LC - Least Concern"
21,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
21,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
21,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
21,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
21,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
21,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
21,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
21,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
22,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
22,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
22,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
22,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
22,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
22,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
22,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
22,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
22,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
22,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
22,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
22,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
22,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
22,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
22,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
22,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
22,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
22,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
22,2013,"Anser anser","Goose","Birds","LC - Least Concern"
22,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
22,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
22,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
22,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
22,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
22,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
22,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
22,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
23,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
23,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
23,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
23,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
23,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
23,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
23,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
23,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
23,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
23,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
23,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
23,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
23,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
23,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
23,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
23,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
23,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
23,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
23,2013,"Anser anser","Goose","Birds","LC - Least Concern"
23,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
23,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
23,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
23,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
23,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
23,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
23,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
23,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
24,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
24,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
24,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
24,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
24,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
24,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
24,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
24,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
24,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
24,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
24,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
24,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
24,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
24,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
24,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
24,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
24,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
24,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
24,2013,"Anser anser","Goose","Birds","LC - Least Concern"
24,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
24,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
24,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
24,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
24,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
24,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
24,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
24,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
25,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
25,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
25,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
25,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
25,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
25,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
25,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
25,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
25,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
25,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
25,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
25,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
25,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
25,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
25,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
25,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
25,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
25,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
25,2013,"Anser anser","Goose","Birds","LC - Least Concern"
25,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
25,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
25,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
25,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
25,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
25,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
25,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
25,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
26,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
26,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
26,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
26,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
26,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
26,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
26,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
26,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
26,2007,"Salmo salar","Salmon","Fish and Lamprey","EN - Endangered"
26,2013,"Salmo salar","Salmon","Fish and Lamprey","VU - Vulnerable"
26,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
26,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
26,2013,"Phoca vitulina vitulina","harbour seal / common seal","Mammals","VU - Vulnerable"
26,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
26,2013,"Phocoena phocoena (Western Baltic Sea subpopulation)","harbour porpoise","Mammals","VU - Vulnerable"
26,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
26,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
26,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
26,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
26,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
26,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
26,2013,"Anser anser","Goose","Birds","LC - Least Concern"
26,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
26,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
26,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
26,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
26,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
26,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
26,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
26,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
27,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
27,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
27,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
27,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
27,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
27,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
27,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
27,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
27,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
27,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
27,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
27,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
27,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
27,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
27,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
27,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
27,2013,"Anser anser","Goose","Birds","LC - Least Concern"
27,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
27,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
27,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
27,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
27,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
27,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
27,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
27,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
27,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
28,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
28,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
28,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
28,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
28,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
28,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
28,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
28,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
28,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
28,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
28,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
28,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
28,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
28,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
28,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
28,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
28,2013,"Anser anser","Goose","Birds","LC - Least Concern"
28,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
28,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
28,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
28,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
28,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
28,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
28,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
28,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
28,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
